年,週,就診類別,年齡別,縣市,類流感健保就診人次,健保就診總人次,縣市別代碼
2021,51,門診,3~6,嘉義縣,18,1393,10010
2021,51,門診,3~6,屏東縣,87,3951,10013
2021,51,門診,3~6,台東縣,9,632,10014
2021,51,門診,3~6,花蓮縣,13,1387,10015
2021,51,門診,3~6,澎湖縣,0,398,10016
2021,51,門診,3~6,基隆市,30,1414,10017
2021,51,門診,3~6,新竹市,42,3628,10018
2021,51,門診,3~6,嘉義市,8,2135,10020
2021,51,門診,3~6,台北市,71,11127,63000
2021,51,門診,3~6,高雄市,166,14413,64000
2021,51,門診,3~6,新北市,96,19587,65000
2021,51,門診,3~6,台中市,381,18311,66000
2021,51,門診,3~6,台南市,169,10263,67000
2021,51,門診,3~6,桃園市,150,11658,68000
2021,51,門診,65+,連江縣,0,262,09007
2021,51,門診,65+,金門縣,8,4380,09020
2021,51,門診,65+,宜蘭縣,252,27219,10002
2021,51,門診,65+,新竹縣,65,16665,10004
2021,51,門診,65+,苗栗縣,130,23628,10005
2021,51,門診,65+,彰化縣,341,66387,10007
2021,51,門診,65+,南投縣,205,29455,10008
2021,51,門診,65+,雲林縣,245,39465,10009
2021,51,門診,65+,嘉義縣,174,21839,10010
2021,51,門診,65+,屏東縣,320,49713,10013
2021,51,門診,65+,台東縣,54,12157,10014
2021,51,門診,65+,花蓮縣,196,20333,10015
2021,51,門診,65+,澎湖縣,22,8299,10016
2021,51,門診,65+,基隆市,60,15693,10017
2021,51,門診,65+,新竹市,130,20933,10018
2021,51,門診,65+,嘉義市,206,24807,10020
2021,51,門診,65+,台北市,1054,191263,63000
2021,51,門診,65+,高雄市,654,162294,64000
2021,51,門診,65+,新北市,651,154908,65000
2021,51,門診,65+,台中市,947,145021,66000
2021,51,門診,65+,台南市,593,97105,67000
2021,51,門診,65+,桃園市,340,64987,68000
2021,51,門診,7~12,連江縣,0,31,09007
2021,51,門診,7~12,金門縣,0,575,09020
2021,51,門診,7~12,宜蘭縣,23,2207,10002
2021,51,門診,7~12,新竹縣,9,3089,10004
2021,51,門診,7~12,苗栗縣,16,2254,10005
2021,51,門診,7~12,彰化縣,80,7597,10007
2021,51,門診,7~12,南投縣,12,2560,10008
2021,51,門診,7~12,雲林縣,20,3124,10009
2021,51,門診,7~12,嘉義縣,10,1393,10010
2021,51,門診,7~12,屏東縣,39,3736,10013
2021,51,門診,7~12,台東縣,9,812,10014
2021,51,門診,7~12,花蓮縣,5,1381,10015
2021,51,門診,7~12,澎湖縣,1,467,10016
2021,51,門診,7~12,基隆市,18,1436,10017
2021,51,門診,7~12,新竹市,24,3837,10018
2021,51,門診,7~12,嘉義市,11,2392,10020
2021,51,門診,7~12,台北市,42,14824,63000
2021,51,門診,7~12,高雄市,81,15257,64000
2021,51,門診,7~12,新北市,73,21976,65000
2021,51,門診,7~12,台中市,258,18355,66000
2021,51,門診,7~12,台南市,108,10068,67000
2021,51,門診,7~12,桃園市,52,10992,68000
2021,51,門診,不詳,苗栗縣,0,1,10005
2021,51,門診,不詳,台北市,0,3,63000
2021,52,住院,0~2,金門縣,0,1,09020
2021,52,住院,0~2,宜蘭縣,0,10,10002
2021,52,住院,0~2,新竹縣,3,12,10004
2021,52,住院,0~2,苗栗縣,0,2,10005
2021,52,住院,0~2,彰化縣,1,48,10007
2021,52,住院,0~2,南投縣,1,4,10008
2021,52,住院,0~2,雲林縣,0,6,10009
2021,52,住院,0~2,嘉義縣,0,3,10010
2021,52,住院,0~2,屏東縣,1,11,10013
2021,52,住院,0~2,花蓮縣,0,5,10015
2021,52,住院,0~2,基隆市,0,4,10017
2021,52,住院,0~2,新竹市,1,8,10018
2021,52,住院,0~2,嘉義市,0,2,10020
2021,52,住院,0~2,台北市,8,76,63000
2021,52,住院,0~2,高雄市,0,45,64000
2021,52,住院,0~2,新北市,5,45,65000
2021,52,住院,0~2,台中市,7,101,66000
2021,52,住院,0~2,台南市,0,13,67000
2021,52,住院,0~2,桃園市,2,29,68000
2021,52,住院,13~15,宜蘭縣,1,4,10002
2021,52,住院,13~15,新竹縣,0,3,10004
2021,52,住院,13~15,苗栗縣,0,3,10005
2021,52,住院,13~15,彰化縣,1,19,10007
2021,52,住院,13~15,南投縣,0,1,10008
2021,52,住院,13~15,雲林縣,0,0,10009
2021,52,住院,13~15,嘉義縣,0,3,10010
2021,52,住院,13~15,屏東縣,1,10,10013
2021,52,住院,13~15,台東縣,0,1,10014
2021,52,住院,13~15,花蓮縣,0,5,10015
2021,52,住院,13~15,基隆市,0,1,10017
2021,52,住院,13~15,新竹市,0,4,10018
2021,52,住院,13~15,嘉義市,0,1,10020
2021,52,住院,13~15,台北市,0,42,63000
2021,52,住院,13~15,高雄市,0,14,64000
2021,52,住院,13~15,新北市,1,28,65000
2021,52,住院,13~15,台中市,1,43,66000
2021,52,住院,13~15,台南市,1,5,67000
2021,52,住院,13~15,桃園市,0,15,68000
2021,52,住院,16~18,金門縣,0,3,09020
2021,52,住院,16~18,宜蘭縣,0,3,10002
2021,52,住院,16~18,新竹縣,1,10,10004
2021,52,住院,16~18,苗栗縣,0,5,10005
2021,52,住院,16~18,彰化縣,2,25,10007
2021,52,住院,16~18,南投縣,0,3,10008
2021,52,住院,16~18,雲林縣,3,8,10009
2021,52,住院,16~18,嘉義縣,0,4,10010
2021,52,住院,16~18,屏東縣,0,5,10013
2021,52,住院,16~18,花蓮縣,0,11,10015
2021,52,住院,16~18,基隆市,1,9,10017
2021,52,住院,16~18,新竹市,0,12,10018
2021,52,住院,16~18,嘉義市,0,1,10020
2021,52,住院,16~18,台北市,0,41,63000
2021,52,住院,16~18,高雄市,0,25,64000
2021,52,住院,16~18,新北市,1,29,65000
2021,52,住院,16~18,台中市,1,64,66000
2021,52,住院,16~18,台南市,0,7,67000
2021,52,住院,16~18,桃園市,1,19,68000
2021,52,住院,19~24,金門縣,0,4,09020
2021,52,住院,19~24,宜蘭縣,1,20,10002
2021,52,住院,19~24,新竹縣,0,30,10004
2021,52,住院,19~24,苗栗縣,0,14,10005
2021,52,住院,19~24,彰化縣,0,74,10007
2021,52,住院,19~24,南投縣,0,3,10008
2021,52,住院,19~24,雲林縣,2,17,10009
2021,52,住院,19~24,嘉義縣,0,13,10010
2021,52,住院,19~24,屏東縣,0,13,10013
2021,52,住院,19~24,台東縣,0,6,10014
2021,52,住院,19~24,花蓮縣,0,19,10015
2021,52,住院,19~24,澎湖縣,0,1,10016
2021,52,住院,19~24,基隆市,0,5,10017
2021,52,住院,19~24,新竹市,0,19,10018
2021,52,住院,19~24,嘉義市,0,14,10020
2021,52,住院,19~24,台北市,2,161,63000
2021,52,住院,19~24,高雄市,2,105,64000
2021,52,住院,19~24,新北市,1,92,65000
2021,52,住院,19~24,台中市,1,188,66000
2021,52,住院,19~24,台南市,1,29,67000
2021,52,住院,19~24,桃園市,1,75,68000
2021,52,住院,25~64,金門縣,1,29,09020
2021,52,住院,25~64,宜蘭縣,8,420,10002
2021,52,住院,25~64,新竹縣,5,495,10004
2021,52,住院,25~64,苗栗縣,3,185,10005
2021,52,住院,25~64,彰化縣,28,1312,10007
2021,52,住院,25~64,南投縣,6,117,10008
2021,52,住院,25~64,雲林縣,7,483,10009
2021,52,住院,25~64,嘉義縣,2,410,10010
2021,52,住院,25~64,屏東縣,8,340,10013
2021,52,住院,25~64,台東縣,1,54,10014
2021,52,住院,25~64,花蓮縣,10,410,10015
2021,52,住院,25~64,澎湖縣,0,15,10016
2021,52,住院,25~64,基隆市,3,155,10017
2021,52,住院,25~64,新竹市,4,420,10018
2021,52,住院,25~64,嘉義市,4,322,10020
2021,52,住院,25~64,台北市,58,4051,63000
2021,52,住院,25~64,高雄市,23,2195,64000
2021,52,住院,25~64,新北市,46,1789,65000
2021,52,住院,25~64,台中市,50,3644,66000
2021,52,住院,25~64,台南市,21,1035,67000
2021,52,住院,25~64,桃園市,25,1556,68000
2021,52,住院,3~6,宜蘭縣,2,8,10002
2021,52,住院,3~6,新竹縣,0,8,10004
2021,52,住院,3~6,苗栗縣,0,9,10005
2021,52,住院,3~6,彰化縣,5,22,10007
2021,52,住院,3~6,南投縣,0,1,10008
2021,52,住院,3~6,雲林縣,0,1,10009
2021,52,住院,3~6,嘉義縣,0,5,10010
2021,52,住院,3~6,屏東縣,6,15,10013
2021,52,住院,3~6,花蓮縣,1,4,10015
2021,52,住院,3~6,基隆市,1,3,10017
2021,52,住院,3~6,新竹市,1,9,10018
2021,52,住院,3~6,嘉義市,0,1,10020
2021,52,住院,3~6,台北市,1,64,63000
2021,52,住院,3~6,高雄市,3,27,64000
2021,52,住院,3~6,新北市,3,24,65000
2021,52,住院,3~6,台中市,3,78,66000
2021,52,住院,3~6,台南市,1,8,67000
2021,52,住院,3~6,桃園市,1,26,68000
2021,52,住院,65+,金門縣,1,35,09020
2021,52,住院,65+,宜蘭縣,28,337,10002
2021,52,住院,65+,新竹縣,32,331,10004
2021,52,住院,65+,苗栗縣,12,215,10005
2021,52,住院,65+,彰化縣,93,1095,10007
2021,52,住院,65+,南投縣,23,130,10008
2021,52,住院,65+,雲林縣,28,412,10009
2021,52,住院,65+,嘉義縣,15,381,10010
2021,52,住院,65+,屏東縣,33,295,10013
2021,52,住院,65+,台東縣,4,43,10014
2021,52,住院,65+,花蓮縣,30,307,10015
2021,52,住院,65+,澎湖縣,0,9,10016
2021,52,住院,65+,基隆市,11,172,10017
2021,52,住院,65+,新竹市,23,284,10018
2021,52,住院,65+,嘉義市,15,246,10020
2021,52,住院,65+,台北市,138,2809,63000
2021,52,住院,65+,高雄市,70,1420,64000
2021,52,住院,65+,新北市,139,1405,65000
2021,52,住院,65+,台中市,146,2238,66000
2021,52,住院,65+,台南市,39,668,67000
2021,52,住院,65+,桃園市,71,866,68000
2021,52,住院,7~12,金門縣,0,1,09020
2021,52,住院,7~12,宜蘭縣,1,9,10002
2021,52,住院,7~12,苗栗縣,1,3,10005
2021,52,住院,7~12,彰化縣,1,31,10007
2021,52,住院,7~12,南投縣,2,5,10008
2021,52,住院,7~12,雲林縣,0,4,10009
2021,52,住院,7~12,嘉義縣,0,7,10010
2021,52,住院,7~12,屏東縣,1,5,10013
2021,52,住院,7~12,台東縣,0,0,10014
2021,52,住院,7~12,花蓮縣,0,4,10015
2021,52,住院,7~12,澎湖縣,0,1,10016
2021,52,住院,7~12,基隆市,1,2,10017
2021,52,住院,7~12,新竹市,0,5,10018
2021,52,住院,7~12,嘉義市,0,2,10020
2021,52,住院,7~12,台北市,1,92,63000
2021,52,住院,7~12,高雄市,1,29,64000
2021,52,住院,7~12,新北市,1,19,65000
2021,52,住院,7~12,台中市,1,84,66000
2021,52,住院,7~12,台南市,0,6,67000
2021,52,住院,7~12,桃園市,0,25,68000
2021,52,門診,0~2,連江縣,0,11,09007
2021,52,門診,0~2,金門縣,0,379,09020
2021,52,門診,0~2,宜蘭縣,17,1458,10002
2021,52,門診,0~2,新竹縣,25,2349,10004
2021,52,門診,0~2,苗栗縣,10,1520,10005
2021,52,門診,0~2,彰化縣,34,4610,10007
2021,52,門診,0~2,南投縣,16,1830,10008
2021,52,門診,0~2,雲林縣,25,2085,10009
2021,52,門診,0~2,嘉義縣,9,769,10010
2021,52,門診,0~2,屏東縣,34,2847,10013
2021,52,門診,0~2,台東縣,12,468,10014
2021,52,門診,0~2,花蓮縣,19,967,10015
2021,52,門診,0~2,澎湖縣,1,298,10016
2021,52,門診,0~2,基隆市,15,915,10017
2021,52,門診,0~2,新竹市,37,2694,10018
2021,52,門診,0~2,嘉義市,2,1316,10020
2021,52,門診,0~2,台北市,49,6972,63000
2021,52,門診,0~2,高雄市,89,9866,64000
2021,52,門診,0~2,新北市,85,13401,65000
2021,52,門診,0~2,台中市,217,12102,66000
2021,52,門診,0~2,台南市,115,7084,67000
2021,52,門診,0~2,桃園市,71,7970,68000
2021,52,門診,13~15,連江縣,0,17,09007
2021,52,門診,13~15,金門縣,0,240,09020
2021,52,門診,13~15,宜蘭縣,12,904,10002
2021,52,門診,13~15,新竹縣,7,1357,10004
2021,52,門診,13~15,苗栗縣,4,1013,10005
2021,52,門診,13~15,彰化縣,30,3484,10007
2021,52,門診,13~15,南投縣,7,1215,10008
2021,52,門診,13~15,雲林縣,9,1634,10009
2021,52,門診,13~15,嘉義縣,10,830,10010
2021,52,門診,13~15,屏東縣,21,1810,10013
2021,52,門診,13~15,台東縣,1,424,10014
2021,52,門診,13~15,花蓮縣,1,631,10015
2021,52,門診,13~15,澎湖縣,0,315,10016
2021,52,門診,13~15,基隆市,9,721,10017
2021,52,門診,13~15,新竹市,10,1514,10018
2021,52,門診,13~15,嘉義市,9,1231,10020
2021,52,門診,13~15,台北市,25,5669,63000
2021,52,門診,13~15,高雄市,38,6771,64000
2021,52,門診,13~15,新北市,43,9298,65000
2021,52,門診,13~15,台中市,72,7845,66000
2021,52,門診,13~15,台南市,60,4523,67000
2021,52,門診,13~15,桃園市,22,4755,68000
2021,52,門診,16~18,連江縣,0,8,09007
2021,52,門診,16~18,金門縣,0,264,09020
2021,52,門診,16~18,宜蘭縣,11,962,10002
2021,52,門診,16~18,新竹縣,3,1235,10004
2021,52,門診,16~18,苗栗縣,7,1159,10005
2021,52,門診,16~18,彰化縣,20,3645,10007
2021,52,門診,16~18,南投縣,7,1218,10008
2021,52,門診,16~18,雲林縣,9,1851,10009
2021,52,門診,16~18,嘉義縣,6,917,10010
2021,52,門診,16~18,屏東縣,18,2037,10013
2021,52,門診,16~18,台東縣,2,367,10014
2021,52,門診,16~18,花蓮縣,6,706,10015
2021,52,門診,16~18,澎湖縣,0,325,10016
2021,52,門診,16~18,基隆市,5,814,10017
2021,52,門診,16~18,新竹市,15,1569,10018
2021,52,門診,16~18,嘉義市,9,1376,10020
2021,52,門診,16~18,台北市,23,6232,63000
2021,52,門診,16~18,高雄市,39,7483,64000
2021,52,門診,16~18,新北市,38,9736,65000
2021,52,門診,16~18,台中市,77,9003,66000
2021,52,門診,16~18,台南市,44,4648,67000
2021,52,門診,16~18,桃園市,29,5223,68000
2021,52,門診,19~24,連江縣,1,62,09007
2021,52,門診,19~24,金門縣,0,567,09020
2021,52,門診,19~24,宜蘭縣,16,1984,10002
2021,52,門診,19~24,新竹縣,8,2324,10004
2021,52,門診,19~24,苗栗縣,6,2180,10005
2021,52,門診,19~24,彰化縣,29,6501,10007
2021,52,門診,19~24,南投縣,5,2141,10008
2021,52,門診,19~24,雲林縣,13,3852,10009
2021,52,門診,19~24,嘉義縣,10,1915,10010
2021,52,門診,19~24,屏東縣,32,4123,10013
2021,52,門診,19~24,台東縣,3,905,10014
2021,52,門診,19~24,花蓮縣,4,1847,10015
2021,52,門診,19~24,澎湖縣,0,882,10016
2021,52,門診,19~24,基隆市,3,1776,10017
2021,52,門診,19~24,新竹市,10,3782,10018
2021,52,門診,19~24,嘉義市,19,2851,10020
2021,52,門診,19~24,台北市,45,18715,63000
2021,52,門診,19~24,高雄市,80,19576,64000
2021,52,門診,19~24,新北市,74,24216,65000
2021,52,門診,19~24,台中市,140,25331,66000
2021,52,門診,19~24,台南市,69,11504,67000
2021,52,門診,19~24,桃園市,39,12151,68000
2021,52,門診,25~64,連江縣,3,533,09007
2021,52,門診,25~64,金門縣,6,6928,09020
2021,52,門診,25~64,宜蘭縣,207,32090,10002
2021,52,門診,25~64,新竹縣,96,37271,10004
2021,52,門診,25~64,苗栗縣,122,35016,10005
2021,52,門診,25~64,彰化縣,361,100076,10007
2021,52,門診,25~64,南投縣,94,37136,10008
2021,52,門診,25~64,雲林縣,228,50442,10009
2021,52,門診,25~64,嘉義縣,164,24784,10010
2021,52,門診,25~64,屏東縣,405,60437,10013
2021,52,門診,25~64,台東縣,62,15092,10014
2021,52,門診,25~64,花蓮縣,131,24872,10015
2021,52,門診,25~64,澎湖縣,12,11180,10016
2021,52,門診,25~64,基隆市,84,24428,10017
2021,52,門診,25~64,新竹市,190,46540,10018
2021,52,門診,25~64,嘉義市,221,38823,10020
2021,52,門診,25~64,台北市,838,254951,63000
2021,52,門診,25~64,高雄市,781,248963,64000
2021,52,門診,25~64,新北市,825,299953,65000
2021,52,門診,25~64,台中市,1589,277240,66000
2021,52,門診,25~64,台南市,992,151762,67000
2021,52,門診,25~64,桃園市,416,149551,68000
2021,52,門診,3~6,連江縣,0,16,09007
2021,52,門診,3~6,金門縣,1,527,09020
2021,52,門診,3~6,宜蘭縣,44,2327,10002
2021,52,門診,3~6,新竹縣,28,3481,10004
2021,52,門診,3~6,苗栗縣,32,2634,10005
2021,52,門診,3~6,彰化縣,85,6904,10007
2021,52,門診,3~6,南投縣,32,2720,10008
2021,52,門診,3~6,雲林縣,32,3138,10009
2021,52,門診,3~6,嘉義縣,24,1482,10010
2021,52,門診,3~6,屏東縣,60,4467,10013
2021,52,門診,3~6,台東縣,8,667,10014
2021,52,門診,3~6,花蓮縣,12,1432,10015
2021,52,門診,3~6,澎湖縣,0,447,10016
2021,52,門診,3~6,基隆市,39,1751,10017
2021,52,門診,3~6,新竹市,56,3953,10018
2021,52,門診,3~6,嘉義市,13,2358,10020
2021,52,門診,3~6,台北市,65,11011,63000
2021,52,門診,3~6,高雄市,151,15919,64000
2021,52,門診,3~6,新北市,109,21851,65000
2021,52,門診,3~6,台中市,383,18038,66000
2021,52,門診,3~6,台南市,269,11307,67000
2021,52,門診,3~6,桃園市,141,12687,68000
2021,52,門診,65+,連江縣,2,256,09007
2021,52,門診,65+,金門縣,5,4166,09020
2021,52,門診,65+,宜蘭縣,226,24143,10002
2021,52,門診,65+,新竹縣,69,15397,10004
2021,52,門診,65+,苗栗縣,150,22473,10005
2021,52,門診,65+,彰化縣,335,61096,10007
2021,52,門診,65+,南投縣,207,27221,10008
2021,52,門診,65+,雲林縣,202,36511,10009
2021,52,門診,65+,嘉義縣,150,20630,10010
2021,52,門診,65+,屏東縣,290,46484,10013
2021,52,門診,65+,台東縣,59,11061,10014
2021,52,門診,65+,花蓮縣,124,17391,10015
2021,52,門診,65+,澎湖縣,15,8151,10016
2021,52,門診,65+,基隆市,52,14491,10017
2021,52,門診,65+,新竹市,122,19678,10018
2021,52,門診,65+,嘉義市,158,23357,10020
2021,52,門診,65+,台北市,978,166746,63000
2021,52,門診,65+,高雄市,565,145255,64000
2021,52,門診,65+,新北市,597,145386,65000
2021,52,門診,65+,台中市,856,135620,66000
2021,52,門診,65+,台南市,568,85088,67000
2021,52,門診,65+,桃園市,299,61951,68000
2021,52,門診,7~12,連江縣,0,28,09007
2021,52,門診,7~12,金門縣,0,532,09020
2021,52,門診,7~12,宜蘭縣,22,1941,10002
2021,52,門診,7~12,新竹縣,15,2953,10004
2021,52,門診,7~12,苗栗縣,13,2171,10005
2021,52,門診,7~12,彰化縣,63,7021,10007
2021,52,門診,7~12,南投縣,9,2387,10008
2021,52,門診,7~12,雲林縣,26,2953,10009
2021,52,門診,7~12,嘉義縣,7,1336,10010
2021,52,門診,7~12,屏東縣,31,3732,10013
2021,52,門診,7~12,台東縣,11,735,10014
2021,52,門診,7~12,花蓮縣,17,1165,10015
2021,52,門診,7~12,澎湖縣,0,496,10016
2021,52,門診,7~12,基隆市,23,1391,10017
2021,52,門診,7~12,新竹市,27,3601,10018
2021,52,門診,7~12,嘉義市,5,2197,10020
2021,52,門診,7~12,台北市,39,12542,63000
2021,52,門診,7~12,高雄市,104,13929,64000
2021,52,門診,7~12,新北市,70,19997,65000
2021,52,門診,7~12,台中市,186,16200,66000
2021,52,門診,7~12,台南市,100,9320,67000
2021,52,門診,7~12,桃園市,53,10085,68000
2021,52,門診,不詳,新竹市,0,1,10018
2021,52,門診,不詳,台北市,0,3,63000
2021,52,門診,不詳,高雄市,0,1,64000
2021,52,門診,不詳,新北市,0,2,65000
2021,52,門診,不詳,台中市,0,2,66000
2022,01,住院,0~2,金門縣,0,1,09020
2022,01,住院,0~2,宜蘭縣,1,14,10002
2022,01,住院,0~2,新竹縣,2,13,10004
2022,01,住院,0~2,苗栗縣,0,8,10005
2022,01,住院,0~2,彰化縣,1,35,10007
2022,01,住院,0~2,南投縣,2,6,10008
2022,01,住院,0~2,雲林縣,0,5,10009
2022,01,住院,0~2,嘉義縣,0,7,10010
2022,01,住院,0~2,屏東縣,3,24,10013
2022,01,住院,0~2,台東縣,0,1,10014
2022,01,住院,0~2,花蓮縣,2,7,10015
2022,01,住院,0~2,基隆市,0,3,10017
2022,01,住院,0~2,新竹市,0,22,10018
2022,01,住院,0~2,嘉義市,0,7,10020
2022,01,住院,0~2,台北市,1,58,63000
2022,01,住院,0~2,高雄市,1,23,64000
2022,01,住院,0~2,新北市,7,32,65000
2022,01,住院,0~2,台中市,4,92,66000
2022,01,住院,0~2,台南市,0,9,67000
2022,01,住院,0~2,桃園市,6,41,68000
2022,01,住院,13~15,金門縣,0,0,09020
2022,01,住院,13~15,宜蘭縣,0,6,10002
2022,01,住院,13~15,新竹縣,0,2,10004
2022,01,住院,13~15,苗栗縣,1,5,10005
2022,01,住院,13~15,彰化縣,2,18,10007
2022,01,住院,13~15,南投縣,0,1,10008
2022,01,住院,13~15,雲林縣,0,6,10009
2022,01,住院,13~15,嘉義縣,0,5,10010
2022,01,住院,13~15,屏東縣,0,11,10013
2022,01,住院,13~15,花蓮縣,0,9,10015
2022,01,住院,13~15,基隆市,0,2,10017
2022,01,住院,13~15,新竹市,0,1,10018
2022,01,住院,13~15,嘉義市,0,4,10020
2022,01,住院,13~15,台北市,0,41,63000
2022,01,住院,13~15,高雄市,1,13,64000
2022,01,住院,13~15,新北市,0,17,65000
2022,01,住院,13~15,台中市,1,40,66000
2022,01,住院,13~15,台南市,0,4,67000
2022,01,住院,13~15,桃園市,2,18,68000
2022,01,住院,16~18,宜蘭縣,0,8,10002
2022,01,住院,16~18,新竹縣,0,4,10004
2022,01,住院,16~18,苗栗縣,0,10,10005
2022,01,住院,16~18,彰化縣,1,26,10007
2022,01,住院,16~18,南投縣,1,5,10008
2022,01,住院,16~18,雲林縣,0,9,10009
2022,01,住院,16~18,嘉義縣,0,5,10010
2022,01,住院,16~18,屏東縣,0,8,10013
2022,01,住院,16~18,台東縣,0,2,10014
2022,01,住院,16~18,花蓮縣,0,4,10015
2022,01,住院,16~18,澎湖縣,0,1,10016
2022,01,住院,16~18,基隆市,0,3,10017
2022,01,住院,16~18,新竹市,0,8,10018
2022,01,住院,16~18,嘉義市,0,1,10020
2022,01,住院,16~18,台北市,0,58,63000
2022,01,住院,16~18,高雄市,0,25,64000
2022,01,住院,16~18,新北市,2,34,65000
2022,01,住院,16~18,台中市,0,41,66000
2022,01,住院,16~18,台南市,0,6,67000
2022,01,住院,16~18,桃園市,0,11,68000
2022,01,住院,19~24,金門縣,1,6,09020
2022,01,住院,19~24,宜蘭縣,1,17,10002
2022,01,住院,19~24,新竹縣,1,27,10004
2022,01,住院,19~24,苗栗縣,0,18,10005
2022,01,住院,19~24,彰化縣,3,78,10007
2022,01,住院,19~24,南投縣,0,10,10008
2022,01,住院,19~24,雲林縣,0,20,10009
2022,01,住院,19~24,嘉義縣,0,20,10010
2022,01,住院,19~24,屏東縣,0,13,10013
2022,01,住院,19~24,台東縣,0,6,10014
2022,01,住院,19~24,花蓮縣,0,24,10015
2022,01,住院,19~24,澎湖縣,0,2,10016
2022,01,住院,19~24,基隆市,0,3,10017
2022,01,住院,19~24,新竹市,0,18,10018
2022,01,住院,19~24,嘉義市,0,14,10020
2022,01,住院,19~24,台北市,3,145,63000
2022,01,住院,19~24,高雄市,0,109,64000
2022,01,住院,19~24,新北市,0,87,65000
2022,01,住院,19~24,台中市,3,177,66000
2022,01,住院,19~24,台南市,0,37,67000
2022,01,住院,19~24,桃園市,3,59,68000
2022,01,住院,25~64,金門縣,1,25,09020
2022,01,住院,25~64,宜蘭縣,10,397,10002
2022,01,住院,25~64,新竹縣,10,530,10004
2022,01,住院,25~64,苗栗縣,4,235,10005
2022,01,住院,25~64,彰化縣,22,1332,10007
2022,01,住院,25~64,南投縣,5,155,10008
2022,01,住院,25~64,雲林縣,10,469,10009
2022,01,住院,25~64,嘉義縣,2,460,10010
2022,01,住院,25~64,屏東縣,5,407,10013
2022,01,住院,25~64,台東縣,2,76,10014
2022,01,住院,25~64,花蓮縣,11,403,10015
2022,01,住院,25~64,澎湖縣,0,16,10016
2022,01,住院,25~64,基隆市,4,170,10017
2022,01,住院,25~64,新竹市,9,569,10018
2022,01,住院,25~64,嘉義市,0,314,10020
2022,01,住院,25~64,台北市,63,4256,63000
2022,01,住院,25~64,高雄市,24,2096,64000
2022,01,住院,25~64,新北市,38,1945,65000
2022,01,住院,25~64,台中市,52,3411,66000
2022,01,住院,25~64,台南市,10,1185,67000
2022,01,住院,25~64,桃園市,34,1815,68000
2022,01,住院,3~6,金門縣,0,1,09020
2022,01,住院,3~6,宜蘭縣,2,17,10002
2022,01,住院,3~6,新竹縣,0,11,10004
2022,01,住院,3~6,苗栗縣,1,7,10005
2022,01,住院,3~6,彰化縣,5,33,10007
2022,01,住院,3~6,南投縣,9,13,10008
2022,01,住院,3~6,雲林縣,0,5,10009
2022,01,住院,3~6,嘉義縣,3,8,10010
2022,01,住院,3~6,屏東縣,6,26,10013
2022,01,住院,3~6,台東縣,0,1,10014
2022,01,住院,3~6,花蓮縣,0,10,10015
2022,01,住院,3~6,基隆市,4,9,10017
2022,01,住院,3~6,新竹市,0,9,10018
2022,01,住院,3~6,嘉義市,0,5,10020
2022,01,住院,3~6,台北市,8,118,63000
2022,01,住院,3~6,高雄市,1,26,64000
2022,01,住院,3~6,新北市,1,29,65000
2022,01,住院,3~6,台中市,22,112,66000
2022,01,住院,3~6,台南市,0,10,67000
2022,01,住院,3~6,桃園市,7,41,68000
2022,01,住院,65+,金門縣,1,33,09020
2022,01,住院,65+,宜蘭縣,25,328,10002
2022,01,住院,65+,新竹縣,29,356,10004
2022,01,住院,65+,苗栗縣,18,223,10005
2022,01,住院,65+,彰化縣,101,1259,10007
2022,01,住院,65+,南投縣,29,158,10008
2022,01,住院,65+,雲林縣,41,544,10009
2022,01,住院,65+,嘉義縣,14,396,10010
2022,01,住院,65+,屏東縣,39,471,10013
2022,01,住院,65+,台東縣,3,44,10014
2022,01,住院,65+,花蓮縣,28,367,10015
2022,01,住院,65+,澎湖縣,0,13,10016
2022,01,住院,65+,基隆市,13,184,10017
2022,01,住院,65+,新竹市,17,377,10018
2022,01,住院,65+,嘉義市,5,254,10020
2022,01,住院,65+,台北市,164,3426,63000
2022,01,住院,65+,高雄市,47,1254,64000
2022,01,住院,65+,新北市,176,1716,65000
2022,01,住院,65+,台中市,128,2354,66000
2022,01,住院,65+,台南市,48,902,67000
2022,01,住院,65+,桃園市,82,1074,68000
2022,01,住院,7~12,金門縣,0,1,09020
2022,01,住院,7~12,宜蘭縣,1,11,10002
2022,01,住院,7~12,新竹縣,0,2,10004
2022,01,住院,7~12,苗栗縣,1,2,10005
2022,01,住院,7~12,彰化縣,1,33,10007
2022,01,住院,7~12,南投縣,1,2,10008
2022,01,住院,7~12,雲林縣,0,8,10009
2022,01,住院,7~12,嘉義縣,0,4,10010
2022,01,住院,7~12,屏東縣,3,11,10013
2022,01,住院,7~12,花蓮縣,0,10,10015
2022,01,住院,7~12,基隆市,0,2,10017
2022,01,住院,7~12,新竹市,0,10,10018
2022,01,住院,7~12,台北市,2,86,63000
2022,01,住院,7~12,高雄市,0,21,64000
2022,01,住院,7~12,新北市,3,29,65000
2022,01,住院,7~12,台中市,1,66,66000
2022,01,住院,7~12,台南市,0,10,67000
2022,01,住院,7~12,桃園市,0,16,68000
2022,01,住院,不詳,彰化縣,0,1,10007
2022,01,門診,0~2,連江縣,0,21,09007
2022,01,門診,0~2,金門縣,0,344,09020
2022,01,門診,0~2,宜蘭縣,10,1073,10002
