年,週,就診類別,年齡別,縣市,水痘健保就診人次,健保就診總人次,縣市別代碼
2020,27,門診,65+,彰化縣,0,73386,10007
2020,27,門診,65+,南投縣,1,32372,10008
2020,27,門診,65+,雲林縣,0,44948,10009
2020,27,門診,65+,嘉義縣,0,25504,10010
2020,27,門診,65+,屏東縣,2,55834,10013
2020,27,門診,65+,台東縣,0,13687,10014
2020,27,門診,65+,花蓮縣,1,23136,10015
2020,27,門診,65+,澎湖縣,0,9977,10016
2020,27,門診,65+,基隆市,0,17968,10017
2020,27,門診,65+,新竹市,0,24820,10018
2020,27,門診,65+,嘉義市,1,28524,10020
2020,27,門診,65+,台北市,0,205812,63000
2020,27,門診,65+,高雄市,2,177341,64000
2020,27,門診,65+,新北市,0,173245,65000
2020,27,門診,65+,台中市,1,156389,66000
2020,27,門診,65+,台南市,2,106083,67000
2020,27,門診,65+,桃園市,2,77430,68000
2020,27,門診,7~12,連江縣,0,31,09007
2020,27,門診,7~12,金門縣,0,659,09020
2020,27,門診,7~12,宜蘭縣,0,2603,10002
2020,27,門診,7~12,新竹縣,1,3464,10004
2020,27,門診,7~12,苗栗縣,1,2627,10005
2020,27,門診,7~12,彰化縣,4,8889,10007
2020,27,門診,7~12,南投縣,2,3125,10008
2020,27,門診,7~12,雲林縣,1,4267,10009
2020,27,門診,7~12,嘉義縣,0,1882,10010
2020,27,門診,7~12,屏東縣,1,4569,10013
2020,27,門診,7~12,台東縣,0,1120,10014
2020,27,門診,7~12,花蓮縣,2,1962,10015
2020,27,門診,7~12,澎湖縣,0,644,10016
2020,27,門診,7~12,基隆市,2,1629,10017
2020,27,門診,7~12,新竹市,6,4632,10018
2020,27,門診,7~12,嘉義市,2,2902,10020
2020,27,門診,7~12,台北市,15,16868,63000
2020,27,門診,7~12,高雄市,10,16975,64000
2020,27,門診,7~12,新北市,28,26229,65000
2020,27,門診,7~12,台中市,10,21148,66000
2020,27,門診,7~12,台南市,6,11986,67000
2020,27,門診,7~12,桃園市,7,12869,68000
2020,28,住院,0~2,金門縣,0,1,09020
2020,28,住院,0~2,宜蘭縣,0,33,10002
2020,28,住院,0~2,新竹縣,0,2,10004
2020,28,住院,0~2,苗栗縣,0,3,10005
2020,28,住院,0~2,彰化縣,0,87,10007
2020,28,住院,0~2,南投縣,0,11,10008
2020,28,住院,0~2,雲林縣,0,6,10009
2020,28,住院,0~2,嘉義縣,0,21,10010
2020,28,住院,0~2,屏東縣,0,33,10013
2020,28,住院,0~2,台東縣,0,1,10014
2020,28,住院,0~2,花蓮縣,0,15,10015
2020,28,住院,0~2,基隆市,0,12,10017
2020,28,住院,0~2,新竹市,0,11,10018
2020,28,住院,0~2,嘉義市,0,9,10020
2020,28,住院,0~2,台北市,0,109,63000
2020,28,住院,0~2,高雄市,0,58,64000
2020,28,住院,0~2,新北市,0,61,65000
2020,28,住院,0~2,台中市,0,108,66000
2020,28,住院,0~2,台南市,0,19,67000
2020,28,住院,0~2,桃園市,0,92,68000
2020,28,住院,13~15,宜蘭縣,0,9,10002
2020,28,住院,13~15,苗栗縣,0,3,10005
2020,28,住院,13~15,彰化縣,0,25,10007
2020,28,住院,13~15,南投縣,0,3,10008
2020,28,住院,13~15,雲林縣,0,2,10009
2020,28,住院,13~15,嘉義縣,0,11,10010
2020,28,住院,13~15,屏東縣,0,5,10013
2020,28,住院,13~15,台東縣,0,1,10014
2020,28,住院,13~15,花蓮縣,0,4,10015
2020,28,住院,13~15,基隆市,0,2,10017
2020,28,住院,13~15,新竹市,0,8,10018
2020,28,住院,13~15,嘉義市,0,4,10020
2020,28,住院,13~15,台北市,0,46,63000
2020,28,住院,13~15,高雄市,0,21,64000
2020,28,住院,13~15,新北市,0,15,65000
2020,28,住院,13~15,台中市,0,46,66000
2020,28,住院,13~15,台南市,0,5,67000
2020,28,住院,13~15,桃園市,0,21,68000
2020,28,住院,16~18,金門縣,0,1,09020
2020,28,住院,16~18,宜蘭縣,0,6,10002
2020,28,住院,16~18,新竹縣,0,1,10004
2020,28,住院,16~18,苗栗縣,0,4,10005
2020,28,住院,16~18,彰化縣,0,21,10007
2020,28,住院,16~18,南投縣,0,5,10008
2020,28,住院,16~18,雲林縣,0,9,10009
2020,28,住院,16~18,嘉義縣,0,10,10010
2020,28,住院,16~18,屏東縣,0,13,10013
2020,28,住院,16~18,台東縣,0,2,10014
2020,28,住院,16~18,花蓮縣,0,5,10015
2020,28,住院,16~18,基隆市,0,6,10017
2020,28,住院,16~18,新竹市,0,4,10018
2020,28,住院,16~18,嘉義市,0,5,10020
2020,28,住院,16~18,台北市,0,72,63000
2020,28,住院,16~18,高雄市,0,25,64000
2020,28,住院,16~18,新北市,0,22,65000
2020,28,住院,16~18,台中市,0,64,66000
2020,28,住院,16~18,台南市,0,7,67000
2020,28,住院,16~18,桃園市,0,35,68000
2020,28,住院,19~24,連江縣,0,1,09007
2020,28,住院,19~24,金門縣,0,2,09020
2020,28,住院,19~24,宜蘭縣,0,28,10002
2020,28,住院,19~24,新竹縣,0,21,10004
2020,28,住院,19~24,苗栗縣,0,16,10005
2020,28,住院,19~24,彰化縣,0,110,10007
2020,28,住院,19~24,南投縣,0,13,10008
2020,28,住院,19~24,雲林縣,0,23,10009
2020,28,住院,19~24,嘉義縣,0,30,10010
2020,28,住院,19~24,屏東縣,0,40,10013
2020,28,住院,19~24,台東縣,0,4,10014
2020,28,住院,19~24,花蓮縣,0,33,10015
2020,28,住院,19~24,澎湖縣,0,2,10016
2020,28,住院,19~24,基隆市,0,22,10017
2020,28,住院,19~24,新竹市,0,17,10018
2020,28,住院,19~24,嘉義市,0,29,10020
2020,28,住院,19~24,台北市,0,239,63000
2020,28,住院,19~24,高雄市,0,171,64000
2020,28,住院,19~24,新北市,0,100,65000
2020,28,住院,19~24,台中市,0,254,66000
2020,28,住院,19~24,台南市,0,64,67000
2020,28,住院,19~24,桃園市,0,185,68000
2020,28,住院,25~64,金門縣,0,33,09020
2020,28,住院,25~64,宜蘭縣,1,571,10002
2020,28,住院,25~64,新竹縣,0,296,10004
2020,28,住院,25~64,苗栗縣,0,214,10005
2020,28,住院,25~64,彰化縣,0,1461,10007
2020,28,住院,25~64,南投縣,0,213,10008
2020,28,住院,25~64,雲林縣,0,428,10009
2020,28,住院,25~64,嘉義縣,0,612,10010
2020,28,住院,25~64,屏東縣,0,485,10013
2020,28,住院,25~64,台東縣,0,52,10014
2020,28,住院,25~64,花蓮縣,2,496,10015
2020,28,住院,25~64,澎湖縣,0,15,10016
2020,28,住院,25~64,基隆市,0,413,10017
2020,28,住院,25~64,新竹市,0,217,10018
2020,28,住院,25~64,嘉義市,0,408,10020
2020,28,住院,25~64,台北市,1,4421,63000
2020,28,住院,25~64,高雄市,0,2368,64000
2020,28,住院,25~64,新北市,0,1626,65000
2020,28,住院,25~64,台中市,0,3693,66000
2020,28,住院,25~64,台南市,0,1231,67000
2020,28,住院,25~64,桃園市,2,2415,68000
2020,28,住院,3~6,金門縣,0,3,09020
2020,28,住院,3~6,宜蘭縣,0,17,10002
2020,28,住院,3~6,新竹縣,0,2,10004
2020,28,住院,3~6,苗栗縣,0,7,10005
2020,28,住院,3~6,彰化縣,0,44,10007
2020,28,住院,3~6,南投縣,0,10,10008
2020,28,住院,3~6,雲林縣,0,10,10009
2020,28,住院,3~6,嘉義縣,0,14,10010
2020,28,住院,3~6,屏東縣,0,26,10013
2020,28,住院,3~6,台東縣,0,0,10014
2020,28,住院,3~6,花蓮縣,0,10,10015
2020,28,住院,3~6,基隆市,0,8,10017
2020,28,住院,3~6,新竹市,0,11,10018
2020,28,住院,3~6,嘉義市,0,2,10020
2020,28,住院,3~6,台北市,0,97,63000
2020,28,住院,3~6,高雄市,0,25,64000
2020,28,住院,3~6,新北市,0,31,65000
2020,28,住院,3~6,台中市,0,107,66000
2020,28,住院,3~6,台南市,0,6,67000
2020,28,住院,3~6,桃園市,0,61,68000
2020,28,住院,65+,連江縣,0,1,09007
2020,28,住院,65+,金門縣,0,33,09020
2020,28,住院,65+,宜蘭縣,0,365,10002
2020,28,住院,65+,新竹縣,0,217,10004
2020,28,住院,65+,苗栗縣,0,224,10005
2020,28,住院,65+,彰化縣,0,1201,10007
2020,28,住院,65+,南投縣,0,211,10008
2020,28,住院,65+,雲林縣,0,412,10009
2020,28,住院,65+,嘉義縣,0,593,10010
2020,28,住院,65+,屏東縣,0,407,10013
2020,28,住院,65+,台東縣,0,53,10014
2020,28,住院,65+,花蓮縣,0,353,10015
2020,28,住院,65+,澎湖縣,0,9,10016
2020,28,住院,65+,基隆市,0,330,10017
2020,28,住院,65+,新竹市,0,141,10018
2020,28,住院,65+,嘉義市,0,312,10020
2020,28,住院,65+,台北市,0,3352,63000
2020,28,住院,65+,高雄市,0,1476,64000
2020,28,住院,65+,新北市,0,1276,65000
2020,28,住院,65+,台中市,0,2360,66000
2020,28,住院,65+,台南市,0,861,67000
2020,28,住院,65+,桃園市,0,1552,68000
2020,28,住院,7~12,金門縣,0,1,09020
2020,28,住院,7~12,宜蘭縣,0,13,10002
2020,28,住院,7~12,新竹縣,0,1,10004
2020,28,住院,7~12,苗栗縣,0,2,10005
2020,28,住院,7~12,彰化縣,0,42,10007
2020,28,住院,7~12,南投縣,0,6,10008
2020,28,住院,7~12,雲林縣,0,7,10009
2020,28,住院,7~12,嘉義縣,0,18,10010
2020,28,住院,7~12,屏東縣,0,11,10013
2020,28,住院,7~12,台東縣,0,2,10014
2020,28,住院,7~12,花蓮縣,0,6,10015
2020,28,住院,7~12,基隆市,0,5,10017
2020,28,住院,7~12,新竹市,0,4,10018
2020,28,住院,7~12,嘉義市,0,7,10020
2020,28,住院,7~12,台北市,0,125,63000
2020,28,住院,7~12,高雄市,0,44,64000
2020,28,住院,7~12,新北市,0,31,65000
2020,28,住院,7~12,台中市,0,96,66000
2020,28,住院,7~12,台南市,0,13,67000
2020,28,住院,7~12,桃園市,0,66,68000
2020,28,門診,0~2,連江縣,0,34,09007
2020,28,門診,0~2,金門縣,0,291,09020
2020,28,門診,0~2,宜蘭縣,0,1478,10002
2020,28,門診,0~2,新竹縣,1,2225,10004
2020,28,門診,0~2,苗栗縣,2,1579,10005
2020,28,門診,0~2,彰化縣,2,5059,10007
2020,28,門診,0~2,南投縣,0,1846,10008
2020,28,門診,0~2,雲林縣,1,2224,10009
2020,28,門診,0~2,嘉義縣,0,883,10010
2020,28,門診,0~2,屏東縣,2,3070,10013
2020,28,門診,0~2,台東縣,0,626,10014
2020,28,門診,0~2,花蓮縣,1,1382,10015
2020,28,門診,0~2,澎湖縣,0,307,10016
2020,28,門診,0~2,基隆市,2,973,10017
2020,28,門診,0~2,新竹市,1,2824,10018
2020,28,門診,0~2,嘉義市,0,1535,10020
2020,28,門診,0~2,台北市,1,8379,63000
2020,28,門診,0~2,高雄市,3,9685,64000
2020,28,門診,0~2,新北市,7,16427,65000
2020,28,門診,0~2,台中市,8,12996,66000
2020,28,門診,0~2,台南市,0,6704,67000
2020,28,門診,0~2,桃園市,0,7760,68000
2020,28,門診,13~15,連江縣,0,14,09007
2020,28,門診,13~15,金門縣,0,234,09020
2020,28,門診,13~15,宜蘭縣,1,1135,10002
2020,28,門診,13~15,新竹縣,0,1182,10004
2020,28,門診,13~15,苗栗縣,0,882,10005
2020,28,門診,13~15,彰化縣,0,3379,10007
2020,28,門診,13~15,南投縣,0,1112,10008
2020,28,門診,13~15,雲林縣,0,1774,10009
2020,28,門診,13~15,嘉義縣,3,820,10010
2020,28,門診,13~15,屏東縣,1,1928,10013
2020,28,門診,13~15,台東縣,0,489,10014
2020,28,門診,13~15,花蓮縣,0,754,10015
2020,28,門診,13~15,澎湖縣,0,317,10016
2020,28,門診,13~15,基隆市,0,724,10017
2020,28,門診,13~15,新竹市,2,1595,10018
2020,28,門診,13~15,嘉義市,2,1262,10020
2020,28,門診,13~15,台北市,3,6827,63000
2020,28,門診,13~15,高雄市,2,6563,64000
2020,28,門診,13~15,新北市,8,9872,65000
2020,28,門診,13~15,台中市,2,7900,66000
2020,28,門診,13~15,台南市,0,4395,67000
2020,28,門診,13~15,桃園市,2,5053,68000
2020,28,門診,16~18,連江縣,0,16,09007
2020,28,門診,16~18,金門縣,0,247,09020
2020,28,門診,16~18,宜蘭縣,0,1129,10002
2020,28,門診,16~18,新竹縣,0,1236,10004
2020,28,門診,16~18,苗栗縣,0,1120,10005
2020,28,門診,16~18,彰化縣,4,3854,10007
2020,28,門診,16~18,南投縣,0,1237,10008
2020,28,門診,16~18,雲林縣,0,1782,10009
2020,28,門診,16~18,嘉義縣,0,1014,10010
2020,28,門診,16~18,屏東縣,3,1968,10013
2020,28,門診,16~18,台東縣,0,440,10014
2020,28,門診,16~18,花蓮縣,0,841,10015
2020,28,門診,16~18,澎湖縣,1,307,10016
2020,28,門診,16~18,基隆市,0,887,10017
2020,28,門診,16~18,新竹市,1,1544,10018
2020,28,門診,16~18,嘉義市,0,1486,10020
2020,28,門診,16~18,台北市,2,7339,63000
2020,28,門診,16~18,高雄市,3,7249,64000
2020,28,門診,16~18,新北市,6,10679,65000
2020,28,門診,16~18,台中市,1,8579,66000
2020,28,門診,16~18,台南市,2,4539,67000
2020,28,門診,16~18,桃園市,4,5410,68000
2020,28,門診,19~24,連江縣,0,144,09007
2020,28,門診,19~24,金門縣,0,689,09020
2020,28,門診,19~24,宜蘭縣,3,2863,10002
2020,28,門診,19~24,新竹縣,0,3001,10004
2020,28,門診,19~24,苗栗縣,0,2513,10005
2020,28,門診,19~24,彰化縣,4,8664,10007
2020,28,門診,19~24,南投縣,3,2839,10008
2020,28,門診,19~24,雲林縣,0,4394,10009
2020,28,門診,19~24,嘉義縣,0,2042,10010
2020,28,門診,19~24,屏東縣,0,5006,10013
2020,28,門診,19~24,台東縣,0,1343,10014
2020,28,門診,19~24,花蓮縣,0,2568,10015
2020,28,門診,19~24,澎湖縣,0,970,10016
2020,28,門診,19~24,基隆市,0,2200,10017
2020,28,門診,19~24,新竹市,6,4434,10018
2020,28,門診,19~24,嘉義市,0,3724,10020
2020,28,門診,19~24,台北市,5,22882,63000
2020,28,門診,19~24,高雄市,4,21591,64000
2020,28,門診,19~24,新北市,11,28550,65000
2020,28,門診,19~24,台中市,9,26930,66000
2020,28,門診,19~24,台南市,3,13495,67000
2020,28,門診,19~24,桃園市,4,14082,68000
2020,28,門診,25~64,連江縣,0,810,09007
2020,28,門診,25~64,金門縣,0,7418,09020
2020,28,門診,25~64,宜蘭縣,3,37066,10002
2020,28,門診,25~64,新竹縣,3,38786,10004
2020,28,門診,25~64,苗栗縣,2,36809,10005
2020,28,門診,25~64,彰化縣,1,110577,10007
2020,28,門診,25~64,南投縣,4,39391,10008
2020,28,門診,25~64,雲林縣,1,56220,10009
2020,28,門診,25~64,嘉義縣,1,27285,10010
2020,28,門診,25~64,屏東縣,6,68733,10013
2020,28,門診,25~64,台東縣,0,17506,10014
2020,28,門診,25~64,花蓮縣,4,31985,10015
2020,28,門診,25~64,澎湖縣,0,13129,10016
2020,28,門診,25~64,基隆市,1,27975,10017
2020,28,門診,25~64,新竹市,5,52754,10018
2020,28,門診,25~64,嘉義市,0,43254,10020
2020,28,門診,25~64,台北市,8,299878,63000
2020,28,門診,25~64,高雄市,15,281583,64000
2020,28,門診,25~64,新北市,23,342444,65000
2020,28,門診,25~64,台中市,18,298464,66000
2020,28,門診,25~64,台南市,15,169718,67000
2020,28,門診,25~64,桃園市,6,166896,68000
2020,28,門診,3~6,連江縣,0,36,09007
2020,28,門診,3~6,金門縣,0,545,09020
2020,28,門診,3~6,宜蘭縣,1,2663,10002
2020,28,門診,3~6,新竹縣,1,3636,10004
2020,28,門診,3~6,苗栗縣,0,3204,10005
2020,28,門診,3~6,彰化縣,2,8847,10007
2020,28,門診,3~6,南投縣,2,3292,10008
2020,28,門診,3~6,雲林縣,0,4105,10009
2020,28,門診,3~6,嘉義縣,0,1744,10010
2020,28,門診,3~6,屏東縣,4,4936,10013
2020,28,門診,3~6,台東縣,0,1152,10014
2020,28,門診,3~6,花蓮縣,3,2207,10015
2020,28,門診,3~6,澎湖縣,0,608,10016
2020,28,門診,3~6,基隆市,0,1929,10017
2020,28,門診,3~6,新竹市,1,4652,10018
2020,28,門診,3~6,嘉義市,0,2980,10020
2020,28,門診,3~6,台北市,11,16207,63000
2020,28,門診,3~6,高雄市,7,16962,64000
2020,28,門診,3~6,新北市,19,30238,65000
2020,28,門診,3~6,台中市,4,22796,66000
2020,28,門診,3~6,台南市,1,11730,67000
2020,28,門診,3~6,桃園市,3,14010,68000
2020,28,門診,65+,連江縣,0,320,09007
2020,28,門診,65+,金門縣,0,4480,09020
2020,28,門診,65+,宜蘭縣,0,26884,10002
2020,28,門診,65+,新竹縣,0,17021,10004
2020,28,門診,65+,苗栗縣,0,24757,10005
2020,28,門診,65+,彰化縣,0,68857,10007
2020,28,門診,65+,南投縣,0,30089,10008
2020,28,門診,65+,雲林縣,0,41260,10009
2020,28,門診,65+,嘉義縣,0,23521,10010
2020,28,門診,65+,屏東縣,0,52385,10013
2020,28,門診,65+,台東縣,0,12872,10014
2020,28,門診,65+,花蓮縣,0,22485,10015
2020,28,門診,65+,澎湖縣,0,9682,10016
2020,28,門診,65+,基隆市,0,16841,10017
2020,28,門診,65+,新竹市,0,22262,10018
2020,28,門診,65+,嘉義市,0,25640,10020
2020,28,門診,65+,台北市,0,192968,63000
2020,28,門診,65+,高雄市,1,166526,64000
2020,28,門診,65+,新北市,1,160100,65000
2020,28,門診,65+,台中市,1,147688,66000
2020,28,門診,65+,台南市,7,97328,67000
2020,28,門診,65+,桃園市,1,70296,68000
2020,28,門診,7~12,連江縣,0,51,09007
2020,28,門診,7~12,金門縣,0,548,09020
2020,28,門診,7~12,宜蘭縣,0,2433,10002
2020,28,門診,7~12,新竹縣,4,3074,10004
2020,28,門診,7~12,苗栗縣,1,2284,10005
2020,28,門診,7~12,彰化縣,7,7840,10007
2020,28,門診,7~12,南投縣,2,2641,10008
2020,28,門診,7~12,雲林縣,0,3706,10009
2020,28,門診,7~12,嘉義縣,0,1687,10010
2020,28,門診,7~12,屏東縣,0,4294,10013
2020,28,門診,7~12,台東縣,0,912,10014
2020,28,門診,7~12,花蓮縣,4,1813,10015
2020,28,門診,7~12,澎湖縣,0,692,10016
2020,28,門診,7~12,基隆市,0,1674,10017
2020,28,門診,7~12,新竹市,8,4287,10018
2020,28,門診,7~12,嘉義市,0,2746,10020
2020,28,門診,7~12,台北市,12,17521,63000
2020,28,門診,7~12,高雄市,9,15905,64000
2020,28,門診,7~12,新北市,30,25384,65000
2020,28,門診,7~12,台中市,16,19372,66000
2020,28,門診,7~12,台南市,6,10908,67000
2020,28,門診,7~12,桃園市,6,12645,68000
2020,29,住院,0~2,宜蘭縣,0,21,10002
2020,29,住院,0~2,新竹縣,0,2,10004
2020,29,住院,0~2,苗栗縣,0,7,10005
2020,29,住院,0~2,彰化縣,0,79,10007
2020,29,住院,0~2,南投縣,0,17,10008
2020,29,住院,0~2,雲林縣,0,11,10009
2020,29,住院,0~2,嘉義縣,0,28,10010
2020,29,住院,0~2,屏東縣,0,28,10013
2020,29,住院,0~2,花蓮縣,0,13,10015
2020,29,住院,0~2,基隆市,0,12,10017
2020,29,住院,0~2,新竹市,0,15,10018
2020,29,住院,0~2,嘉義市,0,8,10020
2020,29,住院,0~2,台北市,0,120,63000
2020,29,住院,0~2,高雄市,0,68,64000
2020,29,住院,0~2,新北市,0,66,65000
2020,29,住院,0~2,台中市,0,117,66000
2020,29,住院,0~2,台南市,0,17,67000
2020,29,住院,0~2,桃園市,0,94,68000
2020,29,住院,13~15,金門縣,0,1,09020
2020,29,住院,13~15,宜蘭縣,0,9,10002
2020,29,住院,13~15,新竹縣,0,4,10004
2020,29,住院,13~15,苗栗縣,0,2,10005
2020,29,住院,13~15,彰化縣,0,19,10007
2020,29,住院,13~15,南投縣,0,4,10008
2020,29,住院,13~15,雲林縣,0,3,10009
2020,29,住院,13~15,嘉義縣,0,15,10010
2020,29,住院,13~15,屏東縣,0,5,10013
2020,29,住院,13~15,花蓮縣,0,5,10015
2020,29,住院,13~15,基隆市,0,3,10017
2020,29,住院,13~15,新竹市,0,5,10018
2020,29,住院,13~15,嘉義市,0,4,10020
2020,29,住院,13~15,台北市,0,85,63000
2020,29,住院,13~15,高雄市,0,40,64000
2020,29,住院,13~15,新北市,0,22,65000
2020,29,住院,13~15,台中市,0,55,66000
2020,29,住院,13~15,台南市,0,5,67000
2020,29,住院,13~15,桃園市,0,40,68000
2020,29,住院,16~18,金門縣,0,2,09020
2020,29,住院,16~18,宜蘭縣,0,15,10002
2020,29,住院,16~18,新竹縣,0,6,10004
2020,29,住院,16~18,苗栗縣,0,3,10005
2020,29,住院,16~18,彰化縣,0,33,10007
2020,29,住院,16~18,南投縣,0,6,10008
2020,29,住院,16~18,雲林縣,0,6,10009
2020,29,住院,16~18,嘉義縣,0,13,10010
2020,29,住院,16~18,屏東縣,0,10,10013
2020,29,住院,16~18,花蓮縣,0,6,10015
2020,29,住院,16~18,基隆市,0,8,10017
2020,29,住院,16~18,新竹市,0,5,10018
2020,29,住院,16~18,嘉義市,0,7,10020
2020,29,住院,16~18,台北市,0,76,63000
2020,29,住院,16~18,高雄市,0,47,64000
2020,29,住院,16~18,新北市,0,25,65000
2020,29,住院,16~18,台中市,0,71,66000
2020,29,住院,16~18,台南市,0,21,67000
2020,29,住院,16~18,桃園市,0,58,68000
2020,29,住院,19~24,金門縣,0,4,09020
2020,29,住院,19~24,宜蘭縣,0,28,10002
2020,29,住院,19~24,新竹縣,0,14,10004
2020,29,住院,19~24,苗栗縣,0,20,10005
2020,29,住院,19~24,彰化縣,0,105,10007
2020,29,住院,19~24,南投縣,0,24,10008
2020,29,住院,19~24,雲林縣,0,21,10009
2020,29,住院,19~24,嘉義縣,0,35,10010
2020,29,住院,19~24,屏東縣,0,33,10013
2020,29,住院,19~24,台東縣,0,5,10014
2020,29,住院,19~24,花蓮縣,0,31,10015
2020,29,住院,19~24,基隆市,0,20,10017
2020,29,住院,19~24,新竹市,0,21,10018
2020,29,住院,19~24,嘉義市,0,23,10020
2020,29,住院,19~24,台北市,0,229,63000
2020,29,住院,19~24,高雄市,0,163,64000
2020,29,住院,19~24,新北市,0,115,65000
2020,29,住院,19~24,台中市,0,280,66000
2020,29,住院,19~24,台南市,0,59,67000
2020,29,住院,19~24,桃園市,0,168,68000
2020,29,住院,25~64,連江縣,0,1,09007
2020,29,住院,25~64,金門縣,0,37,09020
2020,29,住院,25~64,宜蘭縣,0,543,10002
2020,29,住院,25~64,新竹縣,0,328,10004
2020,29,住院,25~64,苗栗縣,0,220,10005
2020,29,住院,25~64,彰化縣,0,1563,10007
2020,29,住院,25~64,南投縣,0,192,10008
2020,29,住院,25~64,雲林縣,0,444,10009
2020,29,住院,25~64,嘉義縣,0,592,10010
2020,29,住院,25~64,屏東縣,0,471,10013
2020,29,住院,25~64,台東縣,0,75,10014
2020,29,住院,25~64,花蓮縣,0,511,10015
2020,29,住院,25~64,澎湖縣,0,11,10016
2020,29,住院,25~64,基隆市,0,381,10017
2020,29,住院,25~64,新竹市,0,208,10018
2020,29,住院,25~64,嘉義市,0,450,10020
2020,29,住院,25~64,台北市,0,4506,63000
2020,29,住院,25~64,高雄市,0,2359,64000
2020,29,住院,25~64,新北市,0,1686,65000
2020,29,住院,25~64,台中市,0,3726,66000
2020,29,住院,25~64,台南市,0,1267,67000
2020,29,住院,25~64,桃園市,0,2435,68000
2020,29,住院,3~6,金門縣,0,1,09020
2020,29,住院,3~6,宜蘭縣,0,25,10002
2020,29,住院,3~6,新竹縣,0,3,10004
2020,29,住院,3~6,苗栗縣,0,7,10005
2020,29,住院,3~6,彰化縣,0,42,10007
2020,29,住院,3~6,南投縣,0,7,10008
2020,29,住院,3~6,雲林縣,0,5,10009
2020,29,住院,3~6,嘉義縣,0,10,10010
2020,29,住院,3~6,屏東縣,0,27,10013
2020,29,住院,3~6,台東縣,0,1,10014
2020,29,住院,3~6,花蓮縣,0,5,10015
2020,29,住院,3~6,澎湖縣,0,1,10016
2020,29,住院,3~6,基隆市,0,12,10017
2020,29,住院,3~6,新竹市,0,8,10018
2020,29,住院,3~6,嘉義市,0,2,10020
2020,29,住院,3~6,台北市,0,82,63000
2020,29,住院,3~6,高雄市,0,36,64000
2020,29,住院,3~6,新北市,0,38,65000
2020,29,住院,3~6,台中市,0,89,66000
2020,29,住院,3~6,台南市,0,14,67000
2020,29,住院,3~6,桃園市,0,56,68000
2020,29,住院,65+,連江縣,0,1,09007
2020,29,住院,65+,金門縣,0,38,09020
2020,29,住院,65+,宜蘭縣,0,390,10002
2020,29,住院,65+,新竹縣,0,212,10004
2020,29,住院,65+,苗栗縣,0,235,10005
2020,29,住院,65+,彰化縣,0,1250,10007
2020,29,住院,65+,南投縣,0,205,10008
2020,29,住院,65+,雲林縣,0,450,10009
2020,29,住院,65+,嘉義縣,0,584,10010
2020,29,住院,65+,屏東縣,0,396,10013
2020,29,住院,65+,台東縣,0,51,10014
2020,29,住院,65+,花蓮縣,0,385,10015
2020,29,住院,65+,澎湖縣,0,10,10016
2020,29,住院,65+,基隆市,0,349,10017
2020,29,住院,65+,新竹市,0,174,10018
2020,29,住院,65+,嘉義市,0,287,10020
2020,29,住院,65+,台北市,0,3360,63000
2020,29,住院,65+,高雄市,0,1483,64000
2020,29,住院,65+,新北市,0,1222,65000
2020,29,住院,65+,台中市,0,2275,66000
2020,29,住院,65+,台南市,0,796,67000
2020,29,住院,65+,桃園市,0,1534,68000
2020,29,住院,7~12,金門縣,0,2,09020
2020,29,住院,7~12,宜蘭縣,0,16,10002
2020,29,住院,7~12,新竹縣,0,3,10004
2020,29,住院,7~12,苗栗縣,0,10,10005
2020,29,住院,7~12,彰化縣,0,41,10007
2020,29,住院,7~12,南投縣,0,6,10008
2020,29,住院,7~12,雲林縣,0,7,10009
2020,29,住院,7~12,嘉義縣,0,16,10010
2020,29,住院,7~12,屏東縣,0,14,10013
2020,29,住院,7~12,台東縣,0,2,10014
2020,29,住院,7~12,花蓮縣,0,8,10015
2020,29,住院,7~12,澎湖縣,0,2,10016
2020,29,住院,7~12,基隆市,0,6,10017
2020,29,住院,7~12,新竹市,0,4,10018
2020,29,住院,7~12,嘉義市,0,4,10020
2020,29,住院,7~12,台北市,0,143,63000
2020,29,住院,7~12,高雄市,0,54,64000
2020,29,住院,7~12,新北市,0,31,65000
2020,29,住院,7~12,台中市,0,119,66000
2020,29,住院,7~12,台南市,0,25,67000
2020,29,住院,7~12,桃園市,0,74,68000
2020,29,門診,0~2,連江縣,0,30,09007
2020,29,門診,0~2,金門縣,0,316,09020
2020,29,門診,0~2,宜蘭縣,0,1526,10002
2020,29,門診,0~2,新竹縣,0,2309,10004
2020,29,門診,0~2,苗栗縣,0,1623,10005
2020,29,門診,0~2,彰化縣,1,4983,10007
2020,29,門診,0~2,南投縣,0,1932,10008
2020,29,門診,0~2,雲林縣,0,2197,10009
2020,29,門診,0~2,嘉義縣,0,870,10010
2020,29,門診,0~2,屏東縣,0,2862,10013
2020,29,門診,0~2,台東縣,0,622,10014
2020,29,門診,0~2,花蓮縣,1,1264,10015
2020,29,門診,0~2,澎湖縣,0,318,10016
2020,29,門診,0~2,基隆市,0,1068,10017
2020,29,門診,0~2,新竹市,0,2785,10018
2020,29,門診,0~2,嘉義市,0,1477,10020
2020,29,門診,0~2,台北市,1,8456,63000
2020,29,門診,0~2,高雄市,3,9558,64000
2020,29,門診,0~2,新北市,4,16994,65000
2020,29,門診,0~2,台中市,7,12728,66000
2020,29,門診,0~2,台南市,1,6582,67000
2020,29,門診,0~2,桃園市,1,7819,68000
2020,29,門診,13~15,連江縣,0,23,09007
