年,週,就診類別,年齡別,縣市,手足口病健保就診人次,健保就診總人次,縣市別代碼
2019,29,門診,13~15,南投縣,2,1356,10008
2019,29,門診,13~15,雲林縣,2,1918,10009
2019,29,門診,13~15,嘉義縣,3,941,10010
2019,29,門診,13~15,屏東縣,2,2292,10013
2019,29,門診,13~15,台東縣,0,564,10014
2019,29,門診,13~15,花蓮縣,1,851,10015
2019,29,門診,13~15,澎湖縣,0,445,10016
2019,29,門診,13~15,基隆市,1,831,10017
2019,29,門診,13~15,新竹市,2,1690,10018
2019,29,門診,13~15,嘉義市,6,1343,10020
2019,29,門診,13~15,台北市,10,7751,63000
2019,29,門診,13~15,高雄市,1,7511,64000
2019,29,門診,13~15,新北市,28,10658,65000
2019,29,門診,13~15,台中市,2,8363,66000
2019,29,門診,13~15,台南市,12,4846,67000
2019,29,門診,13~15,桃園市,8,5624,68000
2019,29,門診,16~18,連江縣,0,21,09007
2019,29,門診,16~18,金門縣,0,281,09020
2019,29,門診,16~18,宜蘭縣,4,1389,10002
2019,29,門診,16~18,新竹縣,2,1392,10004
2019,29,門診,16~18,苗栗縣,0,1215,10005
2019,29,門診,16~18,彰化縣,0,4511,10007
2019,29,門診,16~18,南投縣,0,1511,10008
2019,29,門診,16~18,雲林縣,1,2131,10009
2019,29,門診,16~18,嘉義縣,1,1102,10010
2019,29,門診,16~18,屏東縣,1,2425,10013
2019,29,門診,16~18,台東縣,0,640,10014
2019,29,門診,16~18,花蓮縣,0,1020,10015
2019,29,門診,16~18,澎湖縣,0,427,10016
2019,29,門診,16~18,基隆市,2,1045,10017
2019,29,門診,16~18,新竹市,0,1881,10018
2019,29,門診,16~18,嘉義市,2,1507,10020
2019,29,門診,16~18,台北市,7,8061,63000
2019,29,門診,16~18,高雄市,4,8720,64000
2019,29,門診,16~18,新北市,12,10974,65000
2019,29,門診,16~18,台中市,7,9114,66000
2019,29,門診,16~18,台南市,1,5058,67000
2019,29,門診,16~18,桃園市,5,5976,68000
2019,29,門診,19~24,連江縣,0,87,09007
2019,29,門診,19~24,金門縣,1,766,09020
2019,29,門診,19~24,宜蘭縣,0,3663,10002
2019,29,門診,19~24,新竹縣,3,3407,10004
2019,29,門診,19~24,苗栗縣,0,2965,10005
2019,29,門診,19~24,彰化縣,1,10180,10007
2019,29,門診,19~24,南投縣,0,3233,10008
2019,29,門診,19~24,雲林縣,1,5101,10009
2019,29,門診,19~24,嘉義縣,1,2406,10010
2019,29,門診,19~24,屏東縣,0,5603,10013
2019,29,門診,19~24,台東縣,0,1361,10014
2019,29,門診,19~24,花蓮縣,2,2641,10015
2019,29,門診,19~24,澎湖縣,0,1084,10016
2019,29,門診,19~24,基隆市,2,2785,10017
2019,29,門診,19~24,新竹市,1,5104,10018
2019,29,門診,19~24,嘉義市,2,3607,10020
2019,29,門診,19~24,台北市,8,25173,63000
2019,29,門診,19~24,高雄市,5,25020,64000
2019,29,門診,19~24,新北市,16,32482,65000
2019,29,門診,19~24,台中市,4,28557,66000
2019,29,門診,19~24,台南市,7,14985,67000
2019,29,門診,19~24,桃園市,7,16519,68000
2019,29,門診,25~64,連江縣,0,764,09007
2019,29,門診,25~64,金門縣,1,8096,09020
2019,29,門診,25~64,宜蘭縣,2,42642,10002
2019,29,門診,25~64,新竹縣,12,42221,10004
2019,29,門診,25~64,苗栗縣,1,42123,10005
2019,29,門診,25~64,彰化縣,13,125151,10007
2019,29,門診,25~64,南投縣,2,43243,10008
2019,29,門診,25~64,雲林縣,5,63047,10009
2019,29,門診,25~64,嘉義縣,3,29791,10010
2019,29,門診,25~64,屏東縣,8,75373,10013
2019,29,門診,25~64,台東縣,0,19145,10014
2019,29,門診,25~64,花蓮縣,2,33019,10015
2019,29,門診,25~64,澎湖縣,0,14121,10016
2019,29,門診,25~64,基隆市,6,33744,10017
2019,29,門診,25~64,新竹市,13,59499,10018
2019,29,門診,25~64,嘉義市,1,43428,10020
2019,29,門診,25~64,台北市,27,329520,63000
2019,29,門診,25~64,高雄市,9,305376,64000
2019,29,門診,25~64,新北市,54,386477,65000
2019,29,門診,25~64,台中市,27,292193,66000
2019,29,門診,25~64,台南市,16,185142,67000
2019,29,門診,25~64,桃園市,16,186713,68000
2019,29,門診,3~6,連江縣,0,27,09007
2019,29,門診,3~6,金門縣,13,823,09020
2019,29,門診,3~6,宜蘭縣,57,4336,10002
2019,29,門診,3~6,新竹縣,52,5522,10004
2019,29,門診,3~6,苗栗縣,24,5023,10005
2019,29,門診,3~6,彰化縣,95,13462,10007
2019,29,門診,3~6,南投縣,73,4767,10008
2019,29,門診,3~6,雲林縣,58,6411,10009
2019,29,門診,3~6,嘉義縣,34,2658,10010
2019,29,門診,3~6,屏東縣,75,7502,10013
2019,29,門診,3~6,台東縣,13,1372,10014
2019,29,門診,3~6,花蓮縣,36,2891,10015
2019,29,門診,3~6,澎湖縣,1,907,10016
2019,29,門診,3~6,基隆市,20,2791,10017
2019,29,門診,3~6,新竹市,26,6507,10018
2019,29,門診,3~6,嘉義市,51,4023,10020
2019,29,門診,3~6,台北市,129,21340,63000
2019,29,門診,3~6,高雄市,172,26004,64000
2019,29,門診,3~6,新北市,416,43797,65000
2019,29,門診,3~6,台中市,235,33743,66000
2019,29,門診,3~6,台南市,188,17497,67000
2019,29,門診,3~6,桃園市,178,21885,68000
2019,29,門診,65+,連江縣,0,289,09007
2019,29,門診,65+,金門縣,0,4244,09020
2019,29,門診,65+,宜蘭縣,0,29411,10002
2019,29,門診,65+,新竹縣,0,17451,10004
2019,29,門診,65+,苗栗縣,0,26328,10005
2019,29,門診,65+,彰化縣,0,71582,10007
2019,29,門診,65+,南投縣,0,29353,10008
2019,29,門診,65+,雲林縣,0,43040,10009
2019,29,門診,65+,嘉義縣,0,23970,10010
2019,29,門診,65+,屏東縣,0,52176,10013
2019,29,門診,65+,台東縣,0,12706,10014
2019,29,門診,65+,花蓮縣,0,21726,10015
2019,29,門診,65+,澎湖縣,0,9653,10016
2019,29,門診,65+,基隆市,0,18576,10017
2019,29,門診,65+,新竹市,0,23224,10018
2019,29,門診,65+,嘉義市,0,23481,10020
2019,29,門診,65+,台北市,0,196001,63000
2019,29,門診,65+,高雄市,0,161694,64000
2019,29,門診,65+,新北市,0,165798,65000
2019,29,門診,65+,台中市,0,127161,66000
2019,29,門診,65+,台南市,0,97190,67000
2019,29,門診,65+,桃園市,0,70779,68000
2019,29,門診,7~12,連江縣,0,26,09007
2019,29,門診,7~12,金門縣,0,864,09020
2019,29,門診,7~12,宜蘭縣,16,3832,10002
2019,29,門診,7~12,新竹縣,15,4618,10004
2019,29,門診,7~12,苗栗縣,10,3672,10005
2019,29,門診,7~12,彰化縣,42,11283,10007
2019,29,門診,7~12,南投縣,23,4197,10008
2019,29,門診,7~12,雲林縣,11,5416,10009
2019,29,門診,7~12,嘉義縣,14,2415,10010
2019,29,門診,7~12,屏東縣,30,6199,10013
2019,29,門診,7~12,台東縣,7,1434,10014
2019,29,門診,7~12,花蓮縣,6,2295,10015
2019,29,門診,7~12,澎湖縣,0,995,10016
2019,29,門診,7~12,基隆市,7,2241,10017
2019,29,門診,7~12,新竹市,17,5351,10018
2019,29,門診,7~12,嘉義市,17,3677,10020
2019,29,門診,7~12,台北市,47,21292,63000
2019,29,門診,7~12,高雄市,52,23568,64000
2019,29,門診,7~12,新北市,157,34175,65000
2019,29,門診,7~12,台中市,60,27368,66000
2019,29,門診,7~12,台南市,59,15432,67000
2019,29,門診,7~12,桃園市,60,17532,68000
2019,30,住院,0~2,金門縣,0,5,09020
2019,30,住院,0~2,宜蘭縣,2,47,10002
2019,30,住院,0~2,新竹縣,0,13,10004
2019,30,住院,0~2,苗栗縣,0,9,10005
2019,30,住院,0~2,彰化縣,11,124,10007
2019,30,住院,0~2,南投縣,0,27,10008
2019,30,住院,0~2,雲林縣,0,11,10009
2019,30,住院,0~2,嘉義縣,5,31,10010
2019,30,住院,0~2,屏東縣,4,46,10013
2019,30,住院,0~2,台東縣,0,2,10014
2019,30,住院,0~2,花蓮縣,0,24,10015
2019,30,住院,0~2,基隆市,3,23,10017
2019,30,住院,0~2,新竹市,1,25,10018
2019,30,住院,0~2,嘉義市,1,14,10020
2019,30,住院,0~2,台北市,5,155,63000
2019,30,住院,0~2,高雄市,6,114,64000
2019,30,住院,0~2,新北市,2,55,65000
2019,30,住院,0~2,台中市,6,130,66000
2019,30,住院,0~2,台南市,1,26,67000
2019,30,住院,0~2,桃園市,5,155,68000
2019,30,住院,13~15,宜蘭縣,0,11,10002
2019,30,住院,13~15,新竹縣,0,9,10004
2019,30,住院,13~15,苗栗縣,0,5,10005
2019,30,住院,13~15,彰化縣,0,18,10007
2019,30,住院,13~15,南投縣,0,5,10008
2019,30,住院,13~15,雲林縣,0,3,10009
2019,30,住院,13~15,嘉義縣,0,6,10010
2019,30,住院,13~15,屏東縣,0,6,10013
2019,30,住院,13~15,台東縣,0,1,10014
2019,30,住院,13~15,花蓮縣,0,7,10015
2019,30,住院,13~15,基隆市,0,2,10017
2019,30,住院,13~15,新竹市,0,8,10018
2019,30,住院,13~15,嘉義市,1,4,10020
2019,30,住院,13~15,台北市,0,64,63000
2019,30,住院,13~15,高雄市,0,33,64000
2019,30,住院,13~15,新北市,0,7,65000
2019,30,住院,13~15,台中市,0,36,66000
2019,30,住院,13~15,台南市,0,8,67000
2019,30,住院,13~15,桃園市,0,33,68000
2019,30,住院,16~18,宜蘭縣,0,9,10002
2019,30,住院,16~18,新竹縣,0,11,10004
2019,30,住院,16~18,苗栗縣,0,4,10005
2019,30,住院,16~18,彰化縣,0,34,10007
2019,30,住院,16~18,南投縣,0,4,10008
2019,30,住院,16~18,雲林縣,0,6,10009
2019,30,住院,16~18,嘉義縣,0,10,10010
2019,30,住院,16~18,屏東縣,0,13,10013
2019,30,住院,16~18,台東縣,0,1,10014
2019,30,住院,16~18,花蓮縣,0,9,10015
2019,30,住院,16~18,基隆市,0,11,10017
2019,30,住院,16~18,新竹市,0,10,10018
2019,30,住院,16~18,嘉義市,0,7,10020
2019,30,住院,16~18,台北市,0,58,63000
2019,30,住院,16~18,高雄市,0,54,64000
2019,30,住院,16~18,新北市,0,21,65000
2019,30,住院,16~18,台中市,0,53,66000
2019,30,住院,16~18,台南市,0,16,67000
2019,30,住院,16~18,桃園市,0,71,68000
2019,30,住院,19~24,連江縣,0,1,09007
2019,30,住院,19~24,金門縣,0,6,09020
2019,30,住院,19~24,宜蘭縣,0,33,10002
2019,30,住院,19~24,新竹縣,0,24,10004
2019,30,住院,19~24,苗栗縣,0,16,10005
2019,30,住院,19~24,彰化縣,0,79,10007
2019,30,住院,19~24,南投縣,0,15,10008
2019,30,住院,19~24,雲林縣,0,30,10009
2019,30,住院,19~24,嘉義縣,0,28,10010
2019,30,住院,19~24,屏東縣,0,41,10013
2019,30,住院,19~24,台東縣,0,10,10014
2019,30,住院,19~24,花蓮縣,0,26,10015
2019,30,住院,19~24,基隆市,0,21,10017
2019,30,住院,19~24,新竹市,0,11,10018
2019,30,住院,19~24,嘉義市,0,14,10020
2019,30,住院,19~24,台北市,0,238,63000
2019,30,住院,19~24,高雄市,0,187,64000
2019,30,住院,19~24,新北市,0,99,65000
2019,30,住院,19~24,台中市,0,161,66000
2019,30,住院,19~24,台南市,0,43,67000
2019,30,住院,19~24,桃園市,0,164,68000
2019,30,住院,25~64,連江縣,0,2,09007
2019,30,住院,25~64,金門縣,0,34,09020
2019,30,住院,25~64,宜蘭縣,0,451,10002
2019,30,住院,25~64,新竹縣,0,285,10004
2019,30,住院,25~64,苗栗縣,0,216,10005
2019,30,住院,25~64,彰化縣,0,1289,10007
2019,30,住院,25~64,南投縣,0,202,10008
2019,30,住院,25~64,雲林縣,0,406,10009
2019,30,住院,25~64,嘉義縣,0,641,10010
2019,30,住院,25~64,屏東縣,0,473,10013
2019,30,住院,25~64,台東縣,0,61,10014
2019,30,住院,25~64,花蓮縣,0,408,10015
2019,30,住院,25~64,澎湖縣,0,17,10016
2019,30,住院,25~64,基隆市,0,350,10017
2019,30,住院,25~64,新竹市,0,308,10018
2019,30,住院,25~64,嘉義市,0,385,10020
2019,30,住院,25~64,台北市,0,4240,63000
2019,30,住院,25~64,高雄市,0,2619,64000
2019,30,住院,25~64,新北市,0,1397,65000
2019,30,住院,25~64,台中市,0,2403,66000
2019,30,住院,25~64,台南市,0,1241,67000
2019,30,住院,25~64,桃園市,0,2447,68000
2019,30,住院,3~6,金門縣,0,2,09020
2019,30,住院,3~6,宜蘭縣,3,48,10002
2019,30,住院,3~6,新竹縣,1,17,10004
2019,30,住院,3~6,苗栗縣,0,10,10005
2019,30,住院,3~6,彰化縣,2,90,10007
2019,30,住院,3~6,南投縣,2,19,10008
2019,30,住院,3~6,雲林縣,1,10,10009
2019,30,住院,3~6,嘉義縣,2,34,10010
2019,30,住院,3~6,屏東縣,5,53,10013
2019,30,住院,3~6,台東縣,0,1,10014
2019,30,住院,3~6,花蓮縣,0,31,10015
2019,30,住院,3~6,基隆市,0,17,10017
2019,30,住院,3~6,新竹市,0,14,10018
2019,30,住院,3~6,嘉義市,0,19,10020
2019,30,住院,3~6,台北市,0,159,63000
2019,30,住院,3~6,高雄市,3,99,64000
2019,30,住院,3~6,新北市,1,38,65000
2019,30,住院,3~6,台中市,1,117,66000
2019,30,住院,3~6,台南市,0,26,67000
2019,30,住院,3~6,桃園市,2,126,68000
2019,30,住院,65+,金門縣,0,27,09020
2019,30,住院,65+,宜蘭縣,0,344,10002
2019,30,住院,65+,新竹縣,0,182,10004
2019,30,住院,65+,苗栗縣,0,234,10005
2019,30,住院,65+,彰化縣,0,1110,10007
2019,30,住院,65+,南投縣,0,212,10008
2019,30,住院,65+,雲林縣,0,382,10009
2019,30,住院,65+,嘉義縣,0,611,10010
2019,30,住院,65+,屏東縣,0,359,10013
2019,30,住院,65+,台東縣,0,34,10014
2019,30,住院,65+,花蓮縣,0,336,10015
2019,30,住院,65+,澎湖縣,0,6,10016
2019,30,住院,65+,基隆市,0,362,10017
2019,30,住院,65+,新竹市,0,260,10018
2019,30,住院,65+,嘉義市,0,203,10020
2019,30,住院,65+,台北市,0,3166,63000
2019,30,住院,65+,高雄市,0,1652,64000
2019,30,住院,65+,新北市,0,1027,65000
2019,30,住院,65+,台中市,0,1571,66000
2019,30,住院,65+,台南市,0,754,67000
2019,30,住院,65+,桃園市,0,1601,68000
2019,30,住院,7~12,金門縣,0,1,09020
2019,30,住院,7~12,宜蘭縣,0,34,10002
2019,30,住院,7~12,新竹縣,0,8,10004
2019,30,住院,7~12,苗栗縣,0,11,10005
2019,30,住院,7~12,彰化縣,1,72,10007
2019,30,住院,7~12,南投縣,0,13,10008
2019,30,住院,7~12,雲林縣,0,11,10009
2019,30,住院,7~12,嘉義縣,0,23,10010
2019,30,住院,7~12,屏東縣,0,22,10013
2019,30,住院,7~12,台東縣,0,1,10014
2019,30,住院,7~12,花蓮縣,0,20,10015
2019,30,住院,7~12,基隆市,1,12,10017
2019,30,住院,7~12,新竹市,0,16,10018
2019,30,住院,7~12,嘉義市,2,13,10020
2019,30,住院,7~12,台北市,1,152,63000
2019,30,住院,7~12,高雄市,0,87,64000
2019,30,住院,7~12,新北市,0,31,65000
2019,30,住院,7~12,台中市,0,92,66000
2019,30,住院,7~12,台南市,0,16,67000
2019,30,住院,7~12,桃園市,0,117,68000
2019,30,門診,0~2,連江縣,0,31,09007
2019,30,門診,0~2,金門縣,11,390,09020
2019,30,門診,0~2,宜蘭縣,28,2482,10002
2019,30,門診,0~2,新竹縣,57,3205,10004
2019,30,門診,0~2,苗栗縣,13,2397,10005
2019,30,門診,0~2,彰化縣,65,6969,10007
2019,30,門診,0~2,南投縣,46,2697,10008
2019,30,門診,0~2,雲林縣,29,3270,10009
2019,30,門診,0~2,嘉義縣,7,1192,10010
2019,30,門診,0~2,屏東縣,39,4533,10013
2019,30,門診,0~2,台東縣,16,849,10014
2019,30,門診,0~2,花蓮縣,7,1600,10015
2019,30,門診,0~2,澎湖縣,1,526,10016
2019,30,門診,0~2,基隆市,12,1458,10017
2019,30,門診,0~2,新竹市,31,3556,10018
2019,30,門診,0~2,嘉義市,22,2105,10020
2019,30,門診,0~2,台北市,128,11412,63000
2019,30,門診,0~2,高雄市,136,14265,64000
2019,30,門診,0~2,新北市,329,22536,65000
2019,30,門診,0~2,台中市,224,18493,66000
2019,30,門診,0~2,台南市,165,9814,67000
2019,30,門診,0~2,桃園市,160,11391,68000
2019,30,門診,13~15,連江縣,0,13,09007
2019,30,門診,13~15,金門縣,0,297,09020
2019,30,門診,13~15,宜蘭縣,3,1227,10002
2019,30,門診,13~15,新竹縣,2,1374,10004
2019,30,門診,13~15,苗栗縣,1,1078,10005
2019,30,門診,13~15,彰化縣,1,3876,10007
2019,30,門診,13~15,南投縣,5,1318,10008
2019,30,門診,13~15,雲林縣,4,1904,10009
2019,30,門診,13~15,嘉義縣,0,929,10010
2019,30,門診,13~15,屏東縣,1,2384,10013
2019,30,門診,13~15,台東縣,0,519,10014
2019,30,門診,13~15,花蓮縣,0,767,10015
2019,30,門診,13~15,澎湖縣,0,411,10016
2019,30,門診,13~15,基隆市,1,813,10017
2019,30,門診,13~15,新竹市,4,1629,10018
2019,30,門診,13~15,嘉義市,1,1317,10020
2019,30,門診,13~15,台北市,7,7382,63000
2019,30,門診,13~15,高雄市,4,7957,64000
2019,30,門診,13~15,新北市,22,10188,65000
2019,30,門診,13~15,台中市,7,8160,66000
2019,30,門診,13~15,台南市,7,5156,67000
2019,30,門診,13~15,桃園市,13,5190,68000
2019,30,門診,16~18,連江縣,0,17,09007
2019,30,門診,16~18,金門縣,0,268,09020
2019,30,門診,16~18,宜蘭縣,0,1320,10002
2019,30,門診,16~18,新竹縣,0,1354,10004
2019,30,門診,16~18,苗栗縣,0,1275,10005
2019,30,門診,16~18,彰化縣,5,4444,10007
2019,30,門診,16~18,南投縣,2,1430,10008
2019,30,門診,16~18,雲林縣,1,2136,10009
2019,30,門診,16~18,嘉義縣,0,1062,10010
2019,30,門診,16~18,屏東縣,0,2489,10013
2019,30,門診,16~18,台東縣,3,628,10014
2019,30,門診,16~18,花蓮縣,0,951,10015
2019,30,門診,16~18,澎湖縣,0,399,10016
2019,30,門診,16~18,基隆市,0,1058,10017
2019,30,門診,16~18,新竹市,0,1806,10018
2019,30,門診,16~18,嘉義市,3,1585,10020
2019,30,門診,16~18,台北市,6,7779,63000
2019,30,門診,16~18,高雄市,3,9104,64000
2019,30,門診,16~18,新北市,9,10744,65000
2019,30,門診,16~18,台中市,2,8904,66000
2019,30,門診,16~18,台南市,3,5288,67000
2019,30,門診,16~18,桃園市,7,5813,68000
2019,30,門診,19~24,連江縣,0,99,09007
2019,30,門診,19~24,金門縣,2,700,09020
2019,30,門診,19~24,宜蘭縣,4,3391,10002
2019,30,門診,19~24,新竹縣,0,3220,10004
2019,30,門診,19~24,苗栗縣,1,2904,10005
2019,30,門診,19~24,彰化縣,2,10255,10007
2019,30,門診,19~24,南投縣,2,3066,10008
2019,30,門診,19~24,雲林縣,0,5035,10009
2019,30,門診,19~24,嘉義縣,2,2278,10010
2019,30,門診,19~24,屏東縣,2,5852,10013
2019,30,門診,19~24,台東縣,0,1464,10014
2019,30,門診,19~24,花蓮縣,0,2650,10015
2019,30,門診,19~24,澎湖縣,0,1121,10016
2019,30,門診,19~24,基隆市,0,2699,10017
2019,30,門診,19~24,新竹市,0,4914,10018
2019,30,門診,19~24,嘉義市,0,3725,10020
2019,30,門診,19~24,台北市,7,24410,63000
2019,30,門診,19~24,高雄市,5,25847,64000
2019,30,門診,19~24,新北市,14,30943,65000
2019,30,門診,19~24,台中市,4,27970,66000
2019,30,門診,19~24,台南市,7,15620,67000
2019,30,門診,19~24,桃園市,6,16055,68000
2019,30,門診,25~64,連江縣,0,692,09007
2019,30,門診,25~64,金門縣,1,8021,09020
2019,30,門診,25~64,宜蘭縣,4,41091,10002
2019,30,門診,25~64,新竹縣,6,40398,10004
2019,30,門診,25~64,苗栗縣,0,40081,10005
2019,30,門診,25~64,彰化縣,9,120228,10007
2019,30,門診,25~64,南投縣,9,41752,10008
2019,30,門診,25~64,雲林縣,5,61334,10009
2019,30,門診,25~64,嘉義縣,0,29290,10010
2019,30,門診,25~64,屏東縣,3,75984,10013
2019,30,門診,25~64,台東縣,0,19197,10014
2019,30,門診,25~64,花蓮縣,6,32839,10015
2019,30,門診,25~64,澎湖縣,0,13877,10016
2019,30,門診,25~64,基隆市,5,33380,10017
2019,30,門診,25~64,新竹市,9,55885,10018
2019,30,門診,25~64,嘉義市,1,42470,10020
2019,30,門診,25~64,台北市,23,311838,63000
2019,30,門診,25~64,高雄市,17,311597,64000
2019,30,門診,25~64,新北市,56,372725,65000
2019,30,門診,25~64,台中市,22,284634,66000
2019,30,門診,25~64,台南市,21,186389,67000
2019,30,門診,25~64,桃園市,14,179977,68000
2019,30,門診,3~6,連江縣,0,34,09007
2019,30,門診,3~6,金門縣,4,761,09020
2019,30,門診,3~6,宜蘭縣,42,4358,10002
2019,30,門診,3~6,新竹縣,35,5285,10004
2019,30,門診,3~6,苗栗縣,18,4675,10005
2019,30,門診,3~6,彰化縣,99,13337,10007
2019,30,門診,3~6,南投縣,63,4579,10008
2019,30,門診,3~6,雲林縣,38,6373,10009
2019,30,門診,3~6,嘉義縣,24,2643,10010
2019,30,門診,3~6,屏東縣,84,7566,10013
2019,30,門診,3~6,台東縣,16,1467,10014
2019,30,門診,3~6,花蓮縣,17,2637,10015
2019,30,門診,3~6,澎湖縣,4,929,10016
2019,30,門診,3~6,基隆市,18,2680,10017
2019,30,門診,3~6,新竹市,44,6400,10018
2019,30,門診,3~6,嘉義市,34,4046,10020
2019,30,門診,3~6,台北市,136,21056,63000
2019,30,門診,3~6,高雄市,154,26002,64000
2019,30,門診,3~6,新北市,423,41960,65000
2019,30,門診,3~6,台中市,212,33368,66000
2019,30,門診,3~6,台南市,224,17682,67000
2019,30,門診,3~6,桃園市,153,21371,68000
2019,30,門診,65+,連江縣,0,259,09007
2019,30,門診,65+,金門縣,0,4432,09020
2019,30,門診,65+,宜蘭縣,0,27369,10002
2019,30,門診,65+,新竹縣,0,16460,10004
2019,30,門診,65+,苗栗縣,0,24505,10005
2019,30,門診,65+,彰化縣,0,66426,10007
2019,30,門診,65+,南投縣,0,28402,10008
2019,30,門診,65+,雲林縣,0,41388,10009
2019,30,門診,65+,嘉義縣,0,23200,10010
2019,30,門診,65+,屏東縣,0,52574,10013
2019,30,門診,65+,台東縣,0,12115,10014
2019,30,門診,65+,花蓮縣,0,21261,10015
2019,30,門診,65+,澎湖縣,0,9421,10016
2019,30,門診,65+,基隆市,0,17968,10017
2019,30,門診,65+,新竹市,0,21085,10018
2019,30,門診,65+,嘉義市,0,22206,10020
2019,30,門診,65+,台北市,0,174705,63000
2019,30,門診,65+,高雄市,0,163032,64000
2019,30,門診,65+,新北市,2,155108,65000
2019,30,門診,65+,台中市,0,120220,66000
2019,30,門診,65+,台南市,0,95496,67000
2019,30,門診,65+,桃園市,0,65663,68000
2019,30,門診,7~12,連江縣,0,47,09007
2019,30,門診,7~12,金門縣,2,779,09020
2019,30,門診,7~12,宜蘭縣,15,3575,10002
2019,30,門診,7~12,新竹縣,18,4165,10004
2019,30,門診,7~12,苗栗縣,8,3402,10005
2019,30,門診,7~12,彰化縣,39,11142,10007
2019,30,門診,7~12,南投縣,21,3828,10008
2019,30,門診,7~12,雲林縣,7,4941,10009
2019,30,門診,7~12,嘉義縣,17,2462,10010
2019,30,門診,7~12,屏東縣,16,5943,10013
2019,30,門診,7~12,台東縣,5,1335,10014
2019,30,門診,7~12,花蓮縣,2,2161,10015
2019,30,門診,7~12,澎湖縣,2,1004,10016
2019,30,門診,7~12,基隆市,5,2283,10017
2019,30,門診,7~12,新竹市,11,5307,10018
2019,30,門診,7~12,嘉義市,14,3535,10020
2019,30,門診,7~12,台北市,52,20606,63000
2019,30,門診,7~12,高雄市,56,23643,64000
2019,30,門診,7~12,新北市,157,32301,65000
2019,30,門診,7~12,台中市,71,26587,66000
2019,30,門診,7~12,台南市,64,15150,67000
2019,30,門診,7~12,桃園市,58,16382,68000
2019,31,住院,0~2,金門縣,0,3,09020
2019,31,住院,0~2,宜蘭縣,1,48,10002
2019,31,住院,0~2,新竹縣,1,14,10004
2019,31,住院,0~2,苗栗縣,2,7,10005
2019,31,住院,0~2,彰化縣,7,129,10007
2019,31,住院,0~2,南投縣,4,35,10008
2019,31,住院,0~2,雲林縣,0,14,10009
2019,31,住院,0~2,嘉義縣,4,38,10010
2019,31,住院,0~2,屏東縣,1,42,10013
2019,31,住院,0~2,台東縣,0,4,10014
2019,31,住院,0~2,花蓮縣,0,34,10015
2019,31,住院,0~2,基隆市,2,31,10017
2019,31,住院,0~2,新竹市,1,14,10018
2019,31,住院,0~2,嘉義市,1,22,10020
2019,31,住院,0~2,台北市,8,150,63000
2019,31,住院,0~2,高雄市,3,125,64000
2019,31,住院,0~2,新北市,3,61,65000
2019,31,住院,0~2,台中市,14,162,66000
2019,31,住院,0~2,台南市,0,31,67000
2019,31,住院,0~2,桃園市,9,158,68000
2019,31,住院,13~15,金門縣,0,1,09020
2019,31,住院,13~15,宜蘭縣,0,8,10002
2019,31,住院,13~15,新竹縣,0,5,10004
2019,31,住院,13~15,苗栗縣,0,4,10005
2019,31,住院,13~15,彰化縣,1,20,10007
2019,31,住院,13~15,南投縣,0,3,10008
2019,31,住院,13~15,雲林縣,0,6,10009
2019,31,住院,13~15,嘉義縣,0,11,10010
2019,31,住院,13~15,屏東縣,0,5,10013
2019,31,住院,13~15,花蓮縣,0,6,10015
2019,31,住院,13~15,基隆市,0,3,10017
2019,31,住院,13~15,新竹市,0,2,10018
2019,31,住院,13~15,嘉義市,0,3,10020
2019,31,住院,13~15,台北市,0,56,63000
2019,31,住院,13~15,高雄市,0,41,64000
2019,31,住院,13~15,新北市,0,17,65000
2019,31,住院,13~15,台中市,0,39,66000
2019,31,住院,13~15,台南市,0,6,67000
2019,31,住院,13~15,桃園市,0,33,68000
2019,31,住院,16~18,宜蘭縣,0,3,10002
2019,31,住院,16~18,新竹縣,0,4,10004
2019,31,住院,16~18,苗栗縣,0,7,10005
2019,31,住院,16~18,彰化縣,0,26,10007
2019,31,住院,16~18,南投縣,0,5,10008
2019,31,住院,16~18,雲林縣,0,5,10009
2019,31,住院,16~18,嘉義縣,0,11,10010
2019,31,住院,16~18,屏東縣,0,14,10013
2019,31,住院,16~18,台東縣,0,1,10014
2019,31,住院,16~18,花蓮縣,0,8,10015
2019,31,住院,16~18,基隆市,0,5,10017
2019,31,住院,16~18,新竹市,0,5,10018
2019,31,住院,16~18,嘉義市,0,5,10020
2019,31,住院,16~18,台北市,0,81,63000
2019,31,住院,16~18,高雄市,0,56,64000
2019,31,住院,16~18,新北市,0,20,65000
2019,31,住院,16~18,台中市,0,57,66000
2019,31,住院,16~18,台南市,0,14,67000
2019,31,住院,16~18,桃園市,0,57,68000
2019,31,住院,19~24,金門縣,0,2,09020
2019,31,住院,19~24,宜蘭縣,0,37,10002
2019,31,住院,19~24,新竹縣,0,20,10004
2019,31,住院,19~24,苗栗縣,0,21,10005
2019,31,住院,19~24,彰化縣,0,96,10007
2019,31,住院,19~24,南投縣,0,14,10008
2019,31,住院,19~24,雲林縣,0,26,10009
2019,31,住院,19~24,嘉義縣,0,28,10010
2019,31,住院,19~24,屏東縣,0,28,10013
2019,31,住院,19~24,台東縣,0,5,10014
2019,31,住院,19~24,花蓮縣,0,29,10015
2019,31,住院,19~24,澎湖縣,0,2,10016
2019,31,住院,19~24,基隆市,0,17,10017
2019,31,住院,19~24,新竹市,0,25,10018
2019,31,住院,19~24,嘉義市,0,22,10020
