確定病名,死亡年份,死亡週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,桃園市,觀音區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,關西鎮,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,新埔鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,竹東鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,竹北市,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,竹北市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,竹北市,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,湖口鄉,M,否,45-49,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,湖口鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,湖口鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,新豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,寶山鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,五峰鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,新竹縣,五峰鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,宜蘭市,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,宜蘭市,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,羅東鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,蘇澳鎮,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,頭城鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,壯圍鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,員山鄉,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,冬山鄉,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,冬山鄉,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,冬山鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苗栗市,F,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苗栗市,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苗栗市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苗栗市,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苑裡鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,苑裡鎮,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,竹南鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,竹南鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,竹南鎮,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,頭份市,F,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,頭份市,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,頭份市,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,後龍鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,卓蘭鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,公館鄉,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,銅鑼鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,銅鑼鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,南庄鄉,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,三義鄉,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,苗栗縣,造橋鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,彰化市,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,彰化市,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,彰化市,M,否,65-69,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,彰化市,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,彰化市,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,鹿港鎮,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,鹿港鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,和美鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,和美鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,北斗鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,員林市,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,員林市,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,員林市,F,否,70+,5
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,田中鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,田中鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,二林鎮,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,二林鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,二林鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,二林鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,線西鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,伸港鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,伸港鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,福興鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,秀水鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,花壇鄉,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,花壇鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,花壇鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,花壇鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,花壇鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,大村鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,大村鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,埔鹽鄉,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,埔鹽鄉,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,埔心鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,埔心鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,社頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,芳苑鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,彰化縣,溪州鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,南投市,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,南投市,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,南投市,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,南投市,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,南投市,M,否,70+,5
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,埔里鎮,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,草屯鎮,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,草屯鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,草屯鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,草屯鎮,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,竹山鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,竹山鎮,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,鹿谷鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,中寮鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,魚池鄉,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,信義鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,南投縣,仁愛鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,斗六市,M,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,斗六市,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,斗六市,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,斗南鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,虎尾鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,西螺鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,土庫鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,土庫鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,古坑鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,大埤鄉,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,大埤鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,林內鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,崙背鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,麥寮鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,麥寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,褒忠鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,四湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,雲林縣,水林鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,朴子市,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,布袋鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,大林鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,大林鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,民雄鄉,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,民雄鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,民雄鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,溪口鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,新港鄉,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,六腳鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,鹿草鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,鹿草鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,水上鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,水上鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,中埔鄉,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,竹崎鄉,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,嘉義縣,梅山鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,屏東市,M,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,屏東市,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,屏東市,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,屏東市,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,屏東市,M,否,70+,5
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,潮州鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,潮州鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,潮州鎮,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,東港鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,東港鎮,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,東港鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,長治鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,九如鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,萬巒鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,內埔鄉,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,內埔鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,內埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,竹田鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,新埤鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,枋寮鄉,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,枋寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,枋寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,新園鄉,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,新園鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,新園鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,新園鄉,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,崁頂鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,南州鄉,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,佳冬鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,滿州鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,滿州鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,春日鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,屏東縣,春日鄉,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,澎湖縣,馬公市,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,澎湖縣,白沙鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,花蓮市,M,否,40-44,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,玉里鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,玉里鎮,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,玉里鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,玉里鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,玉里鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,吉安鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,光復鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,秀林鄉,F,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,萬榮鄉,M,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,花蓮縣,卓溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,台東市,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,台東市,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,台東市,M,否,70+,6
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,關山鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,卑南鄉,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,太麻里鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,池上鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,海端鄉,F,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,23,台東縣,海端鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,松山區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,大安區,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,大安區,M,否,70+,5
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,大同區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,大同區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,大同區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,中山區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,中山區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,中山區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,內湖區,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,內湖區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,士林區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,北投區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,北投區,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,北投區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,信義區,M,否,15-19,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,信義區,M,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,中正區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,豐原區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,豐原區,F,否,70+,6
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,豐原區,M,否,70+,7
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,東勢區,F,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,東勢區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,東勢區,M,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,24,台中市,大甲區,M,否,65-69,1
