"單位類別","受補助單位","補助日期","撥款金額","核准日期","累計撥款金額","補助事項或支出用途","縣市別"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院","1080110","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","新竹市"
"對國內團體之捐助","佛教慈濟醫療財團法人大林慈濟醫院","1080110","10,000 ","1070905","10,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","嘉義縣"
"對國內團體之捐助","佛教慈濟醫療財團法人花蓮慈濟醫院","1080103","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","花蓮縣"
"對國內團體之捐助","奇美醫療財團法人奇美醫院","1071219","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺南市"
"對國內團體之捐助","長庚醫療財團法人嘉義長庚紀念醫院","1080110","10,233 ","1070905","10,233 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","嘉義縣"
"對國內團體之捐助","為恭醫療財團法人為恭紀念醫院","1080104","2,062 ","1070905","2,062 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","苗栗縣"
"對國內團體之捐助","財團法人私立高雄醫學大學附設中和紀念醫院","1080103","18,120 ","1070905","18,120 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"對國內團體之捐助","彰化基督教醫療財團法人員林基督教醫院","1080104","3,133 ","1070905","3,133 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","彰化縣"
"對國內團體之捐助","彰化基督教醫療財團法人彰化基督教醫院","1080103","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","彰化縣"
"對國內團體之捐助","臺灣基督教門諾會醫療財團法人門諾醫院","1080104","4,510 ","1070905","4,510 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","花蓮縣"
"對國內團體之捐助","醫療財團法人徐元智先生醫藥基金會亞東紀念醫院","1080107","4,836 ","1070905","4,836 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","新北市"
"對國內團體之捐助","台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院","1080103","14,000 ","1071004","14,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","臺北市"
"對國內團體之捐助","中華民國學校衛生護理學會","1080109","256,469 ","1070101","953,669 ","107年結核病防治教育訓練計畫-校園結核病防治教育訓練","嘉義市"
"對國內團體之捐助","台灣結核暨肺部疾病醫學會","1080103","373,138 ","1070101","1,458,138 ","107年結核病防治教育訓練計畫-結核病個案管理師教育訓練及認證","臺北市"
"對國內團體之捐助","台灣結核暨肺部疾病醫學會","1080103","241,470 ","1070101","906,470 ","107年結核病防治教育訓練計畫-醫師結核病防治教育訓練","臺北市"
"對國內團體之捐助","光田醫療社團法人光田綜合醫院","1080108","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","臺中市"
"對國內團體之捐助","秀傳醫療社團法人秀傳紀念醫院","1080108","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","彰化縣"
"對國內團體之捐助","高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營)","1080108","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","高雄市"
"對國內團體之捐助","澄清綜合醫院中港分院","1080108","97,600 ","1070101","488,000 ","107年抗生素抗藥性管理通報系統補捐助案補捐助經費","臺中市"
"對國內團體之捐助","社團法人台灣兒童感染症醫學會","1070723","0 ","1070110","244,186 ","「腸病毒D68型疾病診斷及臨床處置」教育訓練案","臺北市"
"對國內團體之捐助","社團法人臺灣兒科醫學會","1070802","0 ","1070125","300,000 ","「腸病毒及兒童重要急性傳染病防治」醫護人員教育訓練案","臺北市"
"對國內團體之捐助","中華民國台灣女童軍總會","1080110","0 ","1070205","60,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","中華身心健康促進暨研究協會","1071228","0 ","1070205","35,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","桃園市"
"對國內團體之捐助","世界和平婦女會台灣總會","1071210","0 ","1070205","80,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","台灣年輕藥師協會","1071228","0 ","1070205","187,503 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","台灣愛滋病學會","1071214","240,000 ","1070205","1,200,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人中華民國台灣懷愛協會","1071213","0 ","1070205","100,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺中市"
"對國內團體之捐助","社團法人中華民國愛滋感染者權益促進會","1080104","0 ","1070205","200,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人中華民國醫務社會工作協會","1071228","0 ","1070205","100,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人台北市日日春關懷互助協會","1080107","0 ","1070205","200,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人台灣世界快樂聯盟","1080102","0 ","1070205","80,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","屏東縣"
"對國內團體之捐助","社團法人台灣愛之希望協會","1080107","170,000 ","1070205","850,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","高雄市"
"對國內團體之捐助","社團法人台灣愛滋病護理學會","1080107","70,000 ","1070205","590,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人台灣新滋識同盟","1071214","0 ","1070205","120,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","新北市"
"對國內團體之捐助","社團法人台灣預防醫學學會","1080110","188,100 ","1070205","1,043,100 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人台灣露德協會","1080107","130,349 ","1070205","1,290,349 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","社團法人臺灣兒科醫學會","1080102","0 ","1070205","200,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺北市"
"對國內團體之捐助","東元醫療社團法人東元綜合醫院","1080110","40,000 ","1070214","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","新竹縣"
"對國內團體之捐助","光田醫療社團法人光田綜合醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","秀傳醫療社團法人秀傳紀念醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","彰化縣"
"對國內團體之捐助","林新醫療社團法人林新醫院","1080110","40,000 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","童綜合醫療社團法人童綜合醫院","1080110","0 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","澄清綜合醫院中港分院","1080110","40,000 ","1070221","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺中市"
"對國內團體之捐助","安泰醫療社團法人安泰醫院","1080110","40,000 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","屏東縣"
"對國內團體之捐助","高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營)","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","高雄市"
"對國內團體之捐助","高雄市立小港醫院(委託財團法人私立高雄醫學大學經營)","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","高雄市"
"對國內團體之捐助","臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理","1080110","0 ","1070222","80,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺北市"
"對國內團體之捐助","臺南市立安南醫院-委託中國醫藥大學興建經營","1080110","0 ","1070222","40,000 ","107年愛滋病指定醫院品質提升計畫-補助系統界接費用","臺南市"
"對國內團體之捐助","光田醫療社團法人光田綜合醫院","1070903","0 ","1070302","37,957 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","光田醫療社團法人光田綜合醫院大甲分院","1070904","0 ","1070302","37,880 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","安泰醫療社團法人安泰醫院","1071002","35,040 ","1070302","35,040 ","107年腸病毒醫療品質提升方案","屏東縣"
"對國內團體之捐助","東元醫療社團法人東元綜合醫院","1071004","26,254 ","1070302","26,254 ","107年腸病毒醫療品質提升方案","新竹縣"
"對國內團體之捐助","高雄市立小港醫院(委託財團法人私立高雄醫學大學經營)","1070918","0 ","1070302","13,890 ","107年腸病毒醫療品質提升方案","高雄市"
"對國內團體之捐助","童綜合醫療社團法人童綜合醫院","1070606","0 ","1070302","20,330 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","澄清綜合醫院中港分院","1070723","0 ","1070302","25,000 ","107年腸病毒醫療品質提升方案","臺中市"
"對國內團體之捐助","社團法人台灣外傷醫學會","1071120","193,502 ","1070308","193,502 ","狂犬病防治教育訓練","臺中市"
"對國內團體之捐助","竹山秀傳醫院","1080102","20,000 ","1070314","20,000 ","醫療院所提供健康檢查服務增列愛滋篩檢選項之補助計畫","南投縣"
"對國內團體之捐助","佑民醫療社團法人佑民醫院","1071211","20,000 ","1070314","20,000 ","醫療院所提供健康檢查服務增列愛滋篩檢選項之補助計畫","南投縣"
"對國內團體之捐助","怡仁綜合醫院","1080102","20,000 ","1070314","20,000 ","醫療院所提供健康檢查服務增列愛滋篩檢選項之補助計畫","桃園市"
"對國內團體之捐助","中華民國醫師公會全國聯合會","1070919","0 ","1070502","96,000 ","重要蟲媒傳染病與李斯特菌症介紹及防治教育訓練","臺北市"
"對國內團體之捐助","社團法人台灣世界快樂聯盟","1071207","5,000 ","1070709","5,000 ","107年約會新文化運動-民間團體篩檢費","屏東縣"
"對國內團體之捐助","七賢高美泌尿科診所","1080107","10,852 ","1070905","10,852 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"對國內團體之捐助","安泰醫療社團法人安泰醫院","1080104","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","屏東縣"
"對國內團體之捐助","東元醫療社團法人東元綜合醫院","1080110","0 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","新竹縣"
"對國內團體之捐助","高雄市立小港醫院(委託財團法人私立高雄醫學大學經營)","1080103","0 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"對國內團體之捐助","鳳山李嘉文泌尿科診所","1080103","20,000 ","1070905","20,000 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫-業務費及系統介接補助費","高雄市"
"獎助","中華醫事科技大學","1080109","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺南市"
"獎助","中臺科技大學","1070724","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺中市"
"獎助","弘光科技大學","1071228","0 ","1070205","30,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺中市"
"獎助","正修學校財團法人正修科技大學","1080102","0 ","1070205","30,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","高雄市"
"獎助","光宇學校財團法人元培醫事科技大學","1071228","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","新竹市"
"獎助","亞東技術學院","1070903","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","新北市"
"獎助","逢甲大學","1071228","0 ","1070205","30,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","臺中市"
"獎助","景文科技大學","1080107","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","新北市"
"獎助","聖約翰科技大學","1071228","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","新北市"
"獎助","輔英科技大學","1080102","0 ","1070205","10,000 ","補助民間團體及大專院校辦理愛滋病防治工作計畫","高雄市"
"獎助","個人","1080108","73,200 ","1030129","219,000 ","107年慢性傳染性肺結核病個案住院營養暨生活費","各縣市"
"獎助","個人","1070308","0 ","1061129","3,048,000 ","107年抗結核藥品Bedaquiline採購案","各縣市"
"獎助","個人","1080103","0 ","1061222","330,910,196 ","107年結核病及漢生病直接觀察治療都治執行計畫","各縣市"
"獎助","個人","1070102","0 ","1070102","1,354,210,000 ","107年度愛滋醫療費用","各縣市"
"獎助","個人","1071126","240,000 ","1070109","640,000 ","107年度抗結核免費藥品Levofloxacin 750mg","各縣市"
"獎助","個人","1070919","0 ","1070109","1,421,000 ","107年專案進口抗結核免費藥品Clofazimine","各縣市"
"獎助","個人","1080103","720,000 ","1070109","2,160,000 ","107年專案進口抗結核免費藥品Kanamycin","各縣市"
"獎助","個人","1080114","0 ","1070116","49,500,000 ","孕婦全面愛滋篩檢","各縣市"
"獎助","個人","1080114","0 ","1070116","25,000,000 ","性病或藥癮病患愛滋篩檢","各縣市"
"獎助","個人","1080109","19,694,521 ","1070119","193,739,521 ","107年建構「多重抗藥性結核病醫療照護體系」計畫","各縣市"
"獎助","個人","1071009","1,097,500 ","1070123","2,195,000 ","107年度抗結核免費藥品moxifloxacin","各縣市"
"獎助","個人","1070130","0 ","1070129","1,620 ","補助藥害血友愛滋個案全民健保保費","各縣市"
"獎助","個人","1070903","0 ","1070202","3,690,000 ","107年專案進口抗結核免費藥品terizidone","各縣市"
"獎助","個人","1080114","-320 ","1070209","43,999,680 ","愛滋防治替代治療補助計畫","各縣市"
"獎助","個人","1080103","0 ","1070212","177,617,000 ","代辦公務預算支付結核病病等醫療費用","各縣市"
"獎助","個人","1070214","0 ","1070214","972,404 ","105年愛滋醫療費用欠款利息","各縣市"
"獎助","個人","1080110","1,595,573 ","1070214","5,497,123 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1070518","0 ","1070214","467,700 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1080111","2,849,357 ","1070221","8,347,327 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1080114","857,681 ","1070221","4,472,021 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1080111","2,513,448 ","1070221","16,533,227 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1080110","2,084,533 ","1070222","6,424,811 ","107年愛滋病指定醫院服務品質提升計畫","各縣市"
"獎助","個人","1070829","0 ","1070308","2,548,200 ","107年兩種抗結核免費藥TBN&CS","各縣市"
"獎助","個人","1070321","0 ","1070320","24,400 ","107年TB藥物Amikacin採購1000支","各縣市"
"獎助","個人","1070511","0 ","1070423","74,700 ","107年度採購Levofloxacin500mg 1,5000錠","各縣市"
"獎助","個人","1070903","0 ","1070507","313,000 ","「107年專案進口抗結核藥兒童複方可溶錠(RH、RHZ)及Capreomycin」採購案","各縣市"
"獎助","個人","1071113","103,773 ","1070507","224,369 ","因執行業務意外暴露感染源之預防性投藥費用","各縣市"
"獎助","個人","1071218","85,703 ","1070507","183,185 ","因執行業務意外暴露感染源之預防性投藥費用","各縣市"
"獎助","個人","1080104","127,827 ","1070507","256,459 ","因執行業務意外暴露感染源之預防性投藥費用","各縣市"
"獎助","個人","1080111","166,329 ","1070507","531,746 ","因執行業務意外暴露感染源之預防性投藥費用","各縣市"
"獎助","個人","1071019","24,683 ","1070509","61,945 ","因執行業務意外暴露感染源之預防性投藥費用","各縣市"
"獎助","個人","1070516","0 ","1070514","566 ","配合防疫執行麻疹病例接觸者之暴露後預防所衍生之相關成本如診察費、掛號費或IMIG等費用案","各縣市"
"獎助","個人","1071002","1,524,000 ","1070607","3,048,000 ","107年第二次抗結核藥品Bedaquiline採購","各縣市"
"獎助","個人","1071123","632,400 ","1070710","632,400 ","107年約會新文化運動期間擴大愛滋諮詢篩檢點服務","各縣市"
"獎助","個人","1070914","0 ","1070718","4,276,800 ","107年專案進口抗結核藥品Delamanid採購案","各縣市"
"獎助","個人","1071009","260,000 ","1070817","260,000 ","107年度抗結核公費藥品Streptomycin","各縣市"
"獎助","個人","1071002","2,609 ","1070918","2,609 ","血友病患健保費","各縣市"
"獎助","個人","1080103","911,820 ","1071004","911,820 ","107年專案進口抗結核藥品PAS","各縣市"
"獎助","個人","1080110","1,144,542 ","1071004","1,274,117 ","107年愛滋病毒篩檢與暴露愛滋病毒前預防性投藥(PrEP)計畫","各縣市"
"獎助","個人","1071224","426,300 ","1071009","426,300 ","107年專案進口抗結核藥品Clofazimine後續擴充8700錠","各縣市"
"獎助","個人","1071024","24,500,000 ","1071015","24,500,000 ","償還愛滋醫療費用欠款","各縣市"
"獎助","個人","1071224","3,048,000 ","1071109","3,048,000 ","107年第三次抗結核藥品Bedaquiline採購","各縣市"
"獎助","個人","1071128","24,400 ","1071116","24,400 ","結核病人用Amikacin 250mg 1000支","各縣市"
"獎助","個人","1071119","79,512 ","1071116","79,512 ","償還106年醫療費用之衍生利息","各縣市"
"獎助","個人","1080103","16,848,000 ","1071212","16,848,000 ","107年7月至12月委託健保署代辦結核病及法定傳染病醫療費用","各縣市"
"獎助","個人","1080109","915,000 ","1071217","915,000 ","107年度愛滋抗原抗體複合型快速篩檢試劑","各縣市"
"獎助","個人","1080109","28,451,597 ","1071219","28,451,597 ","107-108年暴露愛滋病毒前預防性投藥藥物採購案","各縣市"
"獎助","個人","1080109","336,000 ","1071219","336,000 ","107年度愛滋病毒抗體快速確認檢驗試劑","各縣市"
"獎助","個人","1080115","63,500,000 ","1080115","63,500,000 ","107年全署結餘款沖抵愛滋醫療費用","各縣市"
"獎助","個人","1070306","0 ","1070306","140,683 ","本署106年聘任人員優惠存款利息差額補貼(江大雄)","各縣市"
"獎助","個人","1070926","0 ","1070111","658,000 ","退職工友（含遺眷）107年三節慰問金","各縣市"
"獎助","個人","1071003","0 ","1070201","526,000 ","107年致贈退休人員及在職亡故同仁之遺族三節慰問金","各縣市"
"獎助","個人","1080104","71,000 ","1070226","155,000 ","107年三麻一風監視調查作業之通報獎金","各縣市"
"獎助","個人","1080111","166,300 ","1070322","166,300 ","107年社群動員檢驗愛滋計畫-約會新文化運動CHECKETER(Check-together)","各縣市"
"獎助","大安醫院","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","新竹縣"
"獎助","中華民國觀光領隊協會","1071116","60,000 ","1071023","60,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","臺北市"
"獎助","社團法人台灣愛之希望協會","1071116","60,000 ","1071023","60,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","高雄市"
"獎助","屏東縣潮州鎮檨子社區發展協會","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","屏東縣"
"獎助","個人","1071116","300,000 ","1071023","300,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","各縣市"
"獎助","高雄市小港區三苓里環保志工隊","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","高雄市"
"獎助","許內兒科診所","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","南投縣"
"獎助","臺南市立安南醫院-委託中國醫藥大學興建經營","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","臺南市"
"獎助","戴德森醫療財團法人嘉義基督教醫院","1071116","30,000 ","1071023","30,000 ","辦理「107年度防疫獎勵實施計畫」之獎勵金","嘉義市"
"獎助","個人","1071224","21,000 ","1071116","21,000 ","霍亂通報獎金","各縣市"
"獎助","中山醫學大學附設醫院","1080110","15,000 ","1071130","15,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","臺中市"
"獎助","台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","臺北市"
"獎助","光田醫療社團法人光田綜合醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","臺中市"
"獎助","佛教慈濟醫療財團法人台北慈濟醫院","1080110","15,000 ","1071130","15,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","新北市"
"獎助","秀傳醫療社團法人秀傳紀念醫院","1080110","30,000 ","1071130","30,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","彰化縣"
"獎助","長庚醫療財團法人高雄長庚紀念醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","高雄市"
"獎助","長庚醫療財團法人基隆長庚紀念醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","基隆市"
"獎助","長庚醫療財團法人嘉義長庚紀念醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","嘉義縣"
"獎助","為恭醫療財團法人為恭紀念醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","苗栗縣"
"獎助","財團法人私立高雄醫學大學附設中和紀念醫院","1080110","30,000 ","1071130","30,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","高雄市"
"獎助","高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營)","1080110","15,000 ","1071130","15,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","高雄市"
"獎助","國立台灣大學醫學院附設醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","臺北市"
"獎助","臺北榮民總醫院","1080110","15,000 ","1071130","15,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","臺北市"
"獎助","醫療財團法人羅許基金會羅東博愛醫院","1080110","10,000 ","1071130","10,000 ","107年「實驗室傳染病自動通報系統」資料品質獎勵作業之績優醫院獎勵金","宜蘭縣"
"獎助","個人","1071221","10,000 ","1071219","10,000 ","茲卡病毒感染症通報獎金","各縣市"
"獎助","個人","1080109","407,000 ","1080108","527,000 ","登革熱通報獎金","各縣市"
