確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022,05,雲林縣,崙背鄉,F,0,70+,1,10009,10009120
19CoV,2022,05,雲林縣,崙背鄉,M,0,70+,1,10009,10009120
19CoV,2022,05,雲林縣,斗六市,M,0,55~59,1,10009,10009010
19CoV,2022,05,雲林縣,斗六市,F,0,65~69,1,10009,10009010
19CoV,2022,05,雲林縣,斗六市,F,0,70+,6,10009,10009010
19CoV,2022,05,雲林縣,斗六市,M,0,70+,1,10009,10009010
19CoV,2022,05,雲林縣,斗南鎮,M,0,65~69,1,10009,10009020
19CoV,2022,05,雲林縣,斗南鎮,F,0,70+,3,10009,10009020
19CoV,2022,05,雲林縣,東勢鄉,F,0,70+,2,10009,10009140
19CoV,2022,05,雲林縣,東勢鄉,M,0,70+,1,10009,10009140
19CoV,2022,05,雲林縣,林內鄉,M,0,65~69,1,10009,10009100
19CoV,2022,05,雲林縣,水林鄉,M,0,70+,1,10009,10009200
19CoV,2022,05,雲林縣,莿桐鄉,M,0,70+,2,10009,10009090
19CoV,2022,05,雲林縣,虎尾鎮,F,0,70+,3,10009,10009030
19CoV,2022,05,雲林縣,虎尾鎮,M,0,70+,6,10009,10009030
19CoV,2022,05,雲林縣,褒忠鄉,M,0,65~69,1,10009,10009150
19CoV,2022,05,雲林縣,西螺鎮,M,0,55~59,1,10009,10009040
19CoV,2022,05,雲林縣,西螺鎮,M,0,60~64,1,10009,10009040
19CoV,2022,05,雲林縣,西螺鎮,F,0,70+,13,10009,10009040
19CoV,2022,05,雲林縣,西螺鎮,M,0,70+,6,10009,10009040
19CoV,2022,05,雲林縣,麥寮鄉,F,0,60~64,1,10009,10009130
19CoV,2022,05,雲林縣,麥寮鄉,F,0,70+,1,10009,10009130
19CoV,2022,05,雲林縣,麥寮鄉,M,0,70+,1,10009,10009130
19CoV,2022,05,嘉義縣,中埔鄉,F,0,70+,2,10010,10010130
19CoV,2022,05,嘉義縣,中埔鄉,M,0,70+,1,10010,10010130
19CoV,2022,05,嘉義縣,六腳鄉,F,0,70+,1,10010,10010080
19CoV,2022,05,嘉義縣,大林鎮,F,0,70+,2,10010,10010040
19CoV,2022,05,嘉義縣,大林鎮,M,0,70+,3,10010,10010040
19CoV,2022,05,嘉義縣,太保市,M,0,70+,1,10010,10010010
19CoV,2022,05,嘉義縣,布袋鎮,M,0,60~64,1,10010,10010030
19CoV,2022,05,嘉義縣,布袋鎮,M,0,70+,2,10010,10010030
19CoV,2022,05,嘉義縣,朴子市,F,0,50~54,1,10010,10010020
19CoV,2022,05,嘉義縣,朴子市,M,0,65~69,2,10010,10010020
19CoV,2022,05,嘉義縣,朴子市,F,0,70+,1,10010,10010020
19CoV,2022,05,嘉義縣,朴子市,M,0,70+,3,10010,10010020
19CoV,2022,05,嘉義縣,東石鄉,M,0,70+,2,10010,10010090
19CoV,2022,05,嘉義縣,梅山鄉,M,0,70+,3,10010,10010150
19CoV,2022,05,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
19CoV,2022,05,嘉義縣,民雄鄉,F,0,60~64,1,10010,10010050
19CoV,2022,05,嘉義縣,民雄鄉,F,0,65~69,1,10010,10010050
19CoV,2022,05,嘉義縣,民雄鄉,F,0,70+,3,10010,10010050
19CoV,2022,05,嘉義縣,民雄鄉,M,0,70+,2,10010,10010050
19CoV,2022,05,嘉義縣,水上鄉,M,0,55~59,1,10010,10010120
19CoV,2022,05,嘉義縣,水上鄉,F,0,70+,2,10010,10010120
19CoV,2022,05,嘉義縣,溪口鄉,M,0,60~64,1,10010,10010060
19CoV,2022,05,嘉義縣,溪口鄉,F,0,70+,1,10010,10010060
19CoV,2022,05,嘉義縣,番路鄉,F,0,50~54,1,10010,10010160
19CoV,2022,05,嘉義縣,番路鄉,F,0,70+,1,10010,10010160
19CoV,2022,05,嘉義縣,竹崎鄉,F,0,55~59,1,10010,10010140
19CoV,2022,05,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
19CoV,2022,05,嘉義縣,義竹鄉,M,0,65~69,1,10010,10010100
19CoV,2022,05,嘉義縣,義竹鄉,M,0,70+,1,10010,10010100
19CoV,2022,05,嘉義縣,鹿草鄉,M,0,60~64,1,10010,10010110
19CoV,2022,05,嘉義縣,鹿草鄉,M,0,65~69,1,10010,10010110
19CoV,2022,05,屏東縣,三地門鄉,F,0,70+,1,10013,10013260
19CoV,2022,05,屏東縣,九如鄉,F,0,70+,2,10013,10013080
19CoV,2022,05,屏東縣,九如鄉,M,0,70+,3,10013,10013080
19CoV,2022,05,屏東縣,來義鄉,M,0,35~39,1,10013,10013300
19CoV,2022,05,屏東縣,來義鄉,F,0,70+,1,10013,10013300
19CoV,2022,05,屏東縣,內埔鄉,F,0,55~59,1,10013,10013130
19CoV,2022,05,屏東縣,內埔鄉,M,0,60~64,1,10013,10013130
19CoV,2022,05,屏東縣,內埔鄉,F,0,65~69,1,10013,10013130
19CoV,2022,05,屏東縣,內埔鄉,F,0,70+,3,10013,10013130
19CoV,2022,05,屏東縣,內埔鄉,M,0,70+,5,10013,10013130
19CoV,2022,05,屏東縣,屏東市,M,0,35~39,1,10013,10013010
19CoV,2022,05,屏東縣,屏東市,F,0,45~49,1,10013,10013010
19CoV,2022,05,屏東縣,屏東市,M,0,50~54,1,10013,10013010
19CoV,2022,05,屏東縣,屏東市,M,0,60~64,2,10013,10013010
19CoV,2022,05,屏東縣,屏東市,F,0,65~69,1,10013,10013010
19CoV,2022,05,屏東縣,屏東市,F,0,70+,12,10013,10013010
19CoV,2022,05,屏東縣,屏東市,M,0,70+,13,10013,10013010
19CoV,2022,05,屏東縣,崁頂鄉,M,0,55~59,1,10013,10013180
19CoV,2022,05,屏東縣,恆春鎮,M,0,65~69,1,10013,10013040
19CoV,2022,05,屏東縣,恆春鎮,F,0,70+,2,10013,10013040
19CoV,2022,05,屏東縣,恆春鎮,M,0,70+,3,10013,10013040
19CoV,2022,05,屏東縣,新園鄉,M,0,35~39,1,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,M,0,50~54,1,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,F,0,60~64,1,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,F,0,65~69,1,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,M,0,65~69,1,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,F,0,70+,2,10013,10013170
19CoV,2022,05,屏東縣,新園鄉,M,0,70+,3,10013,10013170
19CoV,2022,05,屏東縣,新埤鄉,F,0,70+,2,10013,10013150
19CoV,2022,05,屏東縣,新埤鄉,M,0,70+,1,10013,10013150
19CoV,2022,05,屏東縣,春日鄉,M,0,60~64,1,10013,10013310
19CoV,2022,05,屏東縣,春日鄉,M,0,65~69,1,10013,10013310
19CoV,2022,05,屏東縣,東港鎮,M,0,55~59,1,10013,10013030
19CoV,2022,05,屏東縣,東港鎮,M,0,60~64,2,10013,10013030
19CoV,2022,05,屏東縣,東港鎮,M,0,65~69,2,10013,10013030
19CoV,2022,05,屏東縣,東港鎮,F,0,70+,4,10013,10013030
19CoV,2022,05,屏東縣,東港鎮,M,0,70+,1,10013,10013030
19CoV,2022,05,屏東縣,枋寮鄉,M,0,40~44,1,10013,10013160
19CoV,2022,05,屏東縣,枋寮鄉,M,0,50~54,1,10013,10013160
19CoV,2022,05,屏東縣,枋寮鄉,F,0,70+,2,10013,10013160
19CoV,2022,05,屏東縣,枋山鄉,M,0,65~69,1,10013,10013250
19CoV,2022,05,屏東縣,泰武鄉,F,0,70+,1,10013,10013290
19CoV,2022,05,屏東縣,潮州鎮,M,0,30~34,1,10013,10013020
19CoV,2022,05,屏東縣,潮州鎮,F,0,55~59,1,10013,10013020
19CoV,2022,05,屏東縣,潮州鎮,M,0,60~64,1,10013,10013020
19CoV,2022,05,屏東縣,潮州鎮,M,0,65~69,1,10013,10013020
19CoV,2022,05,屏東縣,潮州鎮,F,0,70+,1,10013,10013020
19CoV,2022,05,屏東縣,潮州鎮,M,0,70+,6,10013,10013020
19CoV,2022,05,屏東縣,獅子鄉,M,0,70+,1,10013,10013320
19CoV,2022,05,屏東縣,竹田鄉,F,0,70+,1,10013,10013140
19CoV,2022,05,屏東縣,竹田鄉,M,0,70+,2,10013,10013140
19CoV,2022,05,屏東縣,萬丹鄉,F,0,70+,1,10013,10013050
19CoV,2022,05,屏東縣,萬丹鄉,M,0,70+,4,10013,10013050
19CoV,2022,05,屏東縣,萬巒鄉,M,0,70+,3,10013,10013120
19CoV,2022,05,屏東縣,里港鄉,M,0,70+,1,10013,10013090
19CoV,2022,05,屏東縣,長治鄉,F,0,55~59,1,10013,10013060
19CoV,2022,05,屏東縣,長治鄉,M,0,70+,2,10013,10013060
19CoV,2022,05,屏東縣,霧台鄉,F,0,70+,1,10013,10013270
19CoV,2022,05,屏東縣,高樹鄉,F,0,70+,2,10013,10013110
19CoV,2022,05,屏東縣,高樹鄉,M,0,70+,1,10013,10013110
19CoV,2022,05,屏東縣,鹽埔鄉,F,0,70+,5,10013,10013100
19CoV,2022,05,屏東縣,鹽埔鄉,M,0,70+,1,10013,10013100
19CoV,2022,05,屏東縣,麟洛鄉,F,0,70+,2,10013,10013070
19CoV,2022,05,台東縣,卑南鄉,M,0,45~49,1,10014,10014040
19CoV,2022,05,台東縣,台東市,M,0,40~44,1,10014,10014010
19CoV,2022,05,台東縣,台東市,F,0,45~49,1,10014,10014010
19CoV,2022,05,台東縣,台東市,M,0,50~54,3,10014,10014010
19CoV,2022,05,台東縣,台東市,M,0,55~59,1,10014,10014010
19CoV,2022,05,台東縣,台東市,M,0,60~64,1,10014,10014010
19CoV,2022,05,台東縣,台東市,M,0,65~69,1,10014,10014010
19CoV,2022,05,台東縣,台東市,F,0,70+,12,10014,10014010
19CoV,2022,05,台東縣,台東市,M,0,70+,19,10014,10014010
19CoV,2022,05,台東縣,太麻里鄉,F,0,0~4,1,10014,10014090
19CoV,2022,05,台東縣,太麻里鄉,M,0,60~64,1,10014,10014090
19CoV,2022,05,台東縣,太麻里鄉,M,0,70+,1,10014,10014090
19CoV,2022,05,台東縣,延平鄉,M,0,70+,1,10014,10014130
19CoV,2022,05,台東縣,成功鎮,M,0,35~39,1,10014,10014020
19CoV,2022,05,台東縣,成功鎮,M,0,70+,2,10014,10014020
19CoV,2022,05,台東縣,池上鄉,M,0,60~64,1,10014,10014060
19CoV,2022,05,台東縣,海端鄉,M,0,45~49,1,10014,10014120
19CoV,2022,05,台東縣,綠島鄉,F,0,70+,2,10014,10014110
19CoV,2022,05,台東縣,蘭嶼鄉,F,0,70+,1,10014,10014160
19CoV,2022,05,台東縣,達仁鄉,M,0,70+,1,10014,10014150
19CoV,2022,05,台東縣,關山鎮,F,0,70+,1,10014,10014030
19CoV,2022,05,台東縣,關山鎮,M,0,70+,2,10014,10014030
19CoV,2022,05,花蓮縣,光復鄉,F,0,45~49,1,10015,10015070
19CoV,2022,05,花蓮縣,光復鄉,F,0,70+,2,10015,10015070
19CoV,2022,05,花蓮縣,光復鄉,M,0,70+,2,10015,10015070
19CoV,2022,05,花蓮縣,卓溪鄉,F,0,70+,2,10015,10015130
19CoV,2022,05,花蓮縣,卓溪鄉,M,0,70+,1,10015,10015130
19CoV,2022,05,花蓮縣,吉安鄉,F,0,70+,2,10015,10015050
19CoV,2022,05,花蓮縣,吉安鄉,M,0,70+,3,10015,10015050
19CoV,2022,05,花蓮縣,壽豐鄉,F,0,70+,1,10015,10015060
19CoV,2022,05,花蓮縣,壽豐鄉,M,0,70+,3,10015,10015060
19CoV,2022,05,花蓮縣,富里鄉,M,0,60~64,1,10015,10015100
19CoV,2022,05,花蓮縣,富里鄉,F,0,70+,2,10015,10015100
19CoV,2022,05,花蓮縣,富里鄉,M,0,70+,1,10015,10015100
19CoV,2022,05,花蓮縣,新城鄉,F,0,55~59,1,10015,10015040
19CoV,2022,05,花蓮縣,新城鄉,M,0,55~59,1,10015,10015040
19CoV,2022,05,花蓮縣,新城鄉,M,0,60~64,1,10015,10015040
19CoV,2022,05,花蓮縣,新城鄉,F,0,70+,1,10015,10015040
19CoV,2022,05,花蓮縣,新城鄉,M,0,70+,4,10015,10015040
19CoV,2022,05,花蓮縣,玉里鎮,F,0,40~44,1,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,F,0,55~59,1,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,M,0,55~59,2,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,F,0,60~64,1,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,M,0,65~69,1,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,F,0,70+,4,10015,10015030
19CoV,2022,05,花蓮縣,玉里鎮,M,0,70+,5,10015,10015030
19CoV,2022,05,花蓮縣,瑞穗鄉,F,0,70+,1,10015,10015090
19CoV,2022,05,花蓮縣,瑞穗鄉,M,0,70+,1,10015,10015090
19CoV,2022,05,花蓮縣,秀林鄉,F,0,40~44,1,10015,10015110
19CoV,2022,05,花蓮縣,秀林鄉,F,0,65~69,1,10015,10015110
19CoV,2022,05,花蓮縣,秀林鄉,M,0,70+,1,10015,10015110
19CoV,2022,05,花蓮縣,花蓮市,M,0,45~49,2,10015,10015010
19CoV,2022,05,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
19CoV,2022,05,花蓮縣,花蓮市,F,0,70+,5,10015,10015010
19CoV,2022,05,花蓮縣,花蓮市,M,0,70+,5,10015,10015010
19CoV,2022,05,花蓮縣,萬榮鄉,M,0,70+,1,10015,10015120
19CoV,2022,05,花蓮縣,鳳林鎮,F,0,70+,1,10015,10015020
19CoV,2022,05,花蓮縣,鳳林鎮,M,0,70+,5,10015,10015020
19CoV,2022,05,澎湖縣,湖西鄉,M,0,70+,1,10016,10016020
19CoV,2022,05,澎湖縣,白沙鄉,M,0,45~49,1,10016,10016030
19CoV,2022,05,澎湖縣,白沙鄉,M,0,70+,1,10016,10016030
19CoV,2022,05,澎湖縣,馬公市,F,0,55~59,1,10016,10016010
19CoV,2022,05,澎湖縣,馬公市,F,0,70+,1,10016,10016010
19CoV,2022,05,基隆市,七堵區,F,0,70+,1,10017,10017020
19CoV,2022,05,基隆市,七堵區,M,0,70+,5,10017,10017020
19CoV,2022,05,基隆市,中山區,M,0,0~4,1,10017,10017050
19CoV,2022,05,基隆市,中山區,M,0,55~59,1,10017,10017050
19CoV,2022,05,基隆市,中山區,M,0,60~64,1,10017,10017050
19CoV,2022,05,基隆市,中山區,M,0,65~69,1,10017,10017050
19CoV,2022,05,基隆市,中山區,F,0,70+,4,10017,10017050
19CoV,2022,05,基隆市,中山區,M,0,70+,5,10017,10017050
19CoV,2022,05,基隆市,中正區,F,0,50~54,1,10017,10017010
19CoV,2022,05,基隆市,中正區,M,0,5~9,1,10017,10017010
19CoV,2022,05,基隆市,中正區,F,0,65~69,1,10017,10017010
19CoV,2022,05,基隆市,中正區,M,0,65~69,1,10017,10017010
19CoV,2022,05,基隆市,中正區,F,0,70+,10,10017,10017010
19CoV,2022,05,基隆市,中正區,M,0,70+,4,10017,10017010
19CoV,2022,05,基隆市,仁愛區,M,0,35~39,1,10017,10017040
19CoV,2022,05,基隆市,仁愛區,F,0,45~49,1,10017,10017040
19CoV,2022,05,基隆市,仁愛區,M,0,50~54,1,10017,10017040
19CoV,2022,05,基隆市,仁愛區,M,0,60~64,1,10017,10017040
19CoV,2022,05,基隆市,仁愛區,F,0,65~69,1,10017,10017040
19CoV,2022,05,基隆市,仁愛區,F,0,70+,10,10017,10017040
19CoV,2022,05,基隆市,仁愛區,M,0,70+,6,10017,10017040
19CoV,2022,05,基隆市,信義區,F,0,60~64,1,10017,10017070
19CoV,2022,05,基隆市,信義區,M,0,60~64,2,10017,10017070
19CoV,2022,05,基隆市,信義區,M,0,65~69,1,10017,10017070
19CoV,2022,05,基隆市,信義區,F,0,70+,5,10017,10017070
19CoV,2022,05,基隆市,信義區,M,0,70+,7,10017,10017070
19CoV,2022,05,基隆市,安樂區,M,0,45~49,1,10017,10017060
19CoV,2022,05,基隆市,安樂區,M,0,55~59,1,10017,10017060
19CoV,2022,05,基隆市,安樂區,M,0,60~64,1,10017,10017060
19CoV,2022,05,基隆市,安樂區,M,0,65~69,2,10017,10017060
19CoV,2022,05,基隆市,安樂區,F,0,70+,10,10017,10017060
19CoV,2022,05,基隆市,安樂區,M,0,70+,10,10017,10017060
19CoV,2022,05,基隆市,暖暖區,M,0,60~64,1,10017,10017030
19CoV,2022,05,基隆市,暖暖區,F,0,70+,1,10017,10017030
19CoV,2022,05,基隆市,暖暖區,M,0,70+,1,10017,10017030
19CoV,2022,05,新竹市,北區,M,0,50~54,1,10018,10018020
19CoV,2022,05,新竹市,北區,M,0,55~59,1,10018,10018020
19CoV,2022,05,新竹市,北區,M,0,60~64,1,10018,10018020
19CoV,2022,05,新竹市,北區,F,0,65~69,1,10018,10018020
19CoV,2022,05,新竹市,北區,F,0,70+,3,10018,10018020
19CoV,2022,05,新竹市,北區,M,0,70+,9,10018,10018020
19CoV,2022,05,新竹市,東區,M,0,45~49,1,10018,10018010
19CoV,2022,05,新竹市,東區,F,0,60~64,1,10018,10018010
19CoV,2022,05,新竹市,東區,F,0,65~69,1,10018,10018010
19CoV,2022,05,新竹市,東區,F,0,70+,7,10018,10018010
19CoV,2022,05,新竹市,東區,M,0,70+,3,10018,10018010
19CoV,2022,05,新竹市,香山區,M,0,60~64,1,10018,10018030
19CoV,2022,05,新竹市,香山區,M,0,65~69,1,10018,10018030
19CoV,2022,05,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2022,05,嘉義市,東區,M,0,65~69,1,10020,10020010
19CoV,2022,05,嘉義市,東區,F,0,70+,5,10020,10020010
19CoV,2022,05,嘉義市,東區,M,0,70+,12,10020,10020010
19CoV,2022,05,嘉義市,西區,M,0,50~54,1,10020,10020020
19CoV,2022,05,嘉義市,西區,M,0,55~59,2,10020,10020020
19CoV,2022,05,嘉義市,西區,M,0,60~64,1,10020,10020020
19CoV,2022,05,嘉義市,西區,M,0,65~69,2,10020,10020020
19CoV,2022,05,嘉義市,西區,F,0,70+,11,10020,10020020
19CoV,2022,05,嘉義市,西區,M,0,70+,10,10020,10020020
19CoV,2022,05,台北市,中山區,M,0,20~24,1,63000,63000040
19CoV,2022,05,台北市,中山區,F,0,55~59,1,63000,63000040
19CoV,2022,05,台北市,中山區,M,0,55~59,1,63000,63000040
19CoV,2022,05,台北市,中山區,F,0,60~64,2,63000,63000040
19CoV,2022,05,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2022,05,台北市,中山區,M,0,65~69,2,63000,63000040
19CoV,2022,05,台北市,中山區,F,0,70+,13,63000,63000040
19CoV,2022,05,台北市,中山區,M,0,70+,8,63000,63000040
19CoV,2022,05,台北市,中正區,F,0,55~59,1,63000,63000050
19CoV,2022,05,台北市,中正區,M,0,60~64,1,63000,63000050
19CoV,2022,05,台北市,中正區,F,0,70+,7,63000,63000050
19CoV,2022,05,台北市,中正區,M,0,70+,7,63000,63000050
19CoV,2022,05,台北市,信義區,F,0,35~39,1,63000,63000020
19CoV,2022,05,台北市,信義區,M,0,55~59,1,63000,63000020
19CoV,2022,05,台北市,信義區,M,0,65~69,1,63000,63000020
19CoV,2022,05,台北市,信義區,F,0,70+,15,63000,63000020
19CoV,2022,05,台北市,信義區,M,0,70+,15,63000,63000020
19CoV,2022,05,台北市,內湖區,F,0,0~4,1,63000,63000100
19CoV,2022,05,台北市,內湖區,M,0,45~49,1,63000,63000100
19CoV,2022,05,台北市,內湖區,F,0,50~54,1,63000,63000100
19CoV,2022,05,台北市,內湖區,M,0,50~54,1,63000,63000100
19CoV,2022,05,台北市,內湖區,M,0,60~64,1,63000,63000100
19CoV,2022,05,台北市,內湖區,F,0,65~69,2,63000,63000100
19CoV,2022,05,台北市,內湖區,M,0,65~69,1,63000,63000100
19CoV,2022,05,台北市,內湖區,F,0,70+,13,63000,63000100
19CoV,2022,05,台北市,內湖區,M,0,70+,17,63000,63000100
19CoV,2022,05,台北市,北投區,M,0,50~54,1,63000,63000120
19CoV,2022,05,台北市,北投區,M,0,55~59,1,63000,63000120
19CoV,2022,05,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2022,05,台北市,北投區,M,0,60~64,2,63000,63000120
19CoV,2022,05,台北市,北投區,M,0,65~69,1,63000,63000120
19CoV,2022,05,台北市,北投區,F,0,70+,22,63000,63000120
19CoV,2022,05,台北市,北投區,M,0,70+,27,63000,63000120
19CoV,2022,05,台北市,南港區,F,0,40~44,1,63000,63000090
19CoV,2022,05,台北市,南港區,M,0,45~49,1,63000,63000090
19CoV,2022,05,台北市,南港區,F,0,50~54,1,63000,63000090
19CoV,2022,05,台北市,南港區,M,0,55~59,2,63000,63000090
19CoV,2022,05,台北市,南港區,M,0,60~64,2,63000,63000090
19CoV,2022,05,台北市,南港區,F,0,70+,3,63000,63000090
19CoV,2022,05,台北市,南港區,M,0,70+,10,63000,63000090
19CoV,2022,05,台北市,士林區,M,0,50~54,1,63000,63000110
19CoV,2022,05,台北市,士林區,F,0,55~59,1,63000,63000110
19CoV,2022,05,台北市,士林區,F,0,60~64,1,63000,63000110
19CoV,2022,05,台北市,士林區,M,0,60~64,1,63000,63000110
19CoV,2022,05,台北市,士林區,F,0,65~69,1,63000,63000110
19CoV,2022,05,台北市,士林區,M,0,65~69,4,63000,63000110
19CoV,2022,05,台北市,士林區,F,0,70+,17,63000,63000110
19CoV,2022,05,台北市,士林區,M,0,70+,15,63000,63000110
19CoV,2022,05,台北市,大同區,M,0,50~54,2,63000,63000060
19CoV,2022,05,台北市,大同區,M,0,55~59,1,63000,63000060
19CoV,2022,05,台北市,大同區,M,0,60~64,2,63000,63000060
19CoV,2022,05,台北市,大同區,F,0,65~69,1,63000,63000060
19CoV,2022,05,台北市,大同區,F,0,70+,10,63000,63000060
19CoV,2022,05,台北市,大同區,M,0,70+,8,63000,63000060
19CoV,2022,05,台北市,大安區,M,0,20~24,1,63000,63000030
19CoV,2022,05,台北市,大安區,F,0,65~69,1,63000,63000030
19CoV,2022,05,台北市,大安區,M,0,65~69,1,63000,63000030
19CoV,2022,05,台北市,大安區,F,0,70+,18,63000,63000030
19CoV,2022,05,台北市,大安區,M,0,70+,14,63000,63000030
19CoV,2022,05,台北市,文山區,F,0,0~4,1,63000,63000080
19CoV,2022,05,台北市,文山區,F,0,0~4,1,63000,63000081
19CoV,2022,05,台北市,文山區,F,0,0~4,1,63000,63000082
19CoV,2022,05,台北市,文山區,F,0,50~54,1,63000,63000081
19CoV,2022,05,台北市,文山區,F,0,50~54,1,63000,63000080
19CoV,2022,05,台北市,文山區,F,0,50~54,1,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,50~54,1,63000,63000081
19CoV,2022,05,台北市,文山區,M,0,50~54,1,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,50~54,1,63000,63000080
19CoV,2022,05,台北市,文山區,M,0,55~59,1,63000,63000081
19CoV,2022,05,台北市,文山區,M,0,55~59,1,63000,63000080
19CoV,2022,05,台北市,文山區,M,0,55~59,1,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,60~64,3,63000,63000080
19CoV,2022,05,台北市,文山區,M,0,60~64,3,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,60~64,3,63000,63000081
19CoV,2022,05,台北市,文山區,F,0,65~69,3,63000,63000082
19CoV,2022,05,台北市,文山區,F,0,65~69,3,63000,63000080
19CoV,2022,05,台北市,文山區,F,0,65~69,3,63000,63000081
19CoV,2022,05,台北市,文山區,M,0,65~69,2,63000,63000081
19CoV,2022,05,台北市,文山區,M,0,65~69,2,63000,63000080
19CoV,2022,05,台北市,文山區,M,0,65~69,2,63000,63000082
19CoV,2022,05,台北市,文山區,F,0,70+,25,63000,63000080
19CoV,2022,05,台北市,文山區,F,0,70+,25,63000,63000081
19CoV,2022,05,台北市,文山區,F,0,70+,25,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,70+,24,63000,63000080
19CoV,2022,05,台北市,文山區,M,0,70+,24,63000,63000082
19CoV,2022,05,台北市,文山區,M,0,70+,24,63000,63000081
19CoV,2022,05,台北市,松山區,F,0,0~4,1,63000,63000010
19CoV,2022,05,台北市,松山區,F,0,60~64,1,63000,63000010
19CoV,2022,05,台北市,松山區,F,0,65~69,1,63000,63000010
19CoV,2022,05,台北市,松山區,F,0,70+,14,63000,63000010
19CoV,2022,05,台北市,松山區,M,0,70+,14,63000,63000010
19CoV,2022,05,台北市,萬華區,M,0,40~44,1,63000,63000070
19CoV,2022,05,台北市,萬華區,M,0,40~44,1,63000,63000072
19CoV,2022,05,台北市,萬華區,M,0,40~44,1,63000,63000071
19CoV,2022,05,台北市,萬華區,F,0,55~59,2,63000,63000072
19CoV,2022,05,台北市,萬華區,F,0,55~59,2,63000,63000070
19CoV,2022,05,台北市,萬華區,F,0,55~59,2,63000,63000071
19CoV,2022,05,台北市,萬華區,M,0,55~59,4,63000,63000070
19CoV,2022,05,台北市,萬華區,M,0,55~59,4,63000,63000072
19CoV,2022,05,台北市,萬華區,M,0,55~59,4,63000,63000071
19CoV,2022,05,台北市,萬華區,F,0,65~69,1,63000,63000070
19CoV,2022,05,台北市,萬華區,F,0,65~69,1,63000,63000071
19CoV,2022,05,台北市,萬華區,F,0,65~69,1,63000,63000072
19CoV,2022,05,台北市,萬華區,M,0,65~69,1,63000,63000070
19CoV,2022,05,台北市,萬華區,M,0,65~69,1,63000,63000072
19CoV,2022,05,台北市,萬華區,M,0,65~69,1,63000,63000071
19CoV,2022,05,台北市,萬華區,F,0,70+,18,63000,63000071
19CoV,2022,05,台北市,萬華區,F,0,70+,18,63000,63000072
19CoV,2022,05,台北市,萬華區,F,0,70+,18,63000,63000070
19CoV,2022,05,台北市,萬華區,M,0,70+,35,63000,63000070
19CoV,2022,05,台北市,萬華區,M,0,70+,35,63000,63000072
19CoV,2022,05,台北市,萬華區,M,0,70+,35,63000,63000071
19CoV,2022,05,高雄市,三民區,M,0,30~34,1,64000,64000050
19CoV,2022,05,高雄市,三民區,M,0,30~34,1,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,30~34,1,64000,64000051
19CoV,2022,05,高雄市,三民區,M,0,50~54,1,64000,64000051
19CoV,2022,05,高雄市,三民區,M,0,50~54,1,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,50~54,1,64000,64000050
19CoV,2022,05,高雄市,三民區,M,0,55~59,1,64000,64000050
19CoV,2022,05,高雄市,三民區,M,0,55~59,1,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,55~59,1,64000,64000051
19CoV,2022,05,高雄市,三民區,M,0,60~64,1,64000,64000051
19CoV,2022,05,高雄市,三民區,M,0,60~64,1,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,60~64,1,64000,64000050
19CoV,2022,05,高雄市,三民區,F,0,70+,10,64000,64000051
19CoV,2022,05,高雄市,三民區,F,0,70+,10,64000,64000050
19CoV,2022,05,高雄市,三民區,F,0,70+,10,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,70+,14,64000,64000050
19CoV,2022,05,高雄市,三民區,M,0,70+,14,64000,64000052
19CoV,2022,05,高雄市,三民區,M,0,70+,14,64000,64000051
19CoV,2022,05,高雄市,仁武區,M,0,45~49,1,64000,64000170
19CoV,2022,05,高雄市,仁武區,M,0,60~64,1,64000,64000170
19CoV,2022,05,高雄市,仁武區,F,0,65~69,1,64000,64000170
19CoV,2022,05,高雄市,仁武區,F,0,70+,1,64000,64000170
19CoV,2022,05,高雄市,仁武區,M,0,70+,4,64000,64000170
