確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,安平區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,安平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,官田區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,山上區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,後壁區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,台南市,新化區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,新市區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,14,台南市,新營區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,新營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,M,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,台南市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,東山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,柳營區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,歸仁區,M,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,台南市,永康區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,台南市,關廟區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,台南市,關廟區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,鹽水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台南市,麻豆區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,三民區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,三民區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,大寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,大寮區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,高雄市,小港區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,岡山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,岡山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,林園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,湖內區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,燕巢區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,高雄市,苓雅區,F,否,3,1
嚴重特殊傳染性肺炎,2023,14,高雄市,苓雅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,高雄市,茂林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,高雄市,路竹區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,高雄市,路竹區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,高雄市,鳳山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,高雄市,鼓山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,基隆市,七堵區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,基隆市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,基隆市,仁愛區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,基隆市,安樂區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新竹市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,新竹市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新竹市,香山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義市,西區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,嘉義市,西區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,三峽區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,新北市,三峽區,M,否,50-54,2
嚴重特殊傳染性肺炎,2023,14,新北市,三峽區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,三峽區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,三芝區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,三重區,F,否,50-54,2
嚴重特殊傳染性肺炎,2023,14,新北市,三重區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,三重區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,中和區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,新北市,中和區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,14,新北市,中和區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,中和區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,五股區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,土城區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,新店區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,新北市,新店區,F,否,70+,7
嚴重特殊傳染性肺炎,2023,14,新北市,新店區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,M,否,2,2
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,新莊區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,14,新北市,板橋區,F,否,0,2
嚴重特殊傳染性肺炎,2023,14,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,新北市,板橋區,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,14,新北市,板橋區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,新北市,板橋區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,樹林區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,新北市,樹林區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,新北市,樹林區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,永和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,新北市,永和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,永和區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,汐止區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,新北市,汐止區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,新北市,汐止區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,汐止區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,新北市,泰山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,新北市,泰山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,淡水區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,新北市,淡水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,淡水區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,新北市,淡水區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,深坑區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,瑞芳區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,石門區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,萬里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新北市,鶯歌區,F,否,1,1
嚴重特殊傳染性肺炎,2023,14,新北市,鶯歌區,M,否,2,1
嚴重特殊傳染性肺炎,2023,14,新北市,鶯歌區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新北市,鶯歌區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,桃園市,中壢區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,14,桃園市,八德區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,桃園市,八德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,八德區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,大園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,桃園市,大溪區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,平鎮區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,14,桃園市,桃園區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,楊梅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,蘆竹區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,桃園市,蘆竹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,觀音區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,桃園市,觀音區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龍潭區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,桃園市,龜山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,尖石鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,新埔鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,湖口鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,湖口鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新竹縣,湖口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,竹北市,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,竹北市,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,竹北市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,新竹縣,竹北市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,新竹縣,竹東鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,新竹縣,關西鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,三星鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,五結鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,壯圍鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,壯圍鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,宜蘭市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,三義鄉,F,否,20-24,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,後龍鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,竹南鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,苗栗市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,苗栗縣,苗栗市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,通霄鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,苗栗縣,頭屋鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,和美鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,員林市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,彰化縣,埔鹽鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,埔鹽鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,埔鹽鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,大村鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,大村鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,彰化縣,大村鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,彰化市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,彰化市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,彰化縣,彰化市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,彰化縣,溪湖鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,田中鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,彰化縣,社頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,社頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,福興鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,彰化縣,秀水鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,芳苑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,仁愛鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,南投縣,仁愛鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,南投市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,南投縣,南投市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,南投縣,名間鄉,M,否,10-14,1
嚴重特殊傳染性肺炎,2023,14,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,埔里鎮,M,否,70+,4
嚴重特殊傳染性肺炎,2023,14,南投縣,竹山鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,集集鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,南投縣,魚池鄉,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,南投縣,魚池鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,古坑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,斗六市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,14,雲林縣,斗南鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,斗南鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,雲林縣,斗南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,水林鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,莿桐鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,莿桐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,虎尾鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,虎尾鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,西螺鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,麥寮鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,雲林縣,麥寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,大林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,大林鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義縣,太保市,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,太保市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義縣,布袋鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,布袋鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,新港鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,新港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,梅山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,梅山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,民雄鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,民雄鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,水上鄉,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,水上鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,水上鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義縣,水上鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,番路鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,竹崎鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,竹崎鄉,F,否,70+,3
嚴重特殊傳染性肺炎,2023,14,嘉義縣,竹崎鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,14,嘉義縣,義竹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,鹿草鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,嘉義縣,鹿草鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,佳冬鄉,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,佳冬鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,內埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,0,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,M,否,4,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,屏東市,M,否,70+,6
嚴重特殊傳染性肺炎,2023,14,屏東縣,恆春鎮,M,否,0,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,新園鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,新園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,新園鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,東港鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,枋寮鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,潮州鎮,M,否,2,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,潮州鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,潮州鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,屏東縣,鹽埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,光復鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,吉安鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,壽豐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,秀林鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,14,花蓮縣,秀林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,14,台東縣,大武鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,14,台東縣,成功鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,15,台北市,中山區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,15,台北市,中山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,15,台北市,中正區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,15,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,15,台北市,信義區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,15,台北市,信義區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,15,台北市,內湖區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,15,台北市,內湖區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,15,台北市,北投區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,15,台北市,北投區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,15,台北市,北投區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,15,台北市,北投區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,15,台北市,北投區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,15,台北市,南港區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,15,台北市,南港區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,15,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,15,台北市,大同區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,15,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,15,台北市,大安區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,15,台北市,大安區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,15,台北市,大安區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,15,台北市,文山區,M,否,3,1
嚴重特殊傳染性肺炎,2023,15,台北市,文山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,15,台北市,文山區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,15,台北市,松山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2023,15,台北市,松山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,15,台北市,松山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,15,台北市,松山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,15,台北市,萬華區,M,否,60-64,1
