確定病名,診斷年份,診斷月份,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
098,2012,01,台北市,M,0,50~54,1,63000
098,2012,01,台北市,M,0,65~69,1,63000
098,2012,01,台北市,M,0,70+,1,63000
098,2012,01,高雄市,F,0,25~29,1,64000
098,2012,01,高雄市,M,0,20~24,1,64000
098,2012,01,高雄市,M,0,25~29,4,64000
098,2012,01,高雄市,M,0,30~34,1,64000
098,2012,01,高雄市,M,0,40~44,1,64000
098,2012,01,新北市,F,0,25~29,1,65000
098,2012,01,新北市,F,0,30~34,1,65000
098,2012,01,新北市,M,0,15~19,2,65000
098,2012,01,新北市,M,0,20~24,9,65000
098,2012,01,新北市,M,0,25~29,10,65000
098,2012,01,新北市,M,0,30~34,4,65000
098,2012,01,新北市,M,0,35~39,2,65000
098,2012,01,新北市,M,0,40~44,3,65000
098,2012,01,新北市,M,0,45~49,1,65000
098,2012,01,台中市,M,0,15~19,2,66000
098,2012,01,台中市,M,0,20~24,3,66000
098,2012,01,台中市,M,0,25~29,3,66000
098,2012,01,台中市,M,0,30~34,1,66000
098,2012,01,台中市,M,0,35~39,1,66000
098,2012,01,台中市,M,0,45~49,1,66000
098,2012,01,台南市,M,0,20~24,3,67000
098,2012,01,台南市,M,0,25~29,1,67000
098,2012,01,台南市,M,0,35~39,2,67000
098,2012,01,桃園市,M,0,15~19,1,68000
098,2012,01,桃園市,M,0,20~24,5,68000
098,2012,01,桃園市,M,0,25~29,4,68000
098,2012,01,桃園市,M,0,30~34,2,68000
098,2012,01,桃園市,M,0,35~39,1,68000
098,2012,01,桃園市,M,0,50~54,1,68000
098,2012,01,桃園市,M,0,55~59,1,68000
098,2012,01,桃園市,M,0,60~64,1,68000
098,2012,02,宜蘭縣,M,0,20~24,1,10002
098,2012,02,新竹縣,F,0,30~34,1,10004
098,2012,02,新竹縣,M,0,20~24,2,10004
098,2012,02,新竹縣,M,0,30~34,3,10004
098,2012,02,新竹縣,M,0,35~39,1,10004
098,2012,02,苗栗縣,M,0,15~19,1,10005
098,2012,02,苗栗縣,M,0,25~29,3,10005
098,2012,02,苗栗縣,M,0,30~34,3,10005
098,2012,02,苗栗縣,M,0,40~44,1,10005
098,2012,02,彰化縣,M,0,30~34,2,10007
098,2012,02,南投縣,M,0,15~19,1,10008
098,2012,02,雲林縣,M,0,25~29,2,10009
098,2012,02,雲林縣,M,0,30~34,1,10009
098,2012,02,雲林縣,M,0,45~49,1,10009
098,2012,02,嘉義縣,F,0,25~29,1,10010
098,2012,02,嘉義縣,M,0,25~29,2,10010
098,2012,02,嘉義縣,M,0,40~44,1,10010
098,2012,02,屏東縣,F,0,20~24,1,10013
098,2012,02,屏東縣,F,0,40~44,1,10013
098,2012,02,屏東縣,M,0,20~24,4,10013
098,2012,02,屏東縣,M,0,25~29,1,10013
098,2012,02,屏東縣,M,0,40~44,1,10013
098,2012,02,台東縣,M,0,20~24,3,10014
098,2012,02,花蓮縣,M,0,15~19,2,10015
098,2012,02,花蓮縣,M,0,40~44,1,10015
098,2012,02,基隆市,M,0,20~24,1,10017
098,2012,02,基隆市,M,0,25~29,1,10017
098,2012,02,基隆市,M,0,30~34,1,10017
098,2012,02,新竹市,F,0,35~39,1,10018
098,2012,02,新竹市,M,0,25~29,2,10018
098,2012,02,新竹市,M,0,55~59,1,10018
098,2012,02,嘉義市,M,0,20~24,1,10020
098,2012,02,嘉義市,M,0,40~44,1,10020
098,2012,02,嘉義市,M,0,50~54,1,10020
098,2012,02,台北市,F,0,15~19,1,63000
098,2012,02,台北市,F,0,20~24,1,63000
098,2012,02,台北市,M,0,20~24,11,63000
098,2012,02,台北市,M,0,25~29,7,63000
098,2012,02,台北市,M,0,30~34,7,63000
098,2012,02,台北市,M,0,35~39,5,63000
098,2012,02,台北市,M,0,40~44,2,63000
098,2012,02,台北市,M,0,45~49,2,63000
098,2012,02,台北市,M,0,50~54,1,63000
098,2012,02,高雄市,F,0,40~44,1,64000
098,2012,02,高雄市,M,0,20~24,2,64000
098,2012,02,高雄市,M,0,30~34,2,64000
098,2012,02,高雄市,M,0,35~39,3,64000
098,2012,02,高雄市,M,0,40~44,3,64000
098,2012,02,新北市,F,0,35~39,1,65000
098,2012,02,新北市,F,0,50~54,1,65000
098,2012,02,新北市,M,0,15~19,3,65000
098,2012,02,新北市,M,0,20~24,9,65000
098,2012,02,新北市,M,0,25~29,10,65000
098,2012,02,新北市,M,0,30~34,10,65000
098,2012,02,新北市,M,0,35~39,9,65000
098,2012,02,新北市,M,0,40~44,3,65000
098,2012,02,新北市,M,0,45~49,1,65000
098,2012,02,新北市,M,0,50~54,2,65000
098,2012,02,新北市,M,0,55~59,1,65000
098,2012,02,台中市,M,0,20~24,3,66000
098,2012,02,台中市,M,0,30~34,2,66000
098,2012,02,台南市,M,0,25~29,1,67000
098,2012,02,台南市,M,0,30~34,2,67000
098,2012,02,台南市,M,0,35~39,2,67000
098,2012,02,台南市,M,0,55~59,1,67000
098,2012,02,桃園市,F,0,15~19,1,68000
098,2012,02,桃園市,M,0,15~19,2,68000
098,2012,02,桃園市,M,0,20~24,4,68000
098,2012,02,桃園市,M,0,25~29,5,68000
098,2012,02,桃園市,M,0,30~34,2,68000
098,2012,02,桃園市,M,0,35~39,3,68000
098,2012,02,桃園市,M,0,50~54,1,68000
098,2012,03,金門縣,M,0,70+,1,09020
098,2012,03,宜蘭縣,M,0,15~19,1,10002
098,2012,03,宜蘭縣,M,0,25~29,1,10002
098,2012,03,新竹縣,M,0,20~24,1,10004
098,2012,03,新竹縣,M,0,25~29,2,10004
098,2012,03,新竹縣,M,0,30~34,5,10004
098,2012,03,新竹縣,M,0,35~39,1,10004
098,2012,03,新竹縣,M,0,45~49,1,10004
098,2012,03,苗栗縣,M,0,25~29,2,10005
098,2012,03,苗栗縣,M,0,30~34,1,10005
098,2012,03,苗栗縣,M,0,35~39,1,10005
098,2012,03,彰化縣,F,0,20~24,1,10007
098,2012,03,彰化縣,M,0,25~29,2,10007
098,2012,03,彰化縣,M,0,30~34,1,10007
098,2012,03,南投縣,M,0,25~29,1,10008
098,2012,03,雲林縣,M,0,20~24,1,10009
098,2012,03,雲林縣,M,0,30~34,2,10009
098,2012,03,雲林縣,M,0,35~39,1,10009
098,2012,03,雲林縣,M,0,40~44,1,10009
098,2012,03,雲林縣,M,0,70+,1,10009
098,2012,03,嘉義縣,M,0,25~29,1,10010
098,2012,03,嘉義縣,M,0,45~49,1,10010
098,2012,03,屏東縣,F,0,45~49,1,10013
098,2012,03,台東縣,M,0,20~24,3,10014
098,2012,03,花蓮縣,F,0,35~39,1,10015
098,2012,03,花蓮縣,F,0,55~59,1,10015
098,2012,03,基隆市,M,0,30~34,1,10017
098,2012,03,基隆市,M,0,35~39,1,10017
098,2012,03,新竹市,M,0,20~24,2,10018
098,2012,03,新竹市,M,0,35~39,1,10018
098,2012,03,嘉義市,M,0,30~34,1,10020
098,2012,03,台北市,F,0,30~34,1,63000
098,2012,03,台北市,M,0,20~24,5,63000
098,2012,03,台北市,M,0,25~29,12,63000
098,2012,03,台北市,M,0,30~34,12,63000
098,2012,03,台北市,M,0,35~39,8,63000
098,2012,03,台北市,M,0,40~44,4,63000
098,2012,03,台北市,M,0,45~49,1,63000
098,2012,03,台北市,M,0,50~54,1,63000
098,2012,03,高雄市,F,0,15~19,1,64000
098,2012,03,高雄市,M,0,20~24,3,64000
098,2012,03,高雄市,M,0,25~29,3,64000
098,2012,03,高雄市,M,0,30~34,2,64000
098,2012,03,高雄市,M,0,35~39,1,64000
098,2012,03,新北市,F,0,15~19,2,65000
098,2012,03,新北市,F,0,25~29,1,65000
098,2012,03,新北市,F,0,30~34,1,65000
098,2012,03,新北市,M,0,15~19,1,65000
098,2012,03,新北市,M,0,20~24,8,65000
098,2012,03,新北市,M,0,25~29,6,65000
098,2012,03,新北市,M,0,30~34,14,65000
098,2012,03,新北市,M,0,35~39,9,65000
098,2012,03,新北市,M,0,40~44,2,65000
098,2012,03,新北市,M,0,45~49,2,65000
098,2012,03,新北市,M,0,50~54,2,65000
098,2012,03,台中市,F,0,40~44,1,66000
098,2012,03,台中市,M,0,15~19,3,66000
098,2012,03,台中市,M,0,20~24,4,66000
098,2012,03,台中市,M,0,25~29,1,66000
098,2012,03,台中市,M,0,30~34,2,66000
098,2012,03,台中市,M,0,35~39,3,66000
098,2012,03,台中市,M,0,50~54,1,66000
098,2012,03,台中市,M,0,55~59,1,66000
098,2012,03,台南市,M,0,15~19,1,67000
098,2012,03,台南市,M,0,20~24,3,67000
098,2012,03,台南市,M,0,30~34,1,67000
098,2012,03,台南市,M,0,35~39,1,67000
098,2012,03,台南市,M,0,40~44,1,67000
098,2012,03,台南市,M,0,55~59,1,67000
098,2012,03,桃園市,F,0,25~29,1,68000
098,2012,03,桃園市,F,0,55~59,1,68000
098,2012,03,桃園市,M,0,15~19,1,68000
098,2012,03,桃園市,M,0,25~29,3,68000
098,2012,03,桃園市,M,0,30~34,2,68000
098,2012,03,桃園市,M,0,35~39,1,68000
098,2012,03,桃園市,M,0,40~44,1,68000
098,2012,03,桃園市,M,0,55~59,1,68000
098,2012,04,連江縣,M,0,20~24,1,09007
098,2012,04,新竹縣,F,0,65~69,1,10004
098,2012,04,新竹縣,M,0,20~24,2,10004
098,2012,04,新竹縣,M,0,25~29,1,10004
098,2012,04,新竹縣,M,0,50~54,1,10004
098,2012,04,苗栗縣,M,0,25~29,2,10005
098,2012,04,彰化縣,M,0,30~34,1,10007
098,2012,04,雲林縣,M,0,25~29,1,10009
098,2012,04,嘉義縣,M,0,20~24,1,10010
098,2012,04,屏東縣,M,0,30~34,1,10013
098,2012,04,屏東縣,M,0,45~49,1,10013
098,2012,04,花蓮縣,F,0,20~24,1,10015
098,2012,04,花蓮縣,M,0,20~24,2,10015
098,2012,04,花蓮縣,M,0,30~34,1,10015
098,2012,04,澎湖縣,F,0,25~29,1,10016
098,2012,04,基隆市,M,0,15~19,1,10017
098,2012,04,基隆市,M,0,20~24,1,10017
098,2012,04,基隆市,M,0,25~29,2,10017
098,2012,04,基隆市,M,0,30~34,1,10017
098,2012,04,新竹市,M,0,20~24,1,10018
098,2012,04,新竹市,M,0,25~29,1,10018
098,2012,04,新竹市,M,0,30~34,1,10018
098,2012,04,嘉義市,M,0,35~39,1,10020
098,2012,04,嘉義市,M,0,45~49,1,10020
098,2012,04,台北市,F,0,55~59,1,63000
098,2012,04,台北市,M,0,15~19,2,63000
098,2012,04,台北市,M,0,20~24,2,63000
098,2012,04,台北市,M,0,25~29,8,63000
098,2012,04,台北市,M,0,30~34,8,63000
098,2012,04,台北市,M,0,35~39,5,63000
098,2012,04,台北市,M,0,40~44,1,63000
098,2012,04,台北市,M,0,45~49,1,63000
098,2012,04,台北市,M,0,50~54,1,63000
098,2012,04,台北市,M,0,55~59,2,63000
098,2012,04,台北市,M,0,60~64,1,63000
098,2012,04,台北市,M,0,70+,1,63000
098,2012,04,高雄市,F,0,25~29,1,64000
098,2012,04,高雄市,M,0,25~29,1,64000
098,2012,04,高雄市,M,0,30~34,2,64000
098,2012,04,高雄市,M,0,35~39,2,64000
098,2012,04,高雄市,M,0,40~44,1,64000
098,2012,04,新北市,F,0,10~14,1,65000
098,2012,04,新北市,F,0,15~19,1,65000
098,2012,04,新北市,F,0,30~34,1,65000
098,2012,04,新北市,M,0,15~19,6,65000
098,2012,04,新北市,M,0,20~24,13,65000
098,2012,04,新北市,M,0,25~29,11,65000
098,2012,04,新北市,M,0,30~34,9,65000
098,2012,04,新北市,M,0,35~39,9,65000
098,2012,04,新北市,M,0,40~44,2,65000
098,2012,04,新北市,M,0,45~49,1,65000
098,2012,04,新北市,M,0,50~54,2,65000
098,2012,04,新北市,M,0,60~64,1,65000
098,2012,04,台中市,M,0,15~19,1,66000
098,2012,04,台中市,M,0,20~24,5,66000
098,2012,04,台中市,M,0,30~34,2,66000
098,2012,04,台中市,M,0,40~44,2,66000
098,2012,04,台中市,M,0,45~49,1,66000
098,2012,04,台中市,M,0,50~54,1,66000
098,2012,04,台南市,M,0,15~19,1,67000
098,2012,04,台南市,M,0,20~24,1,67000
098,2012,04,台南市,M,0,25~29,2,67000
098,2012,04,台南市,M,0,30~34,2,67000
098,2012,04,台南市,M,0,35~39,2,67000
098,2012,04,台南市,M,0,40~44,1,67000
098,2012,04,桃園市,M,0,20~24,5,68000
098,2012,04,桃園市,M,0,25~29,4,68000
098,2012,04,桃園市,M,0,30~34,3,68000
098,2012,04,桃園市,M,0,40~44,2,68000
098,2012,04,桃園市,M,0,55~59,1,68000
098,2012,05,金門縣,M,0,20~24,1,09020
098,2012,05,宜蘭縣,M,0,15~19,1,10002
098,2012,05,新竹縣,M,0,15~19,1,10004
098,2012,05,新竹縣,M,0,20~24,1,10004
098,2012,05,新竹縣,M,0,25~29,3,10004
098,2012,05,新竹縣,M,0,30~34,2,10004
098,2012,05,新竹縣,M,0,35~39,1,10004
098,2012,05,新竹縣,M,0,40~44,2,10004
098,2012,05,新竹縣,M,0,55~59,1,10004
098,2012,05,苗栗縣,M,0,15~19,2,10005
098,2012,05,苗栗縣,M,0,20~24,3,10005
098,2012,05,苗栗縣,M,0,25~29,1,10005
098,2012,05,苗栗縣,M,0,30~34,2,10005
098,2012,05,苗栗縣,M,0,55~59,1,10005
098,2012,05,彰化縣,F,0,25~29,1,10007
098,2012,05,彰化縣,M,0,15~19,1,10007
098,2012,05,彰化縣,M,0,25~29,2,10007
098,2012,05,南投縣,M,0,20~24,1,10008
098,2012,05,雲林縣,M,0,30~34,1,10009
098,2012,05,雲林縣,M,0,35~39,1,10009
098,2012,05,嘉義縣,M,0,35~39,3,10010
098,2012,05,嘉義縣,M,0,70+,1,10010
098,2012,05,屏東縣,M,0,35~39,1,10013
098,2012,05,台東縣,F,0,20~24,1,10014
098,2012,05,台東縣,M,0,30~34,2,10014
098,2012,05,花蓮縣,F,0,45~49,1,10015
098,2012,05,花蓮縣,M,0,15~19,1,10015
098,2012,05,花蓮縣,M,0,20~24,2,10015
098,2012,05,花蓮縣,M,0,25~29,2,10015
098,2012,05,基隆市,F,0,15~19,1,10017
098,2012,05,基隆市,M,0,15~19,3,10017
098,2012,05,基隆市,M,0,20~24,2,10017
098,2012,05,基隆市,M,0,25~29,2,10017
098,2012,05,新竹市,M,0,20~24,2,10018
098,2012,05,新竹市,M,0,30~34,3,10018
098,2012,05,新竹市,M,0,35~39,2,10018
098,2012,05,新竹市,M,0,40~44,1,10018
098,2012,05,嘉義市,M,0,30~34,1,10020
098,2012,05,嘉義市,M,0,55~59,1,10020
098,2012,05,台北市,F,0,35~39,1,63000
098,2012,05,台北市,M,0,20~24,5,63000
098,2012,05,台北市,M,0,25~29,9,63000
098,2012,05,台北市,M,0,30~34,7,63000
098,2012,05,台北市,M,0,35~39,8,63000
098,2012,05,台北市,M,0,40~44,2,63000
098,2012,05,台北市,M,0,45~49,1,63000
098,2012,05,台北市,M,0,55~59,1,63000
098,2012,05,台北市,M,0,60~64,1,63000
098,2012,05,台北市,M,0,70+,1,63000
098,2012,05,高雄市,F,0,20~24,1,64000
098,2012,05,高雄市,M,0,20~24,1,64000
098,2012,05,高雄市,M,0,30~34,1,64000
098,2012,05,高雄市,M,0,35~39,2,64000
098,2012,05,高雄市,M,0,40~44,2,64000
098,2012,05,高雄市,M,0,45~49,1,64000
098,2012,05,新北市,F,0,30~34,1,65000
098,2012,05,新北市,M,0,15~19,5,65000
098,2012,05,新北市,M,0,20~24,7,65000
098,2012,05,新北市,M,0,25~29,10,65000
098,2012,05,新北市,M,0,30~34,11,65000
098,2012,05,新北市,M,0,35~39,4,65000
098,2012,05,新北市,M,0,40~44,4,65000
098,2012,05,新北市,M,0,45~49,2,65000
098,2012,05,新北市,M,0,50~54,1,65000
098,2012,05,新北市,M,0,55~59,2,65000
098,2012,05,台中市,M,0,20~24,3,66000
098,2012,05,台中市,M,0,30~34,1,66000
098,2012,05,台中市,M,0,35~39,2,66000
098,2012,05,台中市,M,0,55~59,1,66000
098,2012,05,台南市,M,0,20~24,2,67000
098,2012,05,台南市,M,0,25~29,1,67000
098,2012,05,台南市,M,0,30~34,1,67000
098,2012,05,台南市,M,0,50~54,1,67000
098,2012,05,桃園市,F,0,25~29,1,68000
098,2012,05,桃園市,M,0,20~24,5,68000
098,2012,05,桃園市,M,0,25~29,6,68000
098,2012,05,桃園市,M,0,30~34,2,68000
098,2012,05,桃園市,M,0,40~44,1,68000
098,2012,05,桃園市,M,0,45~49,1,68000
098,2012,06,宜蘭縣,M,0,35~39,1,10002
098,2012,06,新竹縣,F,0,10~14,1,10004
098,2012,06,新竹縣,M,0,20~24,2,10004
098,2012,06,新竹縣,M,0,25~29,1,10004
098,2012,06,新竹縣,M,0,30~34,2,10004
098,2012,06,新竹縣,M,0,35~39,1,10004
098,2012,06,新竹縣,M,0,70+,1,10004
098,2012,06,苗栗縣,M,0,25~29,1,10005
098,2012,06,彰化縣,F,0,25~29,2,10007
098,2012,06,彰化縣,M,0,20~24,3,10007
098,2012,06,彰化縣,M,0,25~29,1,10007
098,2012,06,彰化縣,M,0,30~34,1,10007
098,2012,06,南投縣,M,0,20~24,1,10008
098,2012,06,雲林縣,M,0,40~44,1,10009
098,2012,06,雲林縣,M,0,45~49,1,10009
098,2012,06,嘉義縣,M,0,35~39,1,10010
098,2012,06,屏東縣,M,0,20~24,2,10013
098,2012,06,屏東縣,M,0,45~49,1,10013
098,2012,06,花蓮縣,M,0,20~24,1,10015
098,2012,06,基隆市,M,0,20~24,1,10017
098,2012,06,基隆市,M,0,25~29,1,10017
098,2012,06,基隆市,M,0,30~34,1,10017
098,2012,06,新竹市,M,0,25~29,1,10018
098,2012,06,新竹市,M,0,30~34,1,10018
098,2012,06,新竹市,M,0,35~39,1,10018
098,2012,06,新竹市,M,0,45~49,1,10018
098,2012,06,台北市,F,0,20~24,3,63000
098,2012,06,台北市,F,0,25~29,1,63000
098,2012,06,台北市,F,0,35~39,1,63000
098,2012,06,台北市,F,0,50~54,1,63000
098,2012,06,台北市,M,0,15~19,2,63000
098,2012,06,台北市,M,0,20~24,4,63000
098,2012,06,台北市,M,0,25~29,9,63000
098,2012,06,台北市,M,0,30~34,5,63000
098,2012,06,台北市,M,0,35~39,3,63000
098,2012,06,台北市,M,0,40~44,4,63000
098,2012,06,台北市,M,0,45~49,2,63000
098,2012,06,台北市,M,0,50~54,1,63000
098,2012,06,台北市,M,0,55~59,1,63000
098,2012,06,高雄市,M,0,20~24,3,64000
098,2012,06,高雄市,M,0,25~29,1,64000
098,2012,06,高雄市,M,0,30~34,2,64000
098,2012,06,高雄市,M,0,35~39,2,64000
098,2012,06,新北市,F,0,15~19,4,65000
098,2012,06,新北市,F,0,30~34,2,65000
098,2012,06,新北市,F,0,35~39,1,65000
098,2012,06,新北市,F,0,45~49,1,65000
098,2012,06,新北市,M,0,15~19,3,65000
098,2012,06,新北市,M,0,20~24,8,65000
098,2012,06,新北市,M,0,25~29,11,65000
098,2012,06,新北市,M,0,30~34,9,65000
098,2012,06,新北市,M,0,35~39,5,65000
098,2012,06,新北市,M,0,40~44,1,65000
098,2012,06,新北市,M,0,45~49,5,65000
098,2012,06,新北市,M,0,50~54,2,65000
098,2012,06,新北市,M,0,70+,1,65000
098,2012,06,台中市,M,0,15~19,1,66000
098,2012,06,台中市,M,0,20~24,5,66000
098,2012,06,台中市,M,0,25~29,1,66000
098,2012,06,台中市,M,0,35~39,2,66000
098,2012,06,台中市,M,0,55~59,1,66000
098,2012,06,台中市,M,0,60~64,1,66000
098,2012,06,台南市,M,0,25~29,2,67000
098,2012,06,台南市,M,0,30~34,4,67000
098,2012,06,台南市,M,0,35~39,1,67000
098,2012,06,台南市,M,0,40~44,1,67000
098,2012,06,台南市,M,0,70+,1,67000
098,2012,06,桃園市,M,0,15~19,1,68000
098,2012,06,桃園市,M,0,20~24,4,68000
098,2012,06,桃園市,M,0,25~29,4,68000
098,2012,06,桃園市,M,0,30~34,3,68000
098,2012,06,桃園市,M,0,35~39,2,68000
098,2012,06,桃園市,M,0,40~44,1,68000
098,2012,06,桃園市,M,0,50~54,1,68000
098,2012,07,金門縣,M,0,30~34,1,09020
098,2012,07,宜蘭縣,M,0,25~29,1,10002
098,2012,07,新竹縣,M,0,20~24,4,10004
098,2012,07,新竹縣,M,0,25~29,1,10004
098,2012,07,新竹縣,M,0,30~34,1,10004
098,2012,07,新竹縣,M,0,35~39,3,10004
098,2012,07,苗栗縣,M,0,30~34,1,10005
098,2012,07,彰化縣,M,0,20~24,1,10007
098,2012,07,彰化縣,M,0,35~39,1,10007
098,2012,07,南投縣,M,0,20~24,1,10008
098,2012,07,南投縣,M,0,25~29,2,10008
098,2012,07,南投縣,M,0,40~44,1,10008
098,2012,07,雲林縣,M,0,20~24,3,10009
098,2012,07,雲林縣,M,0,55~59,1,10009
098,2012,07,嘉義縣,M,0,15~19,1,10010
098,2012,07,嘉義縣,M,0,20~24,2,10010
098,2012,07,台東縣,F,0,15~19,1,10014
098,2012,07,花蓮縣,F,0,20~24,1,10015
098,2012,07,花蓮縣,M,0,20~24,3,10015
098,2012,07,花蓮縣,M,0,25~29,1,10015
098,2012,07,花蓮縣,M,0,30~34,1,10015
098,2012,07,花蓮縣,M,0,35~39,1,10015
098,2012,07,花蓮縣,M,0,60~64,1,10015
098,2012,07,基隆市,M,0,20~24,2,10017
098,2012,07,新竹市,F,0,30~34,1,10018
098,2012,07,新竹市,M,0,25~29,2,10018
098,2012,07,新竹市,M,0,45~49,1,10018
098,2012,07,嘉義市,M,0,15~19,2,10020
098,2012,07,嘉義市,M,0,25~29,1,10020
098,2012,07,台北市,F,0,30~34,2,63000
098,2012,07,台北市,M,0,20~24,11,63000
098,2012,07,台北市,M,0,25~29,9,63000
098,2012,07,台北市,M,0,30~34,6,63000
098,2012,07,台北市,M,0,35~39,6,63000
098,2012,07,台北市,M,0,40~44,3,63000
098,2012,07,台北市,M,0,45~49,1,63000
098,2012,07,台北市,M,0,50~54,3,63000
098,2012,07,台北市,M,0,55~59,1,63000
098,2012,07,台北市,M,0,65~69,1,63000
098,2012,07,台北市,M,0,70+,1,63000
098,2012,07,高雄市,F,0,15~19,1,64000
098,2012,07,高雄市,M,0,20~24,4,64000
098,2012,07,高雄市,M,0,25~29,5,64000
098,2012,07,高雄市,M,0,30~34,2,64000
098,2012,07,高雄市,M,0,45~49,1,64000
098,2012,07,新北市,F,0,10~14,1,65000
098,2012,07,新北市,F,0,20~24,1,65000
098,2012,07,新北市,F,0,60~64,1,65000
098,2012,07,新北市,M,0,15~19,1,65000
098,2012,07,新北市,M,0,20~24,6,65000
098,2012,07,新北市,M,0,25~29,13,65000
098,2012,07,新北市,M,0,30~34,5,65000
098,2012,07,新北市,M,0,35~39,5,65000
098,2012,07,新北市,M,0,40~44,4,65000
098,2012,07,新北市,M,0,45~49,2,65000
098,2012,07,新北市,M,0,50~54,3,65000
098,2012,07,新北市,M,0,55~59,1,65000
098,2012,07,新北市,M,0,65~69,1,65000
098,2012,07,台中市,M,0,20~24,1,66000
098,2012,07,台中市,M,0,25~29,1,66000
098,2012,07,台中市,M,0,30~34,2,66000
098,2012,07,台中市,M,0,35~39,1,66000
098,2012,07,台中市,M,0,45~49,1,66000
098,2012,07,台南市,M,0,20~24,2,67000
098,2012,07,台南市,M,0,25~29,5,67000
098,2012,07,台南市,M,0,30~34,1,67000
098,2012,07,台南市,M,0,35~39,1,67000
098,2012,07,桃園市,M,0,15~19,1,68000
098,2012,07,桃園市,M,0,20~24,2,68000
098,2012,07,桃園市,M,0,25~29,6,68000
098,2012,07,桃園市,M,0,30~34,3,68000
098,2012,07,桃園市,M,0,35~39,3,68000
098,2012,07,桃園市,M,0,40~44,2,68000
098,2012,07,桃園市,M,0,45~49,1,68000
098,2012,08,宜蘭縣,F,0,30~34,1,10002
098,2012,08,宜蘭縣,M,0,25~29,1,10002
098,2012,08,新竹縣,M,0,20~24,2,10004
098,2012,08,新竹縣,M,0,25~29,1,10004
098,2012,08,新竹縣,M,0,30~34,2,10004
098,2012,08,新竹縣,M,0,55~59,1,10004
098,2012,08,苗栗縣,M,0,20~24,2,10005
098,2012,08,苗栗縣,M,0,25~29,3,10005
098,2012,08,苗栗縣,M,0,40~44,1,10005
098,2012,08,彰化縣,M,0,20~24,2,10007
098,2012,08,彰化縣,M,0,30~34,1,10007
098,2012,08,雲林縣,M,0,20~24,2,10009
098,2012,08,雲林縣,M,0,30~34,2,10009
098,2012,08,雲林縣,M,0,55~59,1,10009
098,2012,08,屏東縣,M,0,20~24,1,10013
098,2012,08,屏東縣,M,0,30~34,1,10013
098,2012,08,台東縣,M,0,15~19,3,10014
098,2012,08,花蓮縣,F,0,20~24,1,10015
098,2012,08,花蓮縣,M,0,20~24,1,10015
098,2012,08,基隆市,F,0,20~24,1,10017
098,2012,08,基隆市,F,0,40~44,1,10017
098,2012,08,基隆市,M,0,15~19,2,10017
098,2012,08,基隆市,M,0,20~24,2,10017
098,2012,08,基隆市,M,0,25~29,1,10017
098,2012,08,基隆市,M,0,40~44,1,10017
098,2012,08,新竹市,M,0,20~24,3,10018
098,2012,08,新竹市,M,0,25~29,2,10018
098,2012,08,新竹市,M,0,40~44,1,10018
098,2012,08,新竹市,M,0,50~54,1,10018
098,2012,08,嘉義市,M,0,20~24,1,10020
098,2012,08,嘉義市,M,0,30~34,1,10020
098,2012,08,台北市,M,0,15~19,4,63000
098,2012,08,台北市,M,0,20~24,6,63000
098,2012,08,台北市,M,0,25~29,10,63000
098,2012,08,台北市,M,0,30~34,6,63000
098,2012,08,台北市,M,0,35~39,5,63000
098,2012,08,台北市,M,0,40~44,1,63000
098,2012,08,台北市,M,0,45~49,2,63000
098,2012,08,高雄市,F,0,15~19,1,64000
098,2012,08,高雄市,M,0,15~19,2,64000
098,2012,08,高雄市,M,0,20~24,4,64000
098,2012,08,高雄市,M,0,25~29,5,64000
098,2012,08,高雄市,M,0,30~34,3,64000
098,2012,08,高雄市,M,0,35~39,2,64000
098,2012,08,高雄市,M,0,40~44,1,64000
098,2012,08,新北市,F,0,15~19,1,65000
098,2012,08,新北市,M,0,15~19,3,65000
098,2012,08,新北市,M,0,20~24,11,65000
098,2012,08,新北市,M,0,25~29,8,65000
098,2012,08,新北市,M,0,30~34,11,65000
098,2012,08,新北市,M,0,35~39,1,65000
098,2012,08,新北市,M,0,40~44,1,65000
098,2012,08,新北市,M,0,45~49,1,65000
098,2012,08,新北市,M,0,50~54,2,65000
098,2012,08,新北市,M,0,55~59,2,65000
098,2012,08,台中市,F,0,30~34,1,66000
098,2012,08,台中市,M,0,15~19,1,66000
098,2012,08,台中市,M,0,20~24,2,66000
098,2012,08,台中市,M,0,25~29,1,66000
098,2012,08,台中市,M,0,30~34,1,66000
098,2012,08,台中市,M,0,35~39,1,66000
098,2012,08,台中市,M,0,40~44,1,66000
098,2012,08,台中市,M,0,45~49,1,66000
098,2012,08,台南市,M,0,25~29,4,67000
098,2012,08,台南市,M,0,30~34,1,67000
098,2012,08,桃園市,M,0,15~19,1,68000
098,2012,08,桃園市,M,0,20~24,1,68000
098,2012,08,桃園市,M,0,25~29,6,68000
098,2012,08,桃園市,M,0,30~34,7,68000
098,2012,08,桃園市,M,0,35~39,5,68000
098,2012,08,桃園市,M,0,40~44,3,68000
098,2012,08,桃園市,M,0,45~49,1,68000
098,2012,09,宜蘭縣,M,0,25~29,1,10002
098,2012,09,新竹縣,M,0,25~29,1,10004
098,2012,09,苗栗縣,M,0,25~29,1,10005
098,2012,09,彰化縣,F,0,20~24,1,10007
098,2012,09,彰化縣,M,0,15~19,1,10007
098,2012,09,彰化縣,M,0,25~29,1,10007
