年度,區別,縣市,行政區,單位/醫事機構代碼,醫療院所名稱,地址,連絡電話
2022,台北區,台北市,大同區,3501092890,建成診所,台北市大同區長安西路82號,02-25500712
2022,台北區,台北市,大同區,3501093048,澤民診所,台北市大同區酒泉街104號,02-25963539
2022,台北區,台北市,大同區,3501093057,中華民國防癆協會第一胸腔病防治所,台北市大同區民權西路104號2樓,02-25538828
2022,台北區,台北市,大同區,3501093093,延平耳鼻喉科診所,台北市大同區臺北市大同區重慶北路2段235-4號,02-25536612
2022,台北區,台北市,大同區,3501093299,羅源彰診所,台北市大同區長安西路137號,02-25552500
2022,台北區,台北市,大同區,3501093539,慶吉診所,台北市大同區重慶北路 3 段 209 號,02-25973896
2022,台北區,台北市,大同區,3501093557,澤康診所,台北市大同區重慶北路三段71號,02-25960922
2022,台北區,台北市,大同區,3501093584,建順診所,台北市大同區甘州街51號1樓,02-25573250
2022,台北區,台北市,大同區,3501093806,祥恩耳鼻喉科診所,台北市大同區民生西路195號,02-25535185
2022,台北區,台北市,大同區,3501093913,寧夏診所,台北市大同區民生西路236號,02-25586060
2022,台北區,台北市,中山區,3501100217,陳炯輝診所,台北市中山區民生東路二段103號,02-25221796
2022,台北區,台北市,中山區,3501101385,王三郎婦產科診所,台北市中山區中山北路2段166號之2 ,02-25948758
2022,台北區,台北市,中山區,3501101769,林錦祥耳鼻喉科診所,台北市中山區五常街91號,02-25053069
2022,台北區,台北市,中山區,3501101787,周賢章耳鼻喉科診所,台北市中山區中山區天祥路26號,02-25213101
2022,台北區,台北市,中山區,3501101849,北安聯合診所,台北市中山區北安路569之3號,02-25337777
2022,台北區,台北市,中山區,3501102622,宗北內科診所,台北市中山區民生西路24號2樓,02-25411001
2022,台北區,台北市,中山區,3501102720,陳正熹耳鼻喉科診所,台北市中山區雙城街10巷18號,02-25857518
2022,台北區,台北市,中山區,3501106559,杏慈診所,台北市中山區民權東路2段152號1F,02-25013109
2022,台北區,台北市,中山區,3501106782,慶生診所,台北市中山區林森北路561號2樓之7及之8,02-25983456
2022,台北區,台北市,中山區,3501107047,哲民診所,台北市中山區中山區龍江路356巷24號,02-25026854
2022,台北區,台北市,中山區,3501107369,晴光診所,台北市中山區林森北路556號,02-25853210
2022,台北區,台北市,中山區,3501107538,禾康診所,台北市中山區中山區林森北路516號,02-25319998
2022,台北區,台北市,中山區,3501107565,雙連婦產科小兒科診所,台北市中山區民生西路30號4樓,02-25560264
2022,台北區,台北市,中山區,3501107574,榮星診所,台北市中山區龍江路272號,02-25168112
2022,台北區,台北市,中山區,3501107645,惟?診所,台北市中山區北安路607號、613號及595巷1號地下一層樓,02-25323038
2022,台北區,台北市,中山區,3501107725,大直佳恩診所,台北市中山區北安路591號,(02)2532-3301
2022,台北區,台北市,中山區,3501108008,四季和安婦幼診所,台北市中山區林森北路452號地下1樓、458號及458號3樓 ,02-25677310
2022,台北區,台北市,中山區,3501108366,上直診所,台北市中山區北安路458巷41弄49號,02-85091776
2022,台北區,台北市,中山區,3501108482,詹益偉耳鼻喉科診所,台北市中山區北安路611號,02-25334711
2022,台北區,台北市,中山區,3501108535,麗安耳鼻喉科診所,台北市中山區龍江路289號1樓,02-25068080
2022,台北區,台北市,內湖區,3501109130,李宜霖診所,台北市內湖區內湖路1段300號2樓、2樓之1、296號2樓,02-27521557
2022,台北區,台北市,內湖區,3501110080,陳森豊診所,台北市內湖區環山路1段2號1樓,02-27990361
2022,台北區,台北市,內湖區,3501110188,魏穀年診所,台北市內湖區內湖路1段403號,02-26572691
2022,台北區,台北市,內湖區,3501110231,康育診所,台北市內湖區成功路3段189號,02-27909134
2022,台北區,台北市,內湖區,3501110455,東湖張耳鼻喉科診所,台北市內湖區康寧路3段169號,02-26331864
2022,台北區,台北市,內湖區,3501110482,雙湖診所,台北市內湖區金龍路49號1樓,02-27910066
2022,台北區,台北市,內湖區,3501113750,禾馨內湖婦幼診所,台北市內湖區民權東路六段42號5樓,02-87921103
2022,台北區,台北市,內湖區,3501113778,禾安耳鼻喉科診所,台北市內湖區康寧路一段75號,02-87918066
2022,台北區,台北市,內湖區,3501113812,連安診所,台北市內湖區內湖路1段619號及619號2樓,02-26276705
2022,台北區,台北市,內湖區,3501113849,育睿診所,台北市內湖區內湖路一段217巷35號,02-26560801
2022,台北區,台北市,內湖區,3501113858,詠盛診所,台北市內湖區東湖路43巷3號,02-26318758
2022,台北區,台北市,內湖區,3501113929,禾馨民權婦幼診所,台北市內湖區民權東路六段42號2樓,02-55713333
2022,台北區,台北市,內湖區,3501114006,湖欣診所,台北市內湖區成功路四段327號,02-27918350
2022,台北區,台北市,內湖區,3501114042,新明診所,台北市內湖區新明路386號,02-87921282
2022,台北區,台北市,內湖區,3501114113,思維診所,台北市內湖區文德路25號,02-26575779
2022,台北區,台北市,內湖區,3501114122,陽光活力診所,台北市內湖區瑞光路500號1樓,02-87973828
2022,台北區,台北市,內湖區,3501114186,小禾馨民權小兒專科診所,台北市內湖區行忠路191號,02-27910233
2022,台北區,台北市,內湖區,3501114202,葫洲診所,台北市內湖區康寧路三段35、37號,02-26306606
2022,台北區,台北市,內湖區,3501114300,麗康診所,台北市內湖區金湖路362號,02-26342296
2022,台北區,台北市,內湖區,3501114328,瑞康診所,台北市內湖區江南街96巷3號,02-26599691
2022,台北區,台北市,南港區,3501120200,翊群耳鼻喉科診所,台北市南港區南港區興東街29之1號1樓,02-26512156
2022,台北區,台北市,南港區,3501120228,蔣小兒科診所,台北市南港區玉成街166巷30號1樓,02-26513761
2022,台北區,台北市,南港區,3501120353,劉聖亞診所,台北市南港區興華路82號1樓,02-27880713
2022,台北區,台北市,南港區,3501120451,冠德耳鼻喉科診所,台北市南港區研究院路1段17號,02-26519569
2022,台北區,台北市,南港區,3501121583,中坡耳鼻喉科診所,台北市南港區中坡南路29號,02-27850329
2022,台北區,台北市,南港區,3501121592,陳勝吉診所,台北市南港區研究路一段115號1樓,02-27836972
2022,台北區,台北市,士林區,3501150575,鄭醫師診所,台北市士林區延平北路5段120號,02-28127412
2022,台北區,台北市,士林區,3501150806,何啟?診所,台北市士林區德行東路63號1樓,02-28373890
2022,高屏區,高雄市,茄萣區,2342170014,高雄市茄萣區衛生所,高雄市茄萣區濱海路二段一號,07-6989275
2022,高屏區,高雄市,永安區,2342180010,高雄市永安區衛生所,高雄市永安區永安路二十六號,07-6912015
2022,高屏區,高雄市,梓官區,2342200017,高雄市梓官區衛生所,高雄市梓官區公館路45號,07-6103050
2022,高屏區,高雄市,六龜區,2342210013,高雄市六龜區衛生所,高雄市六龜區民治路16號,07-6892844
2022,高屏區,高雄市,甲仙區,2342220019,高雄市甲仙區衛生所,高雄市甲仙區中山路52號,07-6751029
2022,高屏區,高雄市,杉林區,2342230015,高雄市杉林區衛生所,高雄市杉林區上仙路93巷2號,07-6771319
2022,高屏區,高雄市,內門區,2342240011,高雄市內門區衛生所,高雄市內門區觀亭村中埔頭二十號,07-6673556
2022,高屏區,高雄市,茂林區,2342250017,高雄市茂林區衛生所,高雄市茂林區茂林里八之四號,07-6801046
2022,高屏區,高雄市,桃源區,2342260013,高雄市桃源區衛生所,高雄市桃源區南進巷188-1號,07-6861126
2022,高屏區,高雄市,那瑪夏區,2342270019,高雄市那瑪夏區衛生所,高雄市那瑪夏區瑪雅里6鄰平和巷252號,07-6701142
2022,高屏區,屏東縣,屏東市,2343010017,屏東縣屏東市衛生所,屏東縣屏東市厚生里建國路92號,08-7538701
2022,高屏區,屏東縣,潮州鎮,2343020013,屏東縣潮州鎮衛生所,屏東縣潮州鎮永坤路107號,08-7882131
2022,高屏區,屏東縣,東港鎮,2343030019,屏東縣東港鎮衛生所,屏東縣東港鎮朝安里新生三路23號,08-8325406
2022,高屏區,屏東縣,恆春鎮,2343040015,屏東縣恆春鎮衛生所,屏東縣恆春鎮文化路78號,08-8892140
2022,高屏區,屏東縣,萬丹鄉,2343050011,屏東縣萬丹鄉衛生所,屏東縣萬丹鄉四維村萬丹路5號,08-7772049
2022,高屏區,屏東縣,麟洛鄉,2343070013,屏東縣麟洛鄉衛生所,屏東縣麟洛鄉中山路150號,08-7221152
2022,高屏區,屏東縣,九如鄉,2343080019,屏東縣九如鄉衛生所,屏東縣九如鄉九如路2段247號,08-7392006
2022,高屏區,屏東縣,里港鄉,2343090015,屏東縣里港鄉衛生所,屏東縣里港鄉大平村中山路103-1號,08-7751711
2022,高屏區,屏東縣,鹽埔鄉,2343100016,屏東縣鹽埔鄉衛生所,屏東縣鹽埔鄉鹽北村勝利路187號,08-7931376
2022,高屏區,屏東縣,高樹鄉,2343110012,屏東縣高樹鄉衛生所,屏東縣高樹鄉高樹村興中路325號,08-7962026
2022,高屏區,屏東縣,萬巒鄉,2343120018,屏東縣萬巒鄉衛生所,屏東縣萬巒鄉萬全村五福路10號,08-7811794
2022,高屏區,屏東縣,內埔鄉,2343130014,屏東縣內埔鄉衛生所,屏東縣內埔鄉內埔村中興路191號,08-7792414
2022,高屏區,屏東縣,竹田鄉,2343140010,屏東縣竹田鄉衛生所,屏東縣竹田鄉竹田村中山路25號,08-7710445
2022,高屏區,屏東縣,新埤鄉,2343150016,屏東縣新埤鄉衛生所,屏東縣新埤鄉中正路38號,08-7971090
2022,高屏區,屏東縣,枋寮鄉,2343160012,屏東縣枋寮鄉衛生所,屏東縣枋寮鄉枋寮村德興路77號,08-8782740
2022,高屏區,屏東縣,新園鄉,2343170018,屏東縣新園鄉衛生所,屏東縣新園鄉仙吉村仙吉路89-2號,08-8681293
2022,高屏區,屏東縣,崁頂鄉,2343180014,屏東縣崁頂鄉衛生所,屏東縣崁頂鄉中正路4號6樓,08-8633219
2022,高屏區,屏東縣,林邊鄉,2343190010,屏東縣林邊鄉衛生所,屏東縣林邊鄉和平路45號,08-8754076
2022,高屏區,屏東縣,南州鄉,2343200011,屏東縣南州鄉衛生所,屏東縣南州鄉人和路239號 ,08-8642224
2022,高屏區,屏東縣,佳冬鄉,2343210017,屏東縣佳冬鄉衛生所,屏東縣佳冬鄉六根村佳和路87-1號,08-8662018
2022,高屏區,屏東縣,琉球鄉,2343220013,屏東縣琉球鄉衛生所,屏東縣琉球鄉中山路51號,08-8612513
2022,高屏區,屏東縣,車城鄉,2343230019,屏東縣車城鄉衛生所,屏東縣車城鄉福安村福安路30號,08-8821300
2022,高屏區,屏東縣,滿州鄉,2343240015,屏東縣滿州鄉衛生所,屏東縣滿州鄉中山路31號,08-8801279
2022,高屏區,屏東縣,枋山鄉,2343250011,屏東縣枋山鄉衛生所,屏東縣枋山鄉枋山路98號,08-8761150
2022,高屏區,屏東縣,三地門鄉,2343260017,屏東縣三地門鄉衛生所,屏東縣三地門鄉行政街4號,08-7993226
2022,高屏區,屏東縣,霧台鄉,2343270013,屏東縣霧台鄉衛生所,屏東縣霧台鄉霧台村神山巷70號,08-7902232
2022,高屏區,屏東縣,瑪家鄉,2343280019,屏東縣瑪家鄉衛生所,屏東縣瑪家鄉風景巷86號,08-7991164
2022,高屏區,屏東縣,泰武鄉,2343290015,屏東縣泰武鄉衛生所,屏東縣泰武鄉179號,08-7832059
2022,高屏區,屏東縣,來義鄉,2343300016,屏東縣來義鄉衛生所,屏東縣來義鄉中正路90號,08-7850103
2022,高屏區,屏東縣,春日鄉,2343310012,屏東縣春日鄉衛生所,屏東縣春日鄉春日村176號,08-8780358
2022,高屏區,屏東縣,獅子鄉,2343320018,屏東縣獅子鄉衛生所,屏東縣獅子鄉2巷31號,08-8771324
2022,高屏區,屏東縣,牡丹鄉,2343330014,屏東縣牡丹鄉衛生所,屏東縣牡丹鄉石門村19號,08-8831013
2022,台北區,金門縣,金湖鎮,2390030030,金門縣金湖鎮衛生所,金門縣金湖鎮成功7-1號,082-336662
2022,台北區,金門縣,金寧鄉,2390040518,金門縣金寧鄉衛生所,金門縣金寧鄉仁愛新村2之1號,082-325735
2022,台北區,金門縣,烈嶼鄉,2390050032,金門縣烈嶼鄉衛生所,金門縣烈嶼鄉西方6-5號,082-362078
2022,台北區,連江縣,北竿鄉,2391020010,連江縣北竿鄉衛生所,連江縣北竿鄉25號,08-3655592
2022,台北區,連江縣,莒光鄉,2391030016,連江縣莒光鄉西莒衛生所,連江縣莒光鄉青帆村14-1號,083-689122
2022,台北區,連江縣,莒光鄉,2391030026,連江縣莒光鄉東莒衛生所,連江縣莒光鄉30-1號,083-689038
2022,台北區,連江縣,東引鄉,2391040012,連江縣東引鄉衛生所,連江縣東引鄉123號,083-677206
2022,台北區,台北市,文山區,2401200540,臺灣警察專科學校醫務室,台北市文山區興隆路3段153號,02-22308272
2022,高屏區,高雄市,鼓山區,2402020519,國立中山大學附設醫務室,高雄市鼓山區蓮海路70號東1003室,07-5250115
2022,台北區,台北市,中正區,2501180018,國軍台北門診中心附設民眾診療服務處,台北市中正區紹興南街七號,02-23918235
2022,高屏區,高雄市,前鎮區,2502090013,國軍高雄門診中心附設民眾診療服務處,高雄市前鎮區光華二路５１號,07-3344003
2022,高屏區,高雄市,楠梓區,2602040524,國軍退除役官兵輔導委員會高雄榮譽國民之家醫務室,高雄市楠梓區加昌路631號,07-3652828
2022,台北區,新北市,板橋區,2631010021,板橋榮譽國民之家醫務室,新北市板橋區大觀路２段３２號(溫馨樓１樓),02-22755157 
2022,中區,彰化縣,彰化市,2637010016,國軍退除役官兵輔導委員會中彰榮譽國民之家醫務室,彰化縣彰化市桃源里公園路二段301號,04-7222187
2022,南區,雲林縣,斗六市,2639010014,國軍退除役官兵輔導委員會雲林榮譽國民之家附設醫務室,雲林縣斗六市榮譽路160-1號,05-5324100
2022,東區,花蓮縣,花蓮市,2645011036,國軍退除役官兵輔導委員會花蓮榮譽國民之家醫務所,花蓮縣花蓮市府前路29號,03-8223112
2022,北區,桃園市,楊梅區,3432041143,中華汽車工業股份有限公司醫務室,桃園市楊梅區秀才路618號,03-4783191
2022,北區,桃園市,大園區,3432060513,聯新國際醫院桃園國際機場醫療中心,桃園市大園區航站南路9號1樓、3樓與15號B1樓、3樓,03-3983456
2022,北區,桃園市,龜山區,3432072022,台灣中油股份有限公司煉製事業部桃園煉油廠員工診所,桃園市龜山區民生北路一段50號,03-3255111
2022,北區,苗栗縣,三義鄉,3435131055,裕隆汽車製造股份有限公司員工診所,苗栗縣三義鄉伯公坑39之1號,037-871801
2022,台北區,台北市,松山區,3501010012,榮恩耳鼻喉科小兒科聯合診所,台北市松山區南京東路5段258號,02-27688749
2022,台北區,台北市,松山區,3501010094,劉內兒科診所,台北市松山區民生東路5段148號,02-27603922
2022,台北區,台北市,松山區,3501010227,謝耳鼻喉科診所,台北市松山區民生東路五段148號2樓,02-27697891
2022,台北區,台北市,松山區,3501010478,王俊彰耳鼻喉科診所,台北市松山區民生東路五段１７號,02-27665698
2022,台北區,台北市,松山區,3501010692,陳大昕耳鼻喉科診所,台北市松山區八德路四段100號,02-27676349
2022,台北區,台北市,松山區,3501010736,林忠志診所,台北市松山區南京東路5段291巷20弄3之3號,02-27689577
2022,台北區,台北市,松山區,3501010754,吳耳鼻喉科診所,台北市松山區三民路113巷1-1號,02-27679897
2022,台北區,台北市,松山區,3501010763,陳炳堅內科診所,台北市松山區延壽街327號,02-27637199
2022,台北區,台北市,松山區,3501010790,王世興醫師診所,台北市松山區八德路3段249號1樓,02-25792361
2022,台北區,台北市,松山區,3501010816,詹前俊小兒科診所,台北市松山區民生東路五段105號,02-27653039
2022,台北區,台北市,松山區,3501010834,康瑞耳鼻喉科診所,台北市松山區八德路3段154號1樓,02-25790045
2022,台北區,台北市,松山區,3501010932,吳慶南內科診所,台北市松山區民生東5段138巷1號1樓,02-27630322
2022,台北區,台北市,松山區,3501010987,華南小兒科診所,台北市松山區延吉街30巷15號,02-25786018
2022,台北區,台北市,松山區,3501011260,江崇萍小兒科診所,台北市松山區南京東路五段２５１巷２４弄２７號,02-27632260
2022,台北區,台北市,大安區,3501021711,施崇仁耳鼻喉科診所,台北市大安區和平東路2段311巷13號,02-27091100
2022,台北區,台北市,大安區,3501021720,林繼國診所,台北市大安區忠孝東路3段217巷1弄12號,02-27315568
2022,台北區,台北市,大安區,3501022361,簡萬居耳鼻喉科診所,台北市大安區辛亥路1段28號,02-23680279
2022,台北區,台北市,大安區,3501022496,仁安診所,台北市大安區和平東路2段175巷34號,02-27065995
2022,台北區,台北市,大安區,3501022610,陳建銓耳鼻喉科診所,台北市大安區樂利路93號,02-27365811
2022,台北區,台北市,大安區,3501022727,葉明憲小兒科診所,台北市大安區羅斯福路三段１９１號２Ｆ,02-23691688
2022,台北區,台北市,大安區,3501022825,萬通耳鼻喉科診所,台北市大安區延吉街64之2號1樓,02-27518909
2022,台北區,台北市,大安區,3501022843,啟誠聯合診所,台北市大安區和平東路二段120號,02-23784380
2022,台北區,台北市,大安區,3501023555,黃清浩耳鼻喉科診所,台北市大安區大安區光復南路430號,02-27085413
2022,台北區,台北市,大安區,3501025648,延吉診所,台北市大安區延吉街241巷2弄5號1樓,02-27035082
2022,台北區,台北市,大安區,3501027491,劉建宏診所,台北市大安區大安路二段139號,02-27002368
2022,台北區,台北市,大安區,3501027884,安吉耳鼻喉科診所,台北市大安區和平東路三段226號,02-27385008
2022,台北區,台北市,大安區,3501028050,許靜瑛小兒科診所,台北市大安區和平東路1段230號1樓,02-23629088
2022,台北區,台北市,大安區,3501028210,博安家庭醫學科診所,台北市大安區麗水街3號,02-23567066
2022,台北區,台北市,大安區,3501028649,田嘉程診所,台北市大安區延吉街239號,02-27018262
2022,台北區,台北市,大安區,3501028845,那明珠診所,台北市大安區和平東路3段8號,02-27360589
2022,台北區,台北市,大安區,3501029351,邱醫師診所,台北市大安區和平東路3段288號,02-27392696
2022,台北區,台北市,大安區,3501029593,聖侯診所,台北市大安區樂業街139號,02-27350220
2022,台北區,台北市,大安區,3501029628,黃文香兒科診所,台北市大安區忠孝東路4段250號2樓之1,02-27313305
2022,台北區,台北市,大安區,3501029888,春暘診所,台北市大安區敦化南路2段46號16樓,02-27019586
2022,台北區,台北市,大安區,3501029922,健華診所,台北市大安區和平東路2段255號1樓,02-27072990
2022,台北區,台北市,大安區,3501029931,松德診所,台北市大安區四維路170巷16號1樓,02-27073326
2022,台北區,台北市,大安區,350102A107,夏爾診所,台北市大安區信義路4段265巷54號 ,02-23255508
2022,台北區,台北市,大安區,350102B364,禾馨新生婦幼診所,台北市大安區大安區新生南路三段2號、2號2樓、2號3樓,02-23682333
2022,台北區,台北市,大安區,350102C576,小禾馨小兒專科診所,台北市大安區新生南路3段4號,02-23698833
2022,台北區,台北市,大安區,350102C772,鴻馨診所,台北市大安區大安路２段８６之１號 ,0227018692
2022,台北區,台北市,大安區,350102D135,李細祥內科診所,台北市大安區四維路198巷30弄5號,02-27018159
2022,台北區,台北市,大安區,350102F157,樂活診所,台北市大安區師大路12號,02-23683883
2022,台北區,台北市,大安區,350102F184,安東診所,台北市大安區和平東路2段98-1號,02-23786111
2022,台北區,台北市,大安區,350102F719,杏保醫網信誠診所,台北市大安區信義路4段197號,02-27068208
2022,台北區,台北市,大同區,3501090172,鈞生診所,台北市大同區甘州街28號,02-25570048
2022,台北區,台北市,大同區,3501090458,施小兒科診所,台北市大同區重慶北路3段28號,02-25941935
2022,台北區,台北市,大同區,3501090814,黃博裕小兒科診所,台北市大同區赤峰街49巷21號,02-25592440
2022,台北區,台北市,中山區,3501103076,德容聯合診所,台北市中山區吉林路197號,02-25643076
2022,台北區,台北市,中山區,3501103272,大直診所,台北市中山區北安路595巷2弄2號,02-25332339
2022,台北區,台北市,中山區,3501103334,德美診所,台北市中山區北安路596號1樓,02-25326618
2022,台北區,台北市,中山區,3501103414,正恩耳鼻喉科診所,台北市中山區錦州街321號,02-25052293
2022,台北區,台北市,中山區,3501103503,龍江小兒科診所,台北市中山區龍江路181－1號1樓,02-25152433
2022,台北區,台北市,中山區,3501103665,寧康聯合診所,台北市中山區遼寧街224號,02-25013862
2022,台北區,台北市,中山區,3501103790,潘外科內科診所,台北市中山區長春路135之1號2樓,02-25711993
2022,台北區,台北市,中山區,3501103978,吳振力診所,台北市中山區長春路309號,02-25095909
2022,台北區,台北市,中山區,3501104091,慶恩小兒科診所,台北市中山區吉林路117號,02-25683199
2022,台北區,台北市,中山區,3501104304,蔡國賢耳鼻喉科診所,台北市中山區長安東路2段108之2號1樓,02-25178178
2022,台北區,台北市,中山區,3501104322,民生承安診所,台北市中山區民生東路3段90號,02-25032633
2022,台北區,台北市,中山區,3501104742,光華家醫科診所,台北市中山區松江路21號,02-25063981
2022,台北區,台北市,中山區,3501105310,高固?診所,台北市中山區北安路613號,02-25323036
2022,台北區,台北市,中山區,3501105445,莊宇龍診所,台北市中山區北安路637號,02-25331255
2022,台北區,台北市,中山區,3501105543,長春耳鼻喉科診所,台北市中山區民生東路二段110號1樓,02-25235575
2022,台北區,台北市,中山區,3501105767,愛鄰診所,台北市中山區北安路520之1號,02-25322333
2022,台北區,台北市,中山區,3501106102,中山民權王耳鼻喉科診所,台北市中山區中山北路二段166號之2,02-25948759
2022,台北區,台北市,中山區,3501106111,信安診所,台北市中山區中山區民生西路24號3樓,02-25118112
2022,台北區,台北市,中山區,3501106264,農安診所,台北市中山區農安街62號,02-25978590
2022,台北區,台北市,內湖區,3501110679,施耳鼻喉科診所,台北市內湖區東湖路127號1樓,02-26331018
2022,台北區,台北市,內湖區,3501110777,林永正診所,台北市內湖區康樂街130號,02-26315567
2022,台北區,台北市,內湖區,3501110928,成功耳鼻喉科診所,台北市內湖區成功路四段16號1樓,02-27940064
2022,台北區,台北市,內湖區,3501110982,馬思特診所,台北市內湖區成功路4段53號1樓,02-27925994
2022,台北區,台北市,內湖區,3501112771,東湖謝耳鼻喉科診所,台北市內湖區東湖路148號,02-26332605
2022,台北區,台北市,內湖區,3501112851,日新診所,台北市內湖區成功路5段446號,02-26342743
2022,台北區,台北市,內湖區,3501112860,林孟勳診所,台北市內湖區成功路四段61巷32弄2號1樓,02-87920955
2022,台北區,台北市,內湖區,3501112904,成安耳鼻喉科診所,台北市內湖區成功路4段61巷10號,02-27935940
2022,台北區,台北市,內湖區,3501112913,薈安診所,台北市內湖區內湖區江南街6號,02- 26578803
2022,台北區,台北市,內湖區,3501113072,加安耳鼻喉科診所,台北市內湖區內湖路一段401號,02-26277869
2022,台北區,台北市,內湖區,3501113090,誠康診所,台北市內湖區內湖路1段585號1樓,02-26572585
2022,台北區,台北市,內湖區,3501113134,焉醫師診所,台北市內湖區內湖路2段357之1號,02-27932008
2022,台北區,台北市,內湖區,3501113321,林登山耳鼻喉科診所,台北市內湖區文德路96號1樓,02-26596638
2022,台北區,台北市,內湖區,3501113330,仁弘耳鼻喉科診所,台北市內湖區內湖路一段737巷50弄37號1樓,02-26596360
2022,台北區,台北市,內湖區,3501113410,康樂診所,台北市內湖區康樂街82號1樓,02-26308800
2022,台北區,台北市,內湖區,3501113456,杜耳鼻喉科診所,台北市內湖區成功路四段222號,02-27906738
2022,台北區,台北市,士林區,3501151018,林博通醫師診所,台北市士林區通河街60號,02-28851148
2022,台北區,台北市,士林區,3501151054,德泰耳鼻喉科診所,台北市士林區通河街42之1號,02-28851570
2022,台北區,台北市,士林區,3501151161,蘇慧卿診所,台北市士林區大南路274號,02-28829955
2022,台北區,台北市,士林區,3501151269,粱耳鼻喉科診所,台北市士林區社正路12之1號,02-28168456
2022,台北區,台北市,士林區,3501151849,忠誠聯合診所,台北市士林區德行東路109巷102弄6號,02-88661176
2022,台北區,台北市,士林區,3501151901,慈田耳鼻喉科診所,台北市士林區延平北路五段185號1樓,02-28123595
2022,台北區,台北市,士林區,3501151938,何小兒科診所,台北市士林區福港街176號,02-28827401
2022,台北區,台北市,士林區,3501152006,陳彥銘耳鼻喉科診所,台北市士林區士東路12號之1,02-28381770
2022,台北區,台北市,士林區,3501153496,杏暉診所,台北市士林區社子街15號,02-28117094
2022,台北區,台北市,士林區,3501153665,張虔熙小兒科診所,台北市士林區中山北路六段282號,02-28361368
2022,台北區,台北市,士林區,3501153745,愛林診所,台北市士林區承德路四段222號,02-28836881
2022,台北區,台北市,北投區,3501160973,蔡秉勳小兒科診所,台北市北投區中和街281號,02-28966525
2022,台北區,台北市,北投區,3501160982,清田婦產科家醫科診所,台北市北投區中和街２６８號,02-28931323
2022,台北區,台北市,北投區,3501160991,張參雄診所,台北市北投區光明路166號,02-28926555
2022,台北區,台北市,北投區,3501161032,陳獻明小兒科診所,台北市北投區中央南路1段69號,02-28928950
2022,台北區,台北市,北投區,3501161121,邱耳鼻喉科診所,台北市北投區石牌路一段二十三號,02-28279222
2022,台北區,台北市,北投區,3501161185,李伯匯小兒科診所,台北市北投區石牌路一段93號1F,02-28221212
2022,台北區,台北市,北投區,3501161238,祐民聯合診所,台北市北投區中央南路一段207號,02-28951301
2022,台北區,台北市,北投區,3501161363,昱德聯合診所,台北市北投區光明路102號,02-28975050
2022,台北區,台北市,北投區,3501161372,萬泰診所,台北市北投區中央北路二段52號,02-28230727
2022,台北區,台北市,北投區,3501161505,慈恩耳鼻喉科診所,台北市北投區中央南路一段十三號,02-28978787
2022,台北區,台北市,北投區,3501162664,王永良診所,台北市北投區自強街94號,02-28227287
2022,台北區,台北市,北投區,3501162673,翰譽耳鼻喉科診所,台北市北投區中央南路一段189號,02-28959986
2022,台北區,台北市,北投區,3501162806,康田診所,台北市北投區自強街76號,02-28210988
2022,台北區,台北市,北投區,3501162879,陳珀勳診所,台北市北投區明德路85號,02-28206263
2022,台北區,台北市,北投區,3501162940,何叔芳小兒科診所,台北市北投區裕民四路4號1樓,02-28206886
2022,台北區,台北市,北投區,3501163036,黃正宏診所,台北市北投區西安街1段359號,02-28217076
2022,台北區,台北市,北投區,3501163072,宏恩兒科診所,台北市北投區致遠一路2段99號,02-28271110
2022,台北區,台北市,北投區,3501163170,黃浩魁小兒科診所,台北市北投區中央北路一段168號,02-28983256
2022,台北區,台北市,北投區,3501163232,陳柏宏親子診所,台北市北投區明德路124號,02-28225257
2022,台北區,台北市,北投區,3501163241,陳信方小兒科診所,台北市北投區北投區明德路106號,02-28201068
2022,台北區,台北市,北投區,3501163303,慧捷診所,台北市北投區中央北路3段59號,02-28975183
2022,中區,台中市,大雅區,3536101599,維弘復健科診所,台中市大雅區民興街63號,04-25681919
2022,台北區,台北市,北投區,3501163312,台北欣安耳鼻喉科診所,台北市北投區石牌路一段152號,02-28210501
2022,台北區,台北市,北投區,3501163438,鄭宇廷耳鼻喉科診所,台北市北投區中央北路1段94號,02-28916835
2022,台北區,台北市,北投區,3501163509,常哲診所,台北市北投區明德路157之4號,02-28285515
2022,台北區,台北市,信義區,3501170255,朱耳鼻喉科診所,台北市信義區忠孝東路5段452號,02-27209172
2022,台北區,台北市,信義區,3501170835,黃啟彰診所,台北市信義區松山路261之1號,02-27696218
2022,台北區,台北市,信義區,3501170979,劉彥煌耳鼻喉專科診所,台北市信義區莊敬路462號1F,02-27229173
2022,台北區,台北市,信義區,3501171010,王寬仁診所,台北市信義區虎林街121巷11號1樓,02-27204952
2022,台北區,台北市,信義區,3501171092,春田耳鼻喉科診所,台北市信義區光復南路555號,02-27297135
2022,台北區,台北市,信義區,3501171225,張育驍診所,台北市信義區吳興街467巷2弄4號6號12號1樓,02-27291011
2022,台北區,台北市,信義區,3501171716,長風小兒科診所,台北市信義區莊敬路351號1樓,02-27227943
2022,台北區,台北市,信義區,3501172848,松仁耳鼻喉科診所,台北市信義區松仁路231號,02-87808580
2022,台北區,台北市,信義區,3501172964,永吉聯合診所,台北市信義區永吉路329號1、2樓及331號1、2樓,02-27618780
2022,台北區,台北市,中正區,3501181810,周正成小兒科診所,台北市中正區徐州路24號1樓,02-23516830
2022,台北區,台北市,中正區,3501181918,丞泰耳鼻喉科診所,台北市中正區南昌路一段78號,02-23973668
