"死亡年份","死亡月份","縣市別","性別","死亡年齡分組","個案數"
"2007","05","台中市","M","25-34",1
"2007","05","台中市","M","55-64",1
"2007","05","台北市","M","15-24",1
"2007","05","台北市","M","25-34",2
"2007","05","台北市","M","35-44",3
"2007","05","台北市","M","45-54",2
"2007","05","台南市","M","55-64",1
"2007","05","台南市","M","65以上",1
"2007","05","屏東縣","M","25-34",1
"2007","05","屏東縣","M","45-54",2
"2007","05","苗栗縣","M","45-54",1
"2007","05","桃園市","F","25-34",2
"2007","05","桃園市","M","25-34",2
"2007","05","桃園市","M","45-54",1
"2007","05","高雄市","M","25-34",1
"2007","05","高雄市","M","35-44",1
"2007","05","基隆市","M","35-44",2
"2007","05","雲林縣","M","35-44",1
"2007","05","新北市","M","35-44",1
"2007","05","新竹市","M","45-54",1
"2007","05","嘉義市","M","45-54",1
"2007","05","彰化縣","F","35-44",1
"2007","05","彰化縣","M","35-44",1
"2007","06","台北市","F","45-54",1
"2007","06","台北市","M","35-44",1
"2007","06","台北市","M","45-54",1
"2007","06","台南市","M","35-44",2
"2007","06","花蓮縣","M","25-34",1
"2007","06","桃園市","M","35-44",1
"2007","06","高雄市","M","45-54",1
"2007","06","雲林縣","M","35-44",1
"2007","06","新北市","M","35-44",2
"2007","06","彰化縣","M","35-44",3
"2007","07","台中市","F","65以上",1
"2007","07","台中市","M","35-44",1
"2007","07","台北市","F","35-44",1
"2007","07","台北市","M","35-44",4
"2007","07","台北市","M","45-54",2
"2007","07","台北市","M","65以上",2
"2007","07","台南市","M","25-34",1
"2007","07","桃園市","M","35-44",1
"2007","07","桃園市","M","45-54",2
"2007","07","高雄市","F","35-44",1
"2007","07","高雄市","M","25-34",3
"2007","07","高雄市","M","35-44",1
"2007","07","高雄市","M","55-64",1
"2007","07","高雄市","M","65以上",1
"2007","07","基隆市","M","25-34",1
"2007","07","新北市","M","25-34",1
"2007","07","新北市","M","35-44",2
"2007","07","新竹市","M","25-34",1
"2007","08","台北市","M","45-54",4
"2007","08","台南市","M","35-44",1
"2007","08","台南市","M","45-54",1
"2007","08","台南市","M","55-64",1
"2007","08","屏東縣","F","25-34",1
"2007","08","桃園市","F","45-54",1
"2007","08","桃園市","M","25-34",1
"2007","08","高雄市","M","25-34",1
"2007","08","高雄市","M","35-44",1
"2007","08","高雄市","M","45-54",1
"2007","08","高雄市","M","55-64",1
"2007","08","新北市","M","25-34",1
"2007","08","新北市","M","45-54",1
"2007","08","彰化縣","M","55-64",1
"2007","09","台中市","M","35-44",1
"2007","09","台中市","M","45-54",1
"2007","09","台北市","M","35-44",1
"2007","09","台北市","M","55-64",1
"2007","09","台北市","M","65以上",1
"2007","09","台東縣","M","25-34",1
"2007","09","台南市","M","25-34",1
"2007","09","桃園市","M","25-34",2
"2007","09","桃園市","M","35-44",1
"2007","09","高雄市","M","35-44",2
"2007","09","基隆市","M","35-44",1
"2007","09","雲林縣","F","15-24",1
"2007","09","雲林縣","F","45-54",1
"2007","09","雲林縣","M","15-24",1
"2007","09","雲林縣","M","25-34",1
"2007","09","新北市","M","45-54",1
"2007","09","嘉義縣","M","45-54",1
"2007","10","台中市","M","35-44",1
"2007","10","台中市","M","65以上",1
"2007","10","台北市","M","25-34",1
"2007","10","台北市","M","35-44",3
"2007","10","台北市","M","45-54",3
"2007","10","台北市","M","55-64",2
"2007","10","宜蘭縣","M","25-34",1
"2007","10","苗栗縣","M","15-24",1
"2007","10","桃園市","F","45-54",1
"2007","10","桃園市","M","15-24",1
"2007","10","桃園市","M","45-54",1
"2007","10","基隆市","M","25-34",1
"2007","10","雲林縣","F","25-34",1
"2007","10","雲林縣","M","45-54",2
"2007","10","新北市","F","45-54",1
"2007","10","新北市","M","55-64",1
"2007","10","新竹縣","M","25-34",1
"2007","10","彰化縣","M","45-54",1
"2007","11","台中市","M","35-44",1
"2007","11","台北市","M","35-44",2
"2007","11","台北市","M","55-64",1
"2007","11","台東縣","M","35-44",1
"2007","11","台南市","M","25-34",1
"2007","11","屏東縣","F","35-44",1
"2007","11","桃園市","M","25-34",2
"2007","11","桃園市","M","35-44",1
"2007","11","桃園市","M","45-54",1
"2007","11","高雄市","M","25-34",2
"2007","11","高雄市","M","35-44",2
"2007","11","高雄市","M","45-54",1
"2007","11","新北市","F","25-34",1
"2007","11","新北市","M","65以上",1
"2007","11","新竹市","M","35-44",1
"2007","11","嘉義縣","M","45-54",1
"2007","11","彰化縣","M","35-44",1
"2007","12","台中市","M","25-34",1
"2007","12","台中市","M","35-44",1
"2007","12","台北市","M","25-34",2
"2007","12","台北市","M","45-54",1
"2007","12","台北市","M","65以上",1
"2007","12","台南市","F","25-34",1
"2007","12","台南市","M","35-44",1
"2007","12","花蓮縣","M","25-34",1
"2007","12","桃園市","F","35-44",1
"2007","12","桃園市","M","35-44",2
"2007","12","高雄市","F","25-34",1
"2007","12","高雄市","M","25-34",1
"2007","12","高雄市","M","35-44",2
"2007","12","高雄市","M","45-54",2
"2007","12","基隆市","F","35-44",1
"2007","12","基隆市","M","35-44",1
"2007","12","新北市","F","25-34",1
"2007","12","新北市","M","35-44",1
"2007","12","新竹市","F","45-54",1
"2007","12","新竹市","M","35-44",1
"2007","12","嘉義市","M","65以上",1
"2007","12","彰化縣","M","35-44",1
"2007","12","彰化縣","M","45-54",2
"2008","01","台中市","M","35-44",2
"2008","01","台中市","M","45-54",1
"2008","01","台北市","F","35-44",1
"2008","01","台北市","F","45-54",1
"2008","01","台北市","M","15-24",1
"2008","01","台北市","M","25-34",1
"2008","01","台北市","M","35-44",4
"2008","01","台北市","M","45-54",1
"2008","01","台北市","M","55-64",1
"2008","01","台北市","M","65以上",1
"2008","01","南投縣","M","35-44",1
"2008","01","屏東縣","M","15-24",2
"2008","01","屏東縣","M","25-34",1
"2008","01","屏東縣","M","45-54",1
"2008","01","桃園市","F","25-34",1
"2008","01","桃園市","M","25-34",1
"2008","01","桃園市","M","45-54",1
"2008","01","高雄市","F","55-64",1
"2008","01","高雄市","M","25-34",2
"2008","01","高雄市","M","45-54",1
"2008","01","高雄市","M","55-64",1
"2008","01","基隆市","M","35-44",1
"2008","01","雲林縣","M","25-34",2
"2008","01","雲林縣","M","35-44",1
"2008","01","新北市","M","25-34",1
"2008","01","新北市","M","45-54",1
"2008","01","新北市","M","55-64",1
"2008","01","嘉義縣","M","25-34",1
"2008","01","彰化縣","M","25-34",1
"2008","01","彰化縣","M","45-54",1
"2008","02","台中市","M","25-34",1
"2008","02","台中市","M","45-54",1
"2008","02","台中市","M","55-64",1
"2008","02","台北市","M","25-34",4
"2008","02","台北市","M","35-44",1
"2008","02","台南市","M","25-34",1
"2008","02","花蓮縣","M","35-44",1
"2008","02","屏東縣","F","45-54",1
"2008","02","桃園市","M","15-24",3
"2008","02","高雄市","M","25-34",2
"2008","02","高雄市","M","35-44",4
"2008","02","高雄市","M","45-54",4
"2008","02","高雄市","M","55-64",1
"2008","02","基隆市","F","35-44",1
"2008","02","基隆市","M","45-54",1
"2008","02","雲林縣","M","25-34",2
"2008","02","新北市","M","35-44",2
"2008","02","新竹市","F","25-34",1
"2008","02","新竹市","M","55-64",2
"2008","03","台中市","M","35-44",2
"2008","03","台中市","M","45-54",1
"2008","03","台中市","M","55-64",1
"2008","03","台北市","M","25-34",2
"2008","03","台北市","M","45-54",3
"2008","03","台北市","M","65以上",2
"2008","03","台南市","M","25-34",1
"2008","03","台南市","M","35-44",1
"2008","03","屏東縣","M","25-34",1
"2008","03","屏東縣","M","35-44",1
"2008","03","桃園市","M","35-44",1
"2008","03","高雄市","M","25-34",3
"2008","03","高雄市","M","45-54",1
"2008","03","基隆市","M","25-34",1
"2008","03","基隆市","M","35-44",1
"2008","03","基隆市","M","45-54",1
"2008","03","新北市","F","25-34",1
"2008","03","新北市","M","25-34",1
"2008","03","新北市","M","35-44",1
"2008","03","嘉義縣","M","45-54",1
"2008","03","嘉義縣","M","55-64",1
"2008","03","彰化縣","F","35-44",1
"2008","03","彰化縣","M","35-44",2
"2008","04","台中市","M","35-44",1
"2008","04","台中市","M","55-64",1
"2008","04","台北市","M","15-24",1
"2008","04","台北市","M","35-44",2
"2008","04","台北市","M","45-54",3
"2008","04","台北市","M","55-64",1
"2008","04","南投縣","M","25-34",1
"2008","04","南投縣","M","35-44",1
"2008","04","桃園市","M","25-34",1
"2008","04","桃園市","M","35-44",1
"2008","04","高雄市","M","35-44",3
"2008","04","高雄市","M","45-54",1
"2008","04","基隆市","F","45-54",1
"2008","04","新北市","M","25-34",1
"2008","04","新竹市","M","35-44",2
"2008","04","嘉義縣","M","35-44",1
"2008","04","彰化縣","F","25-34",1
"2008","05","台中市","M","25-34",2
"2008","05","台中市","M","35-44",2
"2008","05","台中市","M","45-54",1
"2008","05","台北市","M","15-24",2
"2008","05","台北市","M","25-34",3
"2008","05","台北市","M","35-44",1
"2008","05","台北市","M","65以上",2
"2008","05","台東縣","M","35-44",1
"2008","05","台南市","M","55-64",1
"2008","05","苗栗縣","M","65以上",1
"2008","05","桃園市","F","35-44",1
"2008","05","桃園市","M","25-34",2
"2008","05","桃園市","M","35-44",1
"2008","05","桃園市","M","45-54",1
"2008","05","高雄市","M","25-34",1
"2008","05","高雄市","M","35-44",1
"2008","05","高雄市","M","45-54",2
"2008","05","高雄市","M","55-64",1
"2008","05","基隆市","F","15-24",1
"2008","05","雲林縣","M","25-34",1
"2008","05","新北市","M","35-44",1
"2008","05","新北市","M","45-54",2
"2008","05","新竹市","M","25-34",1
"2008","05","新竹市","M","45-54",1
"2008","06","台中市","M","35-44",1
"2008","06","台北市","M","25-34",4
"2008","06","台北市","M","35-44",2
"2008","06","台北市","M","45-54",1
"2008","06","台南市","M","35-44",1
"2008","06","台南市","M","65以上",1
"2008","06","花蓮縣","M","35-44",1
"2008","06","屏東縣","M","35-44",2
"2008","06","桃園市","M","25-34",2
"2008","06","高雄市","M","25-34",1
"2008","06","高雄市","M","35-44",2
"2008","06","雲林縣","M","45-54",1
"2008","06","新北市","M","35-44",1
"2008","06","新北市","M","55-64",1
"2008","06","彰化縣","F","65以上",1
"2008","06","彰化縣","M","25-34",1
"2008","06","彰化縣","M","45-54",1
"2008","07","台北市","M","35-44",2
"2008","07","台北市","M","45-54",1
"2008","07","台南市","M","35-44",2
"2008","07","屏東縣","M","35-44",1
"2008","07","桃園市","F","25-34",1
"2008","07","桃園市","M","35-44",1
"2008","07","桃園市","M","55-64",1
"2008","07","高雄市","F","35-44",1
"2008","07","高雄市","M","25-34",2
"2008","07","高雄市","M","35-44",2
"2008","07","高雄市","M","45-54",1
"2008","07","雲林縣","M","35-44",1
"2008","07","新北市","F","35-44",1
"2008","07","新北市","M","25-34",1
"2008","07","新北市","M","45-54",1
"2008","07","嘉義縣","M","15-24",1
"2008","07","彰化縣","M","25-34",1
"2008","08","台中市","M","25-34",1
"2008","08","台北市","M","15-24",1
"2008","08","台北市","M","55-64",1
"2008","08","台東縣","M","35-44",1
"2008","08","台南市","F","45-54",1
"2008","08","花蓮縣","F","55-64",1
"2008","08","屏東縣","M","25-34",1
"2008","08","屏東縣","M","45-54",1
"2008","08","桃園市","M","25-34",1
"2008","08","桃園市","M","45-54",1
"2008","08","高雄市","M","25-34",1
"2008","08","高雄市","M","65以上",1
"2008","08","雲林縣","M","35-44",1
"2008","08","雲林縣","M","45-54",2
"2008","08","新北市","M","35-44",1
"2008","08","新北市","M","55-64",1
"2008","08","新竹市","M","35-44",2
"2008","08","彰化縣","M","45-54",1
"2008","09","台中市","F","25-34",1
"2008","09","台中市","F","35-44",1
"2008","09","台中市","M","25-34",1
"2008","09","台中市","M","35-44",3
"2008","09","台北市","F","45-54",1
"2008","09","台北市","M","15-24",1
"2008","09","台北市","M","25-34",1
"2008","09","台北市","M","35-44",3
"2008","09","台北市","M","45-54",2
"2008","09","台南市","M","45-54",2
"2008","09","宜蘭縣","M","35-44",1
"2008","09","屏東縣","M","25-34",1
"2008","09","桃園市","M","25-34",2
"2008","09","桃園市","M","35-44",1
"2008","09","高雄市","M","45-54",3
"2008","09","新北市","M","55-64",1
"2008","09","嘉義縣","M","25-34",1
"2008","09","彰化縣","M","25-34",1
"2008","10","台中市","M","25-34",1
"2008","10","台中市","M","35-44",1
"2008","10","台中市","M","55-64",2
"2008","10","台北市","F","35-44",1
"2008","10","台北市","F","55-64",1
"2008","10","台北市","M","25-34",1
"2008","10","台北市","M","35-44",2
"2008","10","台北市","M","65以上",1
"2008","10","台南市","M","25-34",1
"2008","10","台南市","M","35-44",1
"2008","10","台南市","M","45-54",1
"2008","10","花蓮縣","M","35-44",2
"2008","10","南投縣","M","35-44",1
"2008","10","桃園市","M","25-34",1
"2008","10","桃園市","M","45-54",1
"2008","10","桃園市","M","55-64",1
"2008","10","高雄市","M","35-44",2
"2008","10","高雄市","M","45-54",2
"2008","10","雲林縣","M","25-34",1
"2008","10","雲林縣","M","35-44",1
"2008","10","新北市","F","45-54",1
"2008","10","新北市","M","35-44",1
"2008","10","新竹市","M","35-44",1
"2008","10","嘉義市","M","25-34",1
"2008","10","彰化縣","M","45-54",1
"2008","11","台中市","M","25-34",1
"2008","11","台中市","M","45-54",1
"2008","11","台中市","M","55-64",1
"2008","11","台中市","M","65以上",1
"2008","11","台北市","F","45-54",1
"2008","11","台北市","M","25-34",2
"2008","11","台北市","M","35-44",4
"2008","11","台北市","M","45-54",1
"2008","11","台北市","M","65以上",1
"2008","11","台南市","M","25-34",1
"2008","11","台南市","M","35-44",1
"2008","11","花蓮縣","M","35-44",1
"2008","11","南投縣","M","35-44",1
"2008","11","南投縣","M","45-54",1
"2008","11","屏東縣","M","35-44",1
"2008","11","高雄市","M","15-24",1
"2008","11","高雄市","M","35-44",2
"2008","11","高雄市","M","45-54",1
"2008","11","雲林縣","M","15-24",1
"2008","11","雲林縣","M","35-44",2
"2008","11","新北市","M","25-34",1
"2008","11","新北市","M","35-44",1
"2008","11","新北市","M","55-64",1
"2008","11","新北市","M","65以上",1
"2008","11","新竹市","M","25-34",1
"2008","11","嘉義市","M","35-44",1
"2008","11","嘉義縣","F","15-24",1
"2008","11","嘉義縣","M","35-44",2
"2008","11","嘉義縣","M","55-64",1
"2008","11","彰化縣","M","25-34",1
"2008","11","彰化縣","M","35-44",1
"2008","12","台中市","M","25-34",1
"2008","12","台中市","M","45-54",2
"2008","12","台中市","M","55-64",1
"2008","12","台中市","M","65以上",1
"2008","12","台北市","M","35-44",1
"2008","12","台北市","M","45-54",1
"2008","12","台北市","M","65以上",2
"2008","12","屏東縣","M","25-34",1
"2008","12","桃園市","M","25-34",1
"2008","12","桃園市","M","35-44",2
"2008","12","高雄市","M","15-24",1
"2008","12","高雄市","M","25-34",2
"2008","12","高雄市","M","35-44",2
"2008","12","基隆市","M","65以上",1
"2008","12","新北市","F","35-44",1
"2008","12","新北市","M","45-54",1
"2008","12","新竹市","M","45-54",3
"2008","12","嘉義市","M","35-44",1
"2008","12","嘉義縣","F","25-34",1
"2008","12","嘉義縣","M","25-34",1
"2008","12","彰化縣","M","55-64",1
"2009","01","台中市","M","45-54",2
"2009","01","台北市","M","15-24",1
"2009","01","台北市","M","25-34",3
"2009","01","台北市","M","35-44",3
"2009","01","台北市","M","45-54",5
"2009","01","台北市","M","55-64",1
"2009","01","台南市","M","35-44",1
"2009","01","屏東縣","M","35-44",1
"2009","01","桃園市","M","45-54",1
"2009","01","桃園市","M","55-64",1
"2009","01","高雄市","M","25-34",2
"2009","01","高雄市","M","45-54",1
"2009","01","高雄市","M","65以上",1
"2009","01","新北市","F","25-34",2
"2009","01","新北市","M","35-44",1
"2009","01","新竹市","M","25-34",1
"2009","02","台中市","M","55-64",2
"2009","02","台北市","M","15-24",1
"2009","02","台北市","M","25-34",1
"2009","02","台北市","M","35-44",4
"2009","02","台北市","M","45-54",1
"2009","02","台北市","M","65以上",1
"2009","02","台南市","M","35-44",1
"2009","02","台南市","M","65以上",1
"2009","02","宜蘭縣","M","25-34",1
"2009","02","桃園市","M","35-44",1
"2009","02","高雄市","M","25-34",1
"2009","02","高雄市","M","35-44",2
"2009","02","高雄市","M","55-64",1
"2009","02","基隆市","M","35-44",1
"2009","02","新北市","M","25-34",1
"2009","02","新北市","M","65以上",1
"2009","02","新竹市","M","35-44",2
"2009","02","嘉義縣","M","45-54",1
"2009","02","嘉義縣","M","55-64",1
"2009","02","彰化縣","M","35-44",2
"2009","03","台中市","M","35-44",1
"2009","03","台中市","M","45-54",2
"2009","03","台中市","M","55-64",1
"2009","03","台北市","M","15-24",1
"2009","03","台北市","M","35-44",1
"2009","03","台北市","M","45-54",2
"2009","03","台北市","M","55-64",1
"2009","03","台北市","M","65以上",1
"2009","03","花蓮縣","M","45-54",2
"2009","03","南投縣","F","25-34",1
"2009","03","南投縣","M","25-34",1
"2009","03","桃園市","M","25-34",2
"2009","03","桃園市","M","35-44",1
"2009","03","桃園市","M","45-54",1
"2009","03","高雄市","M","25-34",1
"2009","03","高雄市","M","45-54",1
"2009","03","基隆市","M","35-44",1
"2009","03","雲林縣","F","25-34",1
"2009","03","雲林縣","M","25-34",1
"2009","03","雲林縣","M","35-44",1
"2009","03","新北市","M","25-34",2
"2009","03","新北市","M","45-54",1
"2009","03","新北市","M","55-64",1
"2009","03","新竹市","M","45-54",1
"2009","03","嘉義縣","M","35-44",1
"2009","03","彰化縣","M","35-44",3
"2009","04","台中市","F","35-44",1
"2009","04","台中市","M","35-44",1
"2009","04","台中市","M","45-54",1
"2009","04","台中市","M","65以上",1
"2009","04","台北市","M","25-34",4
"2009","04","台北市","M","35-44",3
"2009","04","台北市","M","45-54",7
"2009","04","台北市","M","55-64",1
"2009","04","台北市","M","65以上",1
"2009","04","台南市","M","25-34",1
"2009","04","台南市","M","35-44",1
"2009","04","花蓮縣","M","35-44",1
"2009","04","屏東縣","M","25-34",1
"2009","04","桃園市","M","45-54",1
"2009","04","桃園市","M","65以上",1
"2009","04","高雄市","M","15-24",1
"2009","04","高雄市","M","35-44",1
"2009","04","雲林縣","M","25-34",1
"2009","04","新北市","M","45-54",1
"2009","05","台中市","M","35-44",2
"2009","05","台中市","M","45-54",1
"2009","05","台中市","M","55-64",1
"2009","05","台北市","F","25-34",1
"2009","05","台北市","M","15-24",1
"2009","05","台北市","M","25-34",1
"2009","05","台北市","M","35-44",3
"2009","05","台北市","M","65以上",1
"2009","05","台南市","M","35-44",1
"2009","05","桃園市","M","15-24",1
"2009","05","桃園市","M","25-34",1
"2009","05","桃園市","M","35-44",3
"2009","05","桃園市","M","45-54",1
"2009","05","新北市","M","45-54",1
"2009","05","嘉義縣","M","35-44",1
"2009","05","彰化縣","M","35-44",2
"2009","05","彰化縣","M","45-54",2
"2009","06","台中市","M","35-44",1
"2009","06","台中市","M","45-54",1
"2009","06","台北市","M","35-44",3
"2009","06","台北市","M","45-54",3
"2009","06","台南市","M","25-34",1
"2009","06","南投縣","M","25-34",1
"2009","06","南投縣","M","45-54",1
"2009","06","屏東縣","M","25-34",1
"2009","06","桃園市","M","25-34",1
"2009","06","桃園市","M","35-44",1
"2009","06","桃園市","M","45-54",1
"2009","06","高雄市","M","15-24",1
"2009","06","高雄市","M","25-34",1
"2009","06","高雄市","M","35-44",2
"2009","06","高雄市","M","45-54",1
"2009","06","高雄市","M","55-64",2
"2009","06","基隆市","M","25-34",1
"2009","06","雲林縣","M","25-34",1
"2009","06","新竹市","M","25-34",1
"2009","06","嘉義市","M","45-54",1
"2009","06","彰化縣","M","35-44",1
"2009","07","台北市","F","35-44",1
"2009","07","台北市","M","15-24",1
"2009","07","台北市","M","25-34",2
"2009","07","台北市","M","35-44",6
"2009","07","台南市","M","45-54",2
"2009","07","花蓮縣","M","45-54",1
"2009","07","南投縣","M","35-44",1
"2009","07","高雄市","M","25-34",1
"2009","07","高雄市","M","35-44",2
"2009","07","高雄市","M","45-54",2
"2009","07","基隆市","M","45-54",1
"2009","07","雲林縣","M","35-44",1
"2009","07","雲林縣","M","45-54",1
"2009","07","新北市","M","25-34",1
"2009","07","彰化縣","M","35-44",1
"2009","08","台中市","F","55-64",1
"2009","08","台中市","M","35-44",1
"2009","08","台中市","M","45-54",1
"2009","08","台中市","M","55-64",1
"2009","08","台北市","M","15-24",1
"2009","08","台北市","M","25-34",2
"2009","08","台北市","M","35-44",3
"2009","08","台北市","M","45-54",2
"2009","08","台東縣","M","25-34",1
"2009","08","南投縣","M","65以上",1
"2009","08","屏東縣","M","35-44",1
"2009","08","桃園市","F","35-44",1
"2009","08","桃園市","M","45-54",1
"2009","08","高雄市","F","25-34",1
"2009","08","高雄市","F","35-44",1
"2009","08","高雄市","M","35-44",4
"2009","08","高雄市","M","65以上",1
"2009","08","基隆市","M","45-54",1
"2009","08","基隆市","M","55-64",1
"2009","08","新北市","F","45-54",1
"2009","08","新北市","M","35-44",2
"2009","08","彰化縣","M","25-34",3
"2009","08","彰化縣","M","55-64",1
"2009","09","台中市","M","35-44",5
"2009","09","台北市","M","25-34",1
"2009","09","台北市","M","35-44",3
"2009","09","台北市","M","45-54",4
"2009","09","台北市","M","55-64",1
"2009","09","台南市","F","35-44",1
"2009","09","台南市","M","25-34",1
"2009","09","台南市","M","55-64",1
"2009","09","南投縣","M","25-34",1
"2009","09","屏東縣","M","45-54",1
"2009","09","桃園市","F","25-34",1
"2009","09","桃園市","M","45-54",1
"2009","09","高雄市","M","35-44",1
"2009","09","高雄市","M","45-54",1
"2009","09","新北市","M","25-34",1
"2009","09","嘉義縣","M","35-44",1
"2009","10","台中市","M","25-34",1
"2009","10","台中市","M","35-44",2
"2009","10","台中市","M","55-64",1
"2009","10","台北市","F","55-64",1
"2009","10","台北市","M","15-24",1
"2009","10","台北市","M","25-34",1
"2009","10","台北市","M","35-44",4
"2009","10","台北市","M","45-54",3
"2009","10","台東縣","M","35-44",1
"2009","10","台東縣","M","45-54",1
"2009","10","台南市","M","25-34",1
"2009","10","花蓮縣","M","45-54",1
"2009","10","屏東縣","F","35-44",1
"2009","10","屏東縣","M","25-34",1
"2009","10","屏東縣","M","35-44",2
"2009","10","屏東縣","M","45-54",1
"2009","10","桃園市","F","35-44",1
"2009","10","桃園市","M","35-44",2
"2009","10","高雄市","M","25-34",3
"2009","10","高雄市","M","35-44",1
"2009","10","高雄市","M","45-54",2
"2009","10","基隆市","M","25-34",1
"2009","10","雲林縣","M","35-44",2
"2009","10","新竹市","M","35-44",1
"2009","10","彰化縣","F","45-54",1
"2009","10","彰化縣","M","25-34",1
"2009","10","彰化縣","M","45-54",1
"2009","11","台中市","M","25-34",1
"2009","11","台中市","M","35-44",1
"2009","11","台北市","M","15-24",1
"2009","11","台北市","M","25-34",2
"2009","11","台北市","M","35-44",2
"2009","11","台北市","M","45-54",2
"2009","11","台北市","M","55-64",3
"2009","11","台北市","M","65以上",1
"2009","11","台南市","M","35-44",1
"2009","11","台南市","M","45-54",2
"2009","11","台南市","M","55-64",1
"2009","11","台南市","M","65以上",1
"2009","11","南投縣","F","45-54",1
"2009","11","屏東縣","M","35-44",3
"2009","11","屏東縣","M","45-54",1
"2009","11","桃園市","M","25-34",2
"2009","11","高雄市","M","25-34",1
"2009","11","高雄市","M","35-44",2
"2009","11","雲林縣","F","15-24",1
"2009","11","新北市","M","45-54",1
"2009","11","新北市","M","55-64",1
"2009","11","嘉義市","F","35-44",1
"2009","12","台中市","F","25-34",1
"2009","12","台中市","M","25-34",3
"2009","12","台北市","M","15-24",1
"2009","12","台北市","M","55-64",1
"2009","12","台東縣","M","35-44",1
"2009","12","台南市","M","25-34",2
"2009","12","南投縣","M","25-34",1
"2009","12","南投縣","M","35-44",1
"2009","12","南投縣","M","65以上",1
"2009","12","桃園市","F","25-34",1
"2009","12","桃園市","M","25-34",1
"2009","12","高雄市","M","25-34",3
"2009","12","基隆市","M","45-54",1
"2009","12","基隆市","M","55-64",1
"2009","12","新北市","M","25-34",1
"2009","12","新北市","M","35-44",2
"2009","12","嘉義縣","M","25-34",2
"2009","12","彰化縣","M","35-44",1
"2009","12","彰化縣","M","45-54",1
"2010","01","台中市","F","55-64",1
"2010","01","台中市","M","25-34",3
"2010","01","台中市","M","45-54",1
"2010","01","台北市","M","25-34",3
"2010","01","台北市","M","35-44",1
"2010","01","台北市","M","45-54",2
"2010","01","台南市","M","45-54",1
"2010","01","花蓮縣","M","25-34",2
"2010","01","南投縣","M","35-44",1
"2010","01","桃園市","F","35-44",1
"2010","01","桃園市","M","25-34",1
"2010","01","桃園市","M","35-44",3
"2010","01","桃園市","M","45-54",1
"2010","01","高雄市","M","35-44",1
"2010","01","高雄市","M","55-64",1
"2010","01","高雄市","M","65以上",2
"2010","01","雲林縣","F","25-34",1
"2010","01","新北市","M","35-44",1
"2010","01","嘉義市","M","25-34",1
"2010","01","嘉義市","M","55-64",1
"2010","01","彰化縣","M","25-34",1
"2010","01","彰化縣","M","35-44",1
"2010","02","台中市","M","25-34",1
"2010","02","台中市","M","35-44",1
"2010","02","台中市","M","65以上",1
"2010","02","台北市","M","25-34",3
"2010","02","台北市","M","45-54",2
"2010","02","台北市","M","55-64",1
"2010","02","台南市","M","55-64",1
"2010","02","桃園市","M","45-54",1
"2010","02","高雄市","F","45-54",1
"2010","02","高雄市","M","25-34",2
"2010","02","高雄市","M","45-54",1
"2010","02","高雄市","M","55-64",1
"2010","02","基隆市","M","35-44",1
"2010","02","新北市","M","25-34",2
"2010","02","新北市","M","35-44",1
"2010","02","新北市","M","45-54",1
"2010","02","新北市","M","55-64",1
"2010","02","新竹市","M","25-34",1
"2010","03","台中市","M","25-34",2
"2010","03","台中市","M","35-44",2
"2010","03","台北市","F","35-44",1
"2010","03","台北市","M","25-34",1
"2010","03","台北市","M","35-44",2
"2010","03","台北市","M","45-54",3
"2010","03","台南市","F","65以上",1
"2010","03","台南市","M","45-54",1
"2010","03","屏東縣","M","25-34",2
"2010","03","屏東縣","M","35-44",1
"2010","03","屏東縣","M","55-64",1
"2010","03","桃園市","M","15-24",1
"2010","03","桃園市","M","25-34",1
"2010","03","桃園市","M","45-54",1
"2010","03","桃園市","M","55-64",1
"2010","03","高雄市","M","55-64",1
"2010","03","基隆市","M","55-64",1
"2010","03","雲林縣","M","25-34",1
"2010","03","雲林縣","M","45-54",1
"2010","03","新北市","M","35-44",1
"2010","03","嘉義縣","M","35-44",2
"2010","03","彰化縣","M","25-34",1
"2010","03","彰化縣","M","35-44",1
"2010","04","台中市","M","25-34",1
"2010","04","台中市","M","35-44",2
"2010","04","台中市","M","45-54",1
"2010","04","台北市","M","25-34",2
"2010","04","台北市","M","35-44",3
"2010","04","台北市","M","45-54",1
"2010","04","台南市","F","35-44",1
"2010","04","台南市","M","35-44",1
"2010","04","桃園市","F","25-34",1
"2010","04","高雄市","M","25-34",2
"2010","04","高雄市","M","35-44",2
"2010","04","高雄市","M","45-54",1
"2010","04","高雄市","M","55-64",1
"2010","04","基隆市","M","55-64",1
"2010","04","新竹市","M","25-34",1
"2010","04","新竹市","M","65以上",1
"2010","04","彰化縣","M","45-54",1
"2010","05","台中市","M","35-44",2
"2010","05","台中市","M","45-54",1
"2010","05","台北市","M","15-24",1
"2010","05","台北市","M","25-34",1
"2010","05","台北市","M","35-44",3
"2010","05","台北市","M","45-54",1
"2010","05","台北市","M","55-64",1
"2010","05","台南市","M","25-34",1
"2010","05","宜蘭縣","M","25-34",1
"2010","05","桃園市","M","25-34",1
"2010","05","高雄市","M","25-34",2
"2010","05","高雄市","M","35-44",2
"2010","05","高雄市","M","45-54",1
"2010","05","基隆市","M","25-34",1
"2010","05","雲林縣","M","25-34",1
"2010","05","雲林縣","M","55-64",1
"2010","05","新北市","M","25-34",1
"2010","05","新北市","M","35-44",1
"2010","05","新北市","M","45-54",2
"2010","05","新竹市","M","45-54",1
"2010","05","嘉義縣","M","25-34",1
