縣市,醫療院所名稱,醫事機構代碼,地址
彰化縣,彰化基督教醫療財團法人鹿港基督教醫院,1137020520,彰化縣鹿港鎮中正路480號、永安二路37號、安福街45號
彰化縣,彰化基督教醫療財團法人員林基督教醫院,1137050019,彰化縣員林市莒光路456號
彰化縣,彰化基督教醫療財團法人二林基督教醫院,1137080017,彰化縣二林鎮南光里大成路一段558號、安和街40巷28號2樓
彰化縣,仁和醫院,1537070028,彰化縣田中鎮中路里中州路一段157號
彰化縣,彰化縣彰化市南西北區衛生所,2337010010,彰化縣彰化市華北里旭光路166號
彰化縣,彰化縣彰化市東區衛生所,2337010029,彰化縣彰化市香山里彰南路2段346巷31弄26號
彰化縣,彰化縣鹿港鎮衛生所,2337020016,彰化縣鹿港鎮順興里復興路425號1、2樓
彰化縣,彰化縣和美鎮衛生所,2337030012,彰化縣和美鎮和東里彰美路5段319號
彰化縣,彰化縣北斗鎮衛生所,2337040018,彰化縣北斗鎮地政路406巷17號
彰化縣,彰化縣員林市衛生所,2337050014,彰化縣員林市仁美里博愛路229號
彰化縣,彰化縣溪湖鎮衛生所,2337060010,彰化縣溪湖鎮湖東里青雅路36號
彰化縣,彰化縣田中鎮衛生所,2337070016,彰化縣田中鎮西路里斗中路一段222號
彰化縣,彰化縣二林鎮衛生所,2337080012,彰化縣二林鎮大成路一段115號1樓
彰化縣,彰化縣線西鄉衛生所,2337090018,彰化縣線西鄉寓埔村和線路957巷6號
彰化縣,彰化縣伸港鄉衛生所,2337100019,彰化縣伸港鄉大同村中興路2段197號
彰化縣,彰化縣福興鄉衛生所,2337110015,彰化縣福興鄉福興村福興路51巷2號
彰化縣,彰化縣秀水鄉衛生所,2337120020,彰化縣秀水鄉安東村中山路288號
彰化縣,彰化縣花壇鄉衛生所,2337130017,彰化縣花壇鄉長沙村中正路11號
彰化縣,彰化縣芬園鄉衛生所,2337140013,彰化縣芬園鄉社口村公園1街11號
彰化縣,彰化縣大村鄉衛生所,2337150019,彰化縣大村鄉大村村中正西路340號
彰化縣,彰化縣埔鹽鄉衛生所,2337160015,彰化縣埔鹽鄉好修村員鹿路二段58號
彰化縣,彰化縣埔心鄉衛生所,2337170011,彰化縣埔心鄉義民村員鹿路2段340號
彰化縣,彰化縣永靖鄉衛生所,2337180017,彰化縣永靖鄉永西村西興路91號
彰化縣,彰化縣社頭鄉衛生所,2337190013,彰化縣社頭鄉社頭村員集路二段409號
彰化縣,彰化縣二水鄉衛生所,2337200014,彰化縣二水鄉二水村過圳路19號
彰化縣,彰化縣田尾鄉衛生所,2337210010,彰化縣田尾鄉饒平村光復路2段608號
彰化縣,彰化縣埤頭鄉衛生所,2337220016,彰化縣埤頭鄉合興村健安街119號
彰化縣,彰化縣芳苑鄉衛生所,2337230012,彰化縣芳苑鄉仁愛村斗苑路芳苑段249、251號1樓
彰化縣,彰化縣大城鄉衛生所,2337240018,彰化縣大城鄉大城村中平路126號
彰化縣,彰化縣竹塘鄉衛生所,2337250014,彰化縣竹塘鄉竹元村東陽路一段58之1號
彰化縣,彰化縣溪州鄉衛生所,2337260010,彰化縣溪州鄉尾厝村溪下路4段570號
雲林縣,國立臺灣大學醫學院附設醫院雲林分院,0439010518,雲林縣斗六市雲林路二段579號
雲林縣,國立成功大學醫學院附設醫院斗六分院,0439010527,雲林縣斗六市莊敬路345號
雲林縣,天主教若瑟醫療財團法人若瑟醫院,1139030015,雲林縣虎尾鎮新生路74號
雲林縣,彰化基督教醫療財團法人雲林基督教醫院,1139040011,雲林縣西螺鎮新豐里市場南路371、375號
雲林縣,長庚醫療財團法人雲林長庚紀念醫院,1139130010,雲林縣麥寮鄉中興村工業路1500號
雲林縣,中國醫藥大學北港附設醫院,1339060017,雲林縣北港鎮新街里新德路123號
雲林縣,洪揚醫院,1539010048,雲林縣斗六市文化路138號
雲林縣,蔡醫院,1539050015,雲林縣土庫鎮中山路64號
雲林縣,全生醫院,1539060011,雲林縣北港鎮中正路100號
雲林縣,陳銘森診所,3539140187,雲林縣東勢鄉東南村東勢西路60號
雲林縣,林坤永診所,3539141282,雲林縣東勢鄉同安村同安路160－5號
雲林縣,夏保介診所,3539150110,雲林縣褒忠鄉中民村中正路91號
雲林縣,全民診所,3539161668,雲林縣台西鄉中山路391號
雲林縣,泰安診所,3539190427,雲林縣口湖鄉湖東村文安街32號
雲林縣,啟東診所,3539201292,雲林縣水林鄉水北村水林路220號
雲林縣,雲林縣斗六市衛生所,2339010018,雲林縣斗六市鎮西里公園路75號
雲林縣,雲林縣斗南鎮衛生所,2339020014,雲林縣斗南鎮福德街153號
雲林縣,雲林縣虎尾鎮衛生所,2339030010,雲林縣虎尾鎮明正路11號
雲林縣,雲林縣西螺鎮衛生所,2339040016,雲林縣西螺鎮福興里修文路110號
雲林縣,雲林縣土庫鎮衛生所,2339050012,雲林縣土庫鎮忠正里中山路254號
雲林縣,雲林縣北港鎮衛生所,2339060018,雲林縣北港鎮北辰路3號
雲林縣,雲林縣古坑鄉衛生所,2339070014,雲林縣古坑鄉西平村中山路391號
雲林縣,雲林縣大埤鄉衛生所,2339080010,雲林縣大埤鄉北和村中山路4號
雲林縣,雲林縣莿桐鄉衛生所,2339090016,雲林縣莿桐鄉和平路53之2號
雲林縣,雲林縣林內鄉衛生所,2339100017,雲林縣林內鄉林中村新興路54號
雲林縣,雲林縣二崙鄉衛生所,2339110013,雲林縣二崙鄉崙西村中興路9、11號
雲林縣,雲林縣崙背鄉衛生所,2339120019,雲林縣崙背鄉南陽村南光路34號
雲林縣,雲林縣麥寮鄉衛生所,2339130015,雲林縣麥寮鄉麥豐村光復路4號
雲林縣,雲林縣東勢鄉衛生所,2339140011,雲林縣東勢鄉東南村懷恩街40號
雲林縣,雲林縣褒忠鄉衛生所,2339150017,雲林縣褒忠鄉中勝村添財街21號
雲林縣,雲林縣臺西鄉衛生所,2339160013,雲林縣台西鄉台西村民生路36號
雲林縣,雲林縣元長鄉衛生所,2339170019,雲林縣元長鄉長南村元中路8號
雲林縣,雲林縣四湖鄉衛生所,2339180015,雲林縣四湖鄉施湖村中山西路118號
雲林縣,雲林縣口湖鄉衛生所,2339190011,雲林縣口湖鄉湖東村中正路一段114號
雲林縣,雲林縣水林鄉衛生所,2339200012,雲林縣水林鄉水北村水林路8號
嘉義市,衛生福利部嘉義醫院,0122020517,嘉義市西區北港路312號
嘉義市,臺中榮民總醫院嘉義分院,0622020017,嘉義市西區劉厝里世賢路2段600號
嘉義市,仁德醫療社團法人陳仁德醫院,0922020013,嘉義市西區林森西路285號
嘉義市,慶昇醫療社團法人慶昇醫院,0922020022,嘉義市西區新榮路339、339－1號
嘉義市,祥太醫療社團法人祥太醫院,0922020031,嘉義市西區書院里延平街490號永和街116號
嘉義市,戴德森醫療財團法人嘉義基督教醫院,1122010012,嘉義市東區中庄里忠孝路539號、642號、保健街100號
嘉義市,"天主教中華聖母修女會
醫療財團法人天主教聖馬爾定醫院",1122010021,嘉義市東區大雅路二段565號
嘉義市,陽明醫院,1522011115,嘉義市東區吳鳳北路252號
嘉義市,盧亞人醫院,1522021175,嘉義市西區北杏里民權路406號
嘉義市,世華醫院,1522021237,嘉義市西區仁愛路365號
嘉義市,安心醫院,1522021264,嘉義市西區新民路88號
嘉義市,嘉義市西區衛生所,2322020013,嘉義市西區德明路1號
嘉義市,嘉義市東區衛生所,2322010017,嘉義市東區大雅路二段625號
嘉義縣,衛生福利部朴子醫院,0140010028,嘉義縣朴子市永和里42－50號
嘉義縣,臺中榮民總醫院灣橋分院,0640140012,嘉義縣竹崎鄉灣橋村石麻園38號
嘉義縣,長庚醫療財團法人嘉義長庚紀念醫院,1140010510,嘉義縣朴子市仁和里長庚一路6號及嘉朴路西段8號
嘉義縣,佛教慈濟醫療財團法人大林慈濟醫院,1140030012,嘉義縣大林鎮平林里民生路2號
嘉義縣,嘉義縣立慢性病防治所,2240110018,嘉義縣太保市安仁里祥和二路東段3號
嘉義縣,嘉義縣朴子市衛生所,2340010015,嘉義縣朴子市安福里光復路40號
嘉義縣,嘉義縣布袋鎮衛生所,2340020011,嘉義縣布袋鎮新厝里21號
嘉義縣,嘉義縣大林鎮衛生所,2340030017,嘉義縣大林鎮平林里中山路252號
嘉義縣,嘉義縣民雄鄉衛生所,2340040013,嘉義縣民雄鄉中樂村文化路7之2號
嘉義縣,嘉義縣溪口鄉衛生所,2340050019,嘉義縣溪口鄉溪北村二鄰中山路1號
嘉義縣,嘉義縣新港鄉衛生所,2340060015,嘉義縣新港鄉宮前村中山路167號
嘉義縣,嘉義縣六腳鄉衛生所,2340070011,嘉義縣六腳鄉蒜頭村15鄰蒜頭73－1號
嘉義縣,嘉義縣東石鄉衛生所,2340080017,嘉義縣東石鄉東石村3之7號
嘉義縣,嘉義縣義竹鄉衛生所,2340090013,嘉義縣義竹鄉仁里村義竹422－1號
嘉義縣,嘉義縣鹿草鄉衛生所,2340100014,嘉義縣鹿草鄉西井村12鄰長壽路226巷2號
嘉義縣,嘉義縣太保市衛生所,2340110010,嘉義縣太保市後潭里443號
嘉義縣,嘉義縣水上鄉衛生所,2340120016,嘉義縣水上鄉水上村正義路145號
嘉義縣,嘉義縣中埔鄉衛生所,2340130012,嘉義縣中埔鄉中埔村中正路6號一樓、二樓
嘉義縣,嘉義縣竹崎鄉衛生所,2340140018,嘉義縣竹崎鄉竹崎村文化路19之1號
嘉義縣,嘉義縣梅山鄉衛生所,2340150014,嘉義縣梅山鄉華山路18號
嘉義縣,嘉義縣番路鄉衛生所,2340160010,嘉義縣番路鄉下坑村菜公店60號
嘉義縣,嘉義縣大埔鄉衛生所,2340170016,嘉義縣大埔鄉大埔村53－1號
嘉義縣,嘉義縣阿里山鄉衛生所,2340180012,嘉義縣阿里山鄉樂野村3鄰97－2號
臺南市,衛生福利部臺南醫院,0121050011,臺南市中西區中山路125號
臺南市,衛生福利部新營醫院,0141010013,臺南市新營區信義街73號
臺南市,衛生福利部臺南醫院新化分院,0141060513,臺南市新化區那拔里牧場72號
臺南市,衛生福利部胸腔病院,0141270019,臺南市仁德區中山路864號
臺南市,國立成功大學醫學院附設醫院,0421040011,臺南市北區勝利路138號
臺南市,高雄榮民總醫院臺南分院,0641310018,臺南市永康區復興里復興路427號
臺南市,臺南市立醫院(委託秀傳醫療社團法人經營),0905320023,臺南市東區崇德路670號
臺南市,新興醫療社團法人新興醫院,0941010019,臺南市新營區中興路10號
臺南市,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,1105040016,臺南市麻豆區麻佳路一段207號
臺南市,奇美醫療財團法人佳里奇美醫院,1105050012,臺南市佳里區佳興里佳里興606號
臺南市,台灣基督長老教會新樓醫療財團法人台南新樓醫院,1121010018,臺南市東區泉北里東門路1段57號
臺南市,奇美醫療財團法人柳營奇美醫院,1141090512,臺南市柳營區太康里201號
臺南市,奇美醫療財團法人奇美醫院,1141310019,臺南市永康區中華路901號、臺南市南區樹林街二段442號
臺南市,臺南市立安南醫院-委託中國醫藥大學興建經營,1305370013,臺南市安南區長和路二段66號
臺南市,郭綜合醫院,1521031104,臺南市民生路二段18．20．22．23．24．25．27號
臺南市,永和醫院,1521051160,臺南市中區福安里府前路一段304巷2號
臺南市,營新醫院,1541011126,臺南市新營區隋唐街228號
臺南市,安聯診所,3505030038,臺南市白河區白河里富民路62號
臺南市,陳俊達小兒科診所,3505340226,臺南市中西區中山路19、21、21－1號1樓
臺南市,衛生福利部嘉南療養院,0141270028,臺南市仁德區裕忠路539號
臺南市,臺南市東區衛生所,2321010013,臺南市東區龍山里林森路1段418號
臺南市,臺南市南區衛生所,2321020019,臺南市南區南都里南和路6號
臺南市,臺南市中西區衛生所,2321030015,臺南市中西區淺草里環河街94號Ｂ1～3樓
臺南市,臺南巿北區衛生所,2321040011,臺南市北區公園里西華街50號
臺南市,臺南市安南區衛生所,2321060013,臺南市安南區淵東里仁安路70號2樓
臺南市,臺南市安平區衛生所,2321070019,臺南市安平區平通里育平路310號
臺南市,臺南市新營區衛生所,2341010019,臺南市新營區大宏里三民路72號
臺南市,臺南市鹽水區衛生所,2341020015,臺南市鹽水區武廟路1號
臺南市,臺南市白河區衛生所,2341030011,臺南市白河區永安里國光路5號
臺南市,臺南市麻豆區衛生所,2341040017,臺南市麻豆區巷口里興國路11一1號
臺南市,臺南市佳里區衛生所,2341050013,臺南市佳里區東寧里進學路159號
臺南市,臺南市新化區衛生所,2341060019,臺南市新化區健康路十三鄰143號
臺南市,臺南市善化區衛生所,2341070015,臺南市善化區光文里中山路200號
臺南市,臺南市學甲區衛生所,2341080011,臺南市學甲區仁得里建國路38號1樓
臺南市,臺南市柳營區衛生所,2341090017,臺南市柳營區士林里54之5號
臺南市,臺南市後壁區衛生所,2341100018,臺南市後壁區後壁里3號
臺南市,臺南市東山區衛生所,2341110014,臺南市東山區東山里236號1樓
臺南市,臺南市下營區衛生所,2341120010,臺南市下營區營前里中山路二段137號
臺南市,臺南市六甲區衛生所,2341130016,臺南市六甲區二甲里26鄰中華路110號
臺南市,臺南市官田區衛生所,2341140012,臺南市官田區隆田里中山路一段128號
臺南市,臺南市大內區衛生所,2341150018,臺南市大內區大內里2號
臺南市,臺南市西港區衛生所,2341160014,臺南市西港區西港里中山路368號
臺南市,臺南市七股區衛生所,2341170010,臺南市七股區大埕里379號
臺南市,臺南市將軍區衛生所,2341180016,臺南市將軍區忠興里185－6號
臺南市,臺南市北門區衛生所,2341190012,臺南市北門區北門里港北50號
臺南市,臺南市新市區衛生所,2341200013,臺南市新市區新市里中興街12號
臺南市,臺南市安定區衛生所,2341210019,臺南市安定區安定里59－1號
臺南市,臺南市山上區衛生所,2341220015,臺南市山上區山上里35－2號
臺南市,臺南市玉井區衛生所,2341230011,臺南市玉井區玉田里中正路5號
臺南市,臺南市楠西區衛生所,2341240017,臺南市楠西區楠西里中正路226號
臺南市,臺南市南化區衛生所,2341250013,臺南市南化區南化里226－1號
臺南市,臺南市左鎮區衛生所,2341260019,臺南市左鎮區中正里172之15號
臺南市,臺南市仁德區衛生所,2341270015,臺南市仁德區仁德里中山路606巷2號
臺南市,臺南市歸仁區衛生所,2341280011,臺南市歸仁區中正北路1段1號
臺南市,臺南市關廟區衛生所,2341290017,臺南市關廟區山西里中正路1000號
臺南市,臺南市龍崎區衛生所,2341300018,臺南市龍崎區崎頂里新市子158號
臺南市,臺南市永康區衛生所,2341310014,臺南市永康區永康里文化路51號
高雄市,高雄市立聯合醫院,0102020011,高雄市鼓山區中華一路976號
高雄市,高雄市立大同醫院(委託財團法人私立高雄醫學大學經營),0102070020,高雄市前金區中華三路68號
高雄市,高雄市立民生醫院,0102080017,高雄市苓雅區凱旋二路134號
高雄市,高雄市立凱旋醫院,0102080026,高雄市苓雅區凱旋二路130號
高雄市,衛生福利部旗山醫院,0142030019,高雄市旗山區大德里中學路60號
高雄市,國軍高雄總醫院左營分院,0502030015,高雄市左營區合群里軍校路553號
高雄市,國軍高雄總醫院附設民眾診療服務處,0502080015,高雄市苓雅區建軍路5號
高雄市,高雄榮民總醫院,0602030026,高雄市左營區大中一路386號
高雄市,阮綜合醫療社團法人阮綜合醫院,0902080013,高雄市苓雅區成功一路162號，156號
高雄市,高雄市立岡山醫院(委託秀傳醫療社團法人經營),0942020019,高雄市岡山區壽天路12號
高雄市,高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),1102110011,高雄市小港區山明里山明路482號Ｂ1－10樓
高雄市,義大醫療財團法人義大癌治療醫院,1107120017,高雄市燕巢區角宿里義大路21號Ｂ2－10樓
高雄市,義大醫療財團法人義大大昌醫院,1107320017,高雄市三民區大昌一路305號地下3樓至7樓
高雄市,天主教聖功醫療財團法人聖功醫院,1107350015,高雄市苓雅區建國一路352號
高雄市,高雄市立鳳山醫院(委託長庚醫療財團法人經營),1142010518,高雄市鳳山區經武路42號、42－1號
高雄市,長庚醫療財團法人高雄長庚紀念醫院,1142100017,高雄市鳥松區大埤路123號
高雄市,義大醫療財團法人義大醫院,1142120001,高雄市燕巢區角宿里義大路1號
高雄市,財團法人私立高雄醫學大學附設中和紀念醫院,1302050014,高雄市三民區十全一路100號
高雄市,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),1307370011,高雄市旗津區旗港路33號
高雄市,財團法人私立高雄醫學大學附設高醫岡山醫院,1307020025,高雄市岡山區捷安路8號
高雄市,健仁醫院,1502040021,高雄市楠梓區中陽里楠陽路136號
高雄市,長春醫院,1502041108,高雄市楠梓區右昌街331號1－5樓
高雄市,新高醫院,1507320015,高雄市三民區莊敬路288號1-9樓
高雄市,杏和醫院,1542011282,高雄市鳳山區五甲二路385號、387號、389號
高雄市,建佑醫院,1542050056,高雄市林園區東林西路360，362號，399號，407巷7號
高雄市,泰和醫院,1542110020,高雄市橋頭區橋頭里成功路101號
高雄市,博林診所,3507301530,高雄市左營區南屏路352號1樓＋夾層
高雄市,高雄市旗山區衛生所,2342030015,高雄市旗山區中正路197號
高雄市,高雄市美濃區衛生所,2342040011,高雄市美濃區美中路246號
高雄市,高雄市林園區衛生所,2342050017,高雄市林園區林園里林園北路186號
高雄市,高雄市大寮區衛生所,2342060013,高雄市大寮區永芳里進學路129巷2－1號
高雄市,高雄市大樹區衛生所,2342070019,高雄市大樹區龍目路158號
高雄市,高雄市橋頭區衛生所,2342110018,高雄市橋頭區橋頭里隆豊路5號
高雄市,高雄市燕巢區衛生所,2342120014,高雄市燕巢區南燕里中興路2號
高雄市,高雄市田寮區衛生所,2342130010,高雄市田寮區南安里崗北路32號
高雄市,高雄市阿蓮區衛生所,2342140016,高雄市阿蓮區民生路94－1號
高雄市,高雄市路竹區衛生所,2342150012,高雄市路竹區竹南里國昌路86巷22號
高雄市,高雄市湖內區衛生所,2342160018,高雄市湖內區湖中路203號
高雄市,高雄市茄萣區衛生所,2342170014,高雄市茄萣區吉定里濱海路二段1號
高雄市,高雄市永安區衛生所,2342180010,高雄市永安區永安路26號
高雄市,高雄市彌陀區衛生所,2342190016,高雄市彌陀區彌仁里中華路1巷5弄1號
高雄市,高雄市梓官區衛生所,2342200017,高雄市梓官區梓信里公館路45號
高雄市,高雄市六龜區衛生所,2342210013,高雄市六龜區民治路16號
高雄市,高雄市甲仙區衛生所,2342220019,高雄市甲仙區和安里中山路52號
高雄市,高雄市杉林區衛生所,2342230015,高雄市杉林區上平里山仙路93巷2號
高雄市,高雄市內門區衛生所,2342240011,高雄市內門區觀亭里16鄰中埔頭20號
高雄市,高雄市茂林區衛生所,2342250017,高雄市茂林區茂林里茂林巷8－4號
高雄市,高雄市桃源區衛生所,2342260013,高雄市桃源區桃源里南進巷188－1號
高雄市,高雄市那瑪夏區衛生所,2342270019,高雄市那瑪夏區瑪雅里6鄰平和巷252號
屏東縣,衛生福利部屏東醫院,0143010011,屏東縣屏東市自由路270號
屏東縣,衛生福利部恆春旅遊醫院,0143040019,屏東縣恆春鎮山腳里恆南路188號
屏東縣,國軍高雄總醫院屏東分院,0543010019,屏東縣屏東市大湖路58巷22號
屏東縣,屏東榮民總醫院,0643010011,屏東縣屏東市崇武里榮總東路1號
屏東縣,屏東榮民總醫院龍泉分院,0643130018,屏東縣內埔鄉龍潭村昭勝路安平一巷1號
屏東縣,寶建醫療社團法人寶建醫院,0943010017,屏東縣屏東市中山路119.123號.
屏東縣,安泰醫療社團法人潮州安泰醫院,0943020013,屏東縣潮州鎮三星里四維路162及193號
屏東縣,安泰醫療社團法人安泰醫院,0943030019,屏東縣東港鎮興東里中正路一段210號
屏東縣,南門醫療社團法人南門醫院,0943040015,屏東縣恆春鎮南門路10號
屏東縣,枋寮醫療社團法人枋寮醫院,0943160012,屏東縣枋寮鄉安樂村中山路139號
屏東縣,屏基醫療財團法人屏東基督教醫院,1143010012,屏東縣屏東市大連路60號，屏東縣屏東市建豐路2巷113號
屏東縣,輔英科技大學附設醫院,1343030018,屏東縣東港鎮興台里中山路5號
屏東縣,國仁醫院,1543010109,屏東縣屏東市民生東路12－2號
屏東縣,周昭宏內科診所,3543014037,屏東縣屏東市福建路安樂里72號
屏東縣,屏東縣屏東市衛生所,2343010017,屏東縣屏東市北興里中正路419號
屏東縣,屏東縣潮州鎮衛生所,2343020013,屏東縣潮州鎮三共里永坤路107號
屏東縣,屏東縣東港鎮衛生所,2343030019,屏東縣東港鎮朝安里新生三路23號
屏東縣,屏東縣恆春鎮衛生所,2343040015,屏東縣恆春鎮城南里文化路78號
屏東縣,屏東縣萬丹鄉衛生所,2343050011,屏東縣萬丹鄉四維村萬丹路一段501號
屏東縣,屏東縣長治鄉衛生所,2343060017,屏東縣長治鄉進興村潭頭路3號
屏東縣,屏東縣麟洛鄉衛生所,2343070013,屏東縣麟洛鄉麟蹄村中山路156－1號
屏東縣,屏東縣九如鄉衛生所,2343080019,屏東縣九如鄉九如路二段247號
屏東縣,屏東縣里港鄉衛生所,2343090015,屏東縣里港鄉大平村中山路103–1號
屏東縣,屏東縣鹽埔鄉衛生所,2343100016,屏東縣鹽埔鄉鹽北村勝利路187號
屏東縣,屏東縣高樹鄉衛生所,2343110012,屏東縣高樹鄉長榮村南昌路12–2號
屏東縣,屏東縣萬巒鄉衛生所,2343120018,屏東縣萬巒鄉萬全村褒忠路16號
屏東縣,屏東縣內埔鄉衛生所,2343130014,屏東縣內埔鄉內埔村中興路191號
屏東縣,屏東縣竹田鄉衛生所,2343140010,屏東縣竹田鄉竹田村中山路25號
屏東縣,屏東縣新埤鄉衛生所,2343150016,屏東縣新埤鄉新埤村中正路38號
屏東縣,屏東縣枋寮鄉衛生所,2343160012,屏東縣枋寮鄉枋寮村德興路77號
屏東縣,屏東縣新園鄉衛生所,2343170018,屏東縣新園鄉仙吉村仙吉路89－2號
屏東縣,屏東縣崁頂鄉衛生所,2343180014,屏東縣崁頂鄉崁頂村興農路29–9號
屏東縣,屏東縣林邊鄉衛生所,2343190010,屏東縣林邊鄉光林村和平路45號
屏東縣,屏東縣南州鄉衛生所,2343200011,屏東縣南州鄉溪南村人和路239號
屏東縣,屏東縣佳冬鄉衛生所,2343210017,屏東縣佳冬鄉六根村佳和路87－1號
屏東縣,屏東縣琉球鄉衛生所,2343220013,屏東縣琉球鄉本福村中山路51號
屏東縣,屏東縣車城鄉衛生所,2343230019,屏東縣車城鄉福安村福安路2之30號
屏東縣,屏東縣滿州鄉衛生所,2343240015,屏東縣滿州鄉滿州村中山路31號
屏東縣,屏東縣枋山鄉衛生所,2343250011,屏東縣枋山鄉枋山村枋山路98號
屏東縣,屏東縣三地門鄉衛生所,2343260017,屏東縣三地門鄉三地村行政街4號
屏東縣,屏東縣霧台鄉衛生所,2343270013,屏東縣霧台鄉霧台村神山巷68號
屏東縣,屏東縣瑪家鄉衛生所,2343280019,屏東縣瑪家鄉北葉村風景巷86號
屏東縣,屏東縣泰武鄉衛生所,2343290015,屏東縣泰武鄉佳平村179號
屏東縣,屏東縣來義鄉衛生所,2343300016,屏東縣來義鄉古樓村中正路90號
屏東縣,屏東縣春日鄉衛生所,2343310012,屏東縣春日鄉春日村春日路176號
屏東縣,屏東縣獅子鄉衛生所,2343320018,屏東縣獅子鄉楓林村楓林二巷31號
屏東縣,屏東縣牡丹鄉衛生所,2343330014,屏東縣牡丹鄉石門村19號
澎湖縣,衛生福利部澎湖醫院,0144010015,澎湖縣馬公市啟明里中正路10號
澎湖縣,三軍總醫院澎湖分院附設民眾診療服務處,0544010031,澎湖縣馬公市前寮里90號
澎湖縣,天主教靈醫會醫療財團法人惠民醫院,1144010016,澎湖縣馬公市樹德路14號
澎湖縣,澎湖縣馬公市第一衛生所,2344010011,澎湖縣馬公市樹德路36號
澎湖縣,澎湖縣馬公市第二衛生所,2344011027,澎湖縣馬公市鎖港里240號
澎湖縣,澎湖縣馬公市第三衛生所,2344011036,澎湖縣馬公市西文里118之2號
澎湖縣,澎湖縣湖西鄉衛生所,2344020017,澎湖縣湖西鄉湖西村151－1號
澎湖縣,澎湖縣白沙鄉衛生所,2344030013,澎湖縣白沙鄉赤崁村359號
澎湖縣,澎湖縣白沙鄉鳥嶼衛生所,2344030022,澎湖縣白沙鄉鳥嶼村漁港新村3號
澎湖縣,澎湖縣白沙鄉吉貝衛生所,2344030031,澎湖縣白沙鄉吉貝村8－13號
澎湖縣,澎湖縣西嶼鄉衛生所,2344040019,澎湖縣西嶼鄉池東村222號
澎湖縣,澎湖縣望安鄉衛生所,2344050015,澎湖縣望安鄉西安村36－7號
澎湖縣,澎湖縣望安鄉將軍衛生所,2344050024,澎湖縣望安鄉將軍村12鄰將軍澳1之3號
澎湖縣,澎湖縣七美鄉衛生所,2344060011,澎湖縣七美鄉中和村埔內54號
花蓮縣,衛生福利部花蓮醫院,0145010019,花蓮縣花蓮市中正路600號
花蓮縣,衛生福利部玉里醫院,0145030020,花蓮縣玉里鎮中華路448號
花蓮縣,衛生福利部花蓮醫院豐濱原住民分院,0145080011,花蓮縣豐濱鄉豐濱村光豐路41號
花蓮縣,國軍花蓮總醫院,0545040515,花蓮縣新城鄉嘉里路163號
花蓮縣,鳳林榮民醫院,0645020015,花蓮縣鳳林鎮鳳信里中正路1段2號
花蓮縣,臺北榮民總醫院玉里分院,0645030011,花蓮縣玉里鎮泰昌里新興街91號
花蓮縣,佛教慈濟醫療財團法人花蓮慈濟醫院,1145010010,花蓮縣花蓮市中央路3段707號
花蓮縣,臺灣基督教門諾會醫療財團法人門諾醫院,1145010038,花蓮縣花蓮市民權路44號
花蓮縣,花蓮縣花蓮市衛生所,2345010015,花蓮縣花蓮市新興路200號
花蓮縣,花蓮縣鳳林鎮衛生所,2345020011,花蓮縣鳳林鎮公正街8之1號
花蓮縣,花蓮縣新城鄉衛生所,2345040013,花蓮縣新城鄉北埔村北埔路160號
花蓮縣,花蓮縣吉安鄉衛生所,2345050019,花蓮縣吉安鄉吉安村吉安路2段132號
花蓮縣,花蓮縣壽豐鄉衛生所,2345060015,花蓮縣壽豐鄉壽豐村公園路28巷10號
花蓮縣,花蓮縣光復鄉衛生所,2345070011,花蓮縣光復鄉大馬村中學街158號
花蓮縣,花蓮縣瑞穗鄉衛生所,2345090013,花蓮縣瑞穗鄉瑞穗村民生街75號
花蓮縣,花蓮縣富里鄉衛生所,2345100014,花蓮縣富里鄉富里村中山路203號
花蓮縣,花蓮縣秀林鄉衛生所,2345110010,花蓮縣秀林鄉秀林村12鄰秀林路88號
花蓮縣,花蓮縣萬榮鄉衛生所,2345120016,花蓮縣萬榮鄉萬榮村1鄰16號
花蓮縣,花蓮縣卓溪鄉衛生所,2345130012,花蓮縣卓溪鄉卓溪村中正路65號
臺東縣,衛生福利部臺東醫院,0146010013,臺東縣臺東市五權街1號
臺東縣,衛生福利部臺東醫院成功分院,0146020537,臺東縣成功鎮中山東路32號
臺東縣,臺北榮民總醫院臺東分院,0646010013,臺東縣臺東市南榮里更生路1000號
臺東縣,台灣基督長老教會馬偕醫療財團法人台東馬偕紀念醫院,1146010014,臺東縣臺東市長沙街303巷1號
臺東縣,東基醫療財團法人臺東基督教醫院,1146010032,臺東縣臺東市開封街350號
臺東縣,佛教慈濟醫療財團法人關山慈濟醫院,1146030516,臺東縣關山鎮和平路125－5號
臺東縣,李惠雄內科診所,3546012269,臺東縣臺東市中正路334號
臺東縣,臺東縣臺東市衛生所,2346010019,臺東縣臺東市大同路51號
臺東縣,臺東縣成功鎮衛生所,2346020015,臺東縣成功鎮忠仁里中山東路64號
臺東縣,臺東縣關山鎮衛生所,2346030011,臺東縣關山鎮中福里中華路78號
臺東縣,臺東縣卑南鄉衛生所,2346040017,臺東縣卑南鄉太平村和平路132號
臺東縣,臺東縣大武鄉衛生所,2346050013,臺東縣大武鄉大武村復興路2－2號
臺東縣,臺東縣太麻里鄉衛生所,2346060019,臺東縣太麻里鄉泰和村2鄰民權路66號
