年,週,就診類別,年齡別,縣市,其他肺炎健保就診人次,健保就診總人次,縣市別代碼
2021,32,住院,65+,高雄市,32,942,64000
2021,32,住院,65+,新北市,127,1233,65000
2021,32,住院,65+,台中市,116,2258,66000
2021,32,住院,65+,台南市,51,757,67000
2021,32,住院,65+,桃園市,80,954,68000
2021,32,住院,7~12,宜蘭縣,0,10,10002
2021,32,住院,7~12,新竹縣,0,3,10004
2021,32,住院,7~12,苗栗縣,0,3,10005
2021,32,住院,7~12,彰化縣,0,29,10007
2021,32,住院,7~12,南投縣,1,5,10008
2021,32,住院,7~12,雲林縣,0,4,10009
2021,32,住院,7~12,嘉義縣,0,8,10010
2021,32,住院,7~12,屏東縣,1,4,10013
2021,32,住院,7~12,台東縣,0,1,10014
2021,32,住院,7~12,花蓮縣,0,8,10015
2021,32,住院,7~12,澎湖縣,0,1,10016
2021,32,住院,7~12,基隆市,0,4,10017
2021,32,住院,7~12,新竹市,0,7,10018
2021,32,住院,7~12,嘉義市,0,1,10020
2021,32,住院,7~12,台北市,0,102,63000
2021,32,住院,7~12,高雄市,0,38,64000
2021,32,住院,7~12,新北市,1,17,65000
2021,32,住院,7~12,台中市,1,82,66000
2021,32,住院,7~12,台南市,0,11,67000
2021,32,住院,7~12,桃園市,0,25,68000
2021,32,門診,0~2,連江縣,0,20,09007
2021,32,門診,0~2,金門縣,0,327,09020
2021,32,門診,0~2,宜蘭縣,7,799,10002
2021,32,門診,0~2,新竹縣,6,1223,10004
2021,32,門診,0~2,苗栗縣,1,911,10005
2021,32,門診,0~2,彰化縣,14,2836,10007
2021,32,門診,0~2,南投縣,4,1008,10008
2021,32,門診,0~2,雲林縣,13,1177,10009
2021,32,門診,0~2,嘉義縣,5,471,10010
2021,32,門診,0~2,屏東縣,4,1483,10013
2021,32,門診,0~2,台東縣,9,298,10014
2021,32,門診,0~2,花蓮縣,9,651,10015
2021,32,門診,0~2,澎湖縣,0,203,10016
2021,32,門診,0~2,基隆市,3,524,10017
2021,32,門診,0~2,新竹市,3,1429,10018
2021,32,門診,0~2,嘉義市,0,802,10020
2021,32,門診,0~2,台北市,14,4471,63000
2021,32,門診,0~2,高雄市,12,5455,64000
2021,32,門診,0~2,新北市,16,7177,65000
2021,32,門診,0~2,台中市,31,7158,66000
2021,32,門診,0~2,台南市,14,3582,67000
2021,32,門診,0~2,桃園市,26,4331,68000
2021,32,門診,13~15,連江縣,0,17,09007
2021,32,門診,13~15,金門縣,0,236,09020
2021,32,門診,13~15,宜蘭縣,2,701,10002
2021,32,門診,13~15,新竹縣,1,1025,10004
2021,32,門診,13~15,苗栗縣,1,616,10005
2021,32,門診,13~15,彰化縣,9,2372,10007
2021,32,門診,13~15,南投縣,1,797,10008
2021,32,門診,13~15,雲林縣,1,1173,10009
2021,32,門診,13~15,嘉義縣,1,482,10010
2021,32,門診,13~15,屏東縣,0,1237,10013
2021,32,門診,13~15,台東縣,1,283,10014
2021,32,門診,13~15,花蓮縣,1,519,10015
2021,32,門診,13~15,澎湖縣,0,262,10016
2021,32,門診,13~15,基隆市,0,525,10017
2021,32,門診,13~15,新竹市,0,1219,10018
2021,32,門診,13~15,嘉義市,0,889,10020
2021,32,門診,13~15,台北市,12,5344,63000
2021,32,門診,13~15,高雄市,10,5054,64000
2021,32,門診,13~15,新北市,3,7120,65000
2021,32,門診,13~15,台中市,9,5637,66000
2021,32,門診,13~15,台南市,5,3200,67000
2021,32,門診,13~15,桃園市,1,3772,68000
2021,32,門診,16~18,連江縣,0,22,09007
2021,32,門診,16~18,金門縣,0,268,09020
2021,32,門診,16~18,宜蘭縣,2,765,10002
2021,32,門診,16~18,新竹縣,0,973,10004
2021,32,門診,16~18,苗栗縣,0,837,10005
2021,32,門診,16~18,彰化縣,6,2820,10007
2021,32,門診,16~18,南投縣,1,930,10008
2021,32,門診,16~18,雲林縣,0,1455,10009
2021,32,門診,16~18,嘉義縣,0,611,10010
2021,32,門診,16~18,屏東縣,0,1455,10013
2021,32,門診,16~18,台東縣,1,363,10014
2021,32,門診,16~18,花蓮縣,0,646,10015
2021,32,門診,16~18,澎湖縣,0,281,10016
2021,32,門診,16~18,基隆市,2,626,10017
2021,32,門診,16~18,新竹市,1,1273,10018
2021,32,門診,16~18,嘉義市,0,1120,10020
2021,32,門診,16~18,台北市,17,5460,63000
2021,32,門診,16~18,高雄市,6,5922,64000
2021,32,門診,16~18,新北市,6,7450,65000
2021,32,門診,16~18,台中市,16,6464,66000
2021,32,門診,16~18,台南市,5,3591,67000
2021,32,門診,16~18,桃園市,1,3844,68000
2021,32,門診,19~24,連江縣,0,117,09007
2021,32,門診,19~24,金門縣,0,880,09020
2021,32,門診,19~24,宜蘭縣,5,2274,10002
2021,32,門診,19~24,新竹縣,2,2819,10004
2021,32,門診,19~24,苗栗縣,0,2276,10005
2021,32,門診,19~24,彰化縣,24,7750,10007
2021,32,門診,19~24,南投縣,2,2196,10008
2021,32,門診,19~24,雲林縣,3,3869,10009
2021,32,門診,19~24,嘉義縣,3,1715,10010
2021,32,門診,19~24,屏東縣,3,4146,10013
2021,32,門診,19~24,台東縣,1,956,10014
2021,32,門診,19~24,花蓮縣,2,2036,10015
2021,32,門診,19~24,澎湖縣,0,824,10016
2021,32,門診,19~24,基隆市,2,1870,10017
2021,32,門診,19~24,新竹市,4,3766,10018
2021,32,門診,19~24,嘉義市,7,3248,10020
2021,32,門診,19~24,台北市,56,17995,63000
2021,32,門診,19~24,高雄市,11,18647,64000
2021,32,門診,19~24,新北市,15,22921,65000
2021,32,門診,19~24,台中市,36,23281,66000
2021,32,門診,19~24,台南市,16,11758,67000
2021,32,門診,19~24,桃園市,5,12421,68000
2021,32,門診,25~64,連江縣,3,932,09007
2021,32,門診,25~64,金門縣,4,8387,09020
2021,32,門診,25~64,宜蘭縣,131,33380,10002
2021,32,門診,25~64,新竹縣,42,36618,10004
2021,32,門診,25~64,苗栗縣,48,34672,10005
2021,32,門診,25~64,彰化縣,215,102469,10007
2021,32,門診,25~64,南投縣,72,36747,10008
2021,32,門診,25~64,雲林縣,102,52839,10009
2021,32,門診,25~64,嘉義縣,35,24533,10010
2021,32,門診,25~64,屏東縣,103,61790,10013
2021,32,門診,25~64,台東縣,27,15679,10014
2021,32,門診,25~64,花蓮縣,95,27853,10015
2021,32,門診,25~64,澎湖縣,12,12006,10016
2021,32,門診,25~64,基隆市,55,25305,10017
2021,32,門診,25~64,新竹市,101,43702,10018
2021,32,門診,25~64,嘉義市,66,38783,10020
2021,32,門診,25~64,台北市,1185,253461,63000
2021,32,門診,25~64,高雄市,237,251742,64000
2021,32,門診,25~64,新北市,524,295071,65000
2021,32,門診,25~64,台中市,706,278335,66000
2021,32,門診,25~64,台南市,308,161913,67000
2021,32,門診,25~64,桃園市,166,152997,68000
2021,32,門診,3~6,連江縣,0,19,09007
2021,32,門診,3~6,金門縣,2,416,09020
2021,32,門診,3~6,宜蘭縣,13,1098,10002
2021,32,門診,3~6,新竹縣,6,1604,10004
2021,32,門診,3~6,苗栗縣,2,1345,10005
2021,32,門診,3~6,彰化縣,38,3773,10007
2021,32,門診,3~6,南投縣,4,1326,10008
2021,32,門診,3~6,雲林縣,11,1726,10009
2021,32,門診,3~6,嘉義縣,1,743,10010
2021,32,門診,3~6,屏東縣,11,1887,10013
2021,32,門診,3~6,台東縣,3,426,10014
2021,32,門診,3~6,花蓮縣,11,861,10015
2021,32,門診,3~6,澎湖縣,0,310,10016
2021,32,門診,3~6,基隆市,7,704,10017
2021,32,門診,3~6,新竹市,14,2170,10018
2021,32,門診,3~6,嘉義市,1,1285,10020
2021,32,門診,3~6,台北市,41,7040,63000
2021,32,門診,3~6,高雄市,38,7969,64000
2021,32,門診,3~6,新北市,38,11179,65000
2021,32,門診,3~6,台中市,87,10727,66000
2021,32,門診,3~6,台南市,32,5524,67000
2021,32,門診,3~6,桃園市,35,6092,68000
2021,32,門診,65+,連江縣,0,430,09007
2021,32,門診,65+,金門縣,6,4469,09020
2021,32,門診,65+,宜蘭縣,215,26882,10002
2021,32,門診,65+,新竹縣,39,17164,10004
2021,32,門診,65+,苗栗縣,128,23586,10005
2021,32,門診,65+,彰化縣,319,66665,10007
2021,32,門診,65+,南投縣,200,29254,10008
2021,32,門診,65+,雲林縣,163,40796,10009
2021,32,門診,65+,嘉義縣,43,22731,10010
2021,32,門診,65+,屏東縣,196,50929,10013
2021,32,門診,65+,台東縣,48,12325,10014
2021,32,門診,65+,花蓮縣,152,20320,10015
2021,32,門診,65+,澎湖縣,19,9243,10016
2021,32,門診,65+,基隆市,66,16474,10017
2021,32,門診,65+,新竹市,108,19928,10018
2021,32,門診,65+,嘉義市,107,24743,10020
2021,32,門診,65+,台北市,1150,171924,63000
2021,32,門診,65+,高雄市,368,157676,64000
2021,32,門診,65+,新北市,716,150653,65000
2021,32,門診,65+,台中市,779,144836,66000
2021,32,門診,65+,台南市,459,100029,67000
2021,32,門診,65+,桃園市,223,66580,68000
2021,32,門診,7~12,連江縣,0,40,09007
2021,32,門診,7~12,金門縣,0,587,09020
2021,32,門診,7~12,宜蘭縣,10,1491,10002
2021,32,門診,7~12,新竹縣,5,2284,10004
2021,32,門診,7~12,苗栗縣,0,1478,10005
2021,32,門診,7~12,彰化縣,25,5497,10007
2021,32,門診,7~12,南投縣,4,1758,10008
2021,32,門診,7~12,雲林縣,7,2388,10009
2021,32,門診,7~12,嘉義縣,3,1014,10010
2021,32,門診,7~12,屏東縣,4,2542,10013
2021,32,門診,7~12,台東縣,1,582,10014
2021,32,門診,7~12,花蓮縣,8,1121,10015
2021,32,門診,7~12,澎湖縣,1,542,10016
2021,32,門診,7~12,基隆市,4,1028,10017
2021,32,門診,7~12,新竹市,13,3162,10018
2021,32,門診,7~12,嘉義市,1,2008,10020
2021,32,門診,7~12,台北市,49,12281,63000
2021,32,門診,7~12,高雄市,40,11708,64000
2021,32,門診,7~12,新北市,32,16483,65000
2021,32,門診,7~12,台中市,73,14392,66000
2021,32,門診,7~12,台南市,18,7604,67000
2021,32,門診,7~12,桃園市,24,8623,68000
2021,32,門診,不詳,新竹市,0,1,10018
2021,32,門診,不詳,台北市,0,3,63000
2021,32,門診,不詳,高雄市,0,1,64000
2021,32,門診,不詳,新北市,0,1,65000
2021,33,住院,0~2,金門縣,0,1,09020
2021,33,住院,0~2,宜蘭縣,0,18,10002
2021,33,住院,0~2,新竹縣,1,4,10004
2021,33,住院,0~2,苗栗縣,0,6,10005
2021,33,住院,0~2,彰化縣,0,34,10007
2021,33,住院,0~2,南投縣,0,2,10008
2021,33,住院,0~2,雲林縣,0,2,10009
2021,33,住院,0~2,嘉義縣,0,3,10010
2021,33,住院,0~2,屏東縣,1,13,10013
2021,33,住院,0~2,花蓮縣,0,4,10015
2021,33,住院,0~2,基隆市,1,3,10017
2021,33,住院,0~2,新竹市,0,3,10018
2021,33,住院,0~2,嘉義市,0,4,10020
2021,33,住院,0~2,台北市,3,59,63000
2021,33,住院,0~2,高雄市,0,27,64000
2021,33,住院,0~2,新北市,2,40,65000
2021,33,住院,0~2,台中市,2,110,66000
2021,33,住院,0~2,台南市,0,9,67000
2021,33,住院,0~2,桃園市,0,29,68000
2021,33,住院,13~15,宜蘭縣,0,2,10002
2021,33,住院,13~15,新竹縣,0,1,10004
2021,33,住院,13~15,苗栗縣,0,3,10005
2021,33,住院,13~15,彰化縣,0,22,10007
2021,33,住院,13~15,南投縣,0,1,10008
2021,33,住院,13~15,雲林縣,0,1,10009
2021,33,住院,13~15,嘉義縣,0,1,10010
2021,33,住院,13~15,屏東縣,0,3,10013
2021,33,住院,13~15,花蓮縣,0,4,10015
2021,33,住院,13~15,基隆市,0,2,10017
2021,33,住院,13~15,新竹市,0,3,10018
2021,33,住院,13~15,嘉義市,0,8,10020
2021,33,住院,13~15,台北市,0,52,63000
2021,33,住院,13~15,高雄市,0,17,64000
2021,33,住院,13~15,新北市,0,17,65000
2021,33,住院,13~15,台中市,0,55,66000
2021,33,住院,13~15,台南市,0,9,67000
2021,33,住院,13~15,桃園市,0,17,68000
2021,33,住院,16~18,金門縣,0,1,09020
2021,33,住院,16~18,宜蘭縣,0,10,10002
2021,33,住院,16~18,新竹縣,0,7,10004
2021,33,住院,16~18,苗栗縣,0,3,10005
2021,33,住院,16~18,彰化縣,0,21,10007
2021,33,住院,16~18,南投縣,0,2,10008
2021,33,住院,16~18,雲林縣,0,2,10009
2021,33,住院,16~18,嘉義縣,0,4,10010
2021,33,住院,16~18,屏東縣,0,7,10013
2021,33,住院,16~18,台東縣,0,2,10014
2021,33,住院,16~18,花蓮縣,1,12,10015
2021,33,住院,16~18,基隆市,0,3,10017
2021,33,住院,16~18,新竹市,0,9,10018
2021,33,住院,16~18,嘉義市,0,3,10020
2021,33,住院,16~18,台北市,0,60,63000
2021,33,住院,16~18,高雄市,0,25,64000
2021,33,住院,16~18,新北市,0,16,65000
2021,33,住院,16~18,台中市,0,66,66000
2021,33,住院,16~18,台南市,0,17,67000
2021,33,住院,16~18,桃園市,0,25,68000
2021,33,住院,19~24,金門縣,0,5,09020
2021,33,住院,19~24,宜蘭縣,0,27,10002
2021,33,住院,19~24,新竹縣,0,22,10004
2021,33,住院,19~24,苗栗縣,0,12,10005
2021,33,住院,19~24,彰化縣,2,70,10007
2021,33,住院,19~24,南投縣,0,8,10008
2021,33,住院,19~24,雲林縣,0,8,10009
2021,33,住院,19~24,嘉義縣,0,19,10010
2021,33,住院,19~24,屏東縣,0,31,10013
2021,33,住院,19~24,台東縣,0,2,10014
2021,33,住院,19~24,花蓮縣,0,29,10015
2021,33,住院,19~24,澎湖縣,0,1,10016
2021,33,住院,19~24,基隆市,0,4,10017
2021,33,住院,19~24,新竹市,0,32,10018
2021,33,住院,19~24,嘉義市,0,18,10020
2021,33,住院,19~24,台北市,1,172,63000
2021,33,住院,19~24,高雄市,2,108,64000
2021,33,住院,19~24,新北市,4,114,65000
2021,33,住院,19~24,台中市,3,218,66000
2021,33,住院,19~24,台南市,1,55,67000
2021,33,住院,19~24,桃園市,1,110,68000
2021,33,住院,25~64,連江縣,0,1,09007
2021,33,住院,25~64,金門縣,0,26,09020
2021,33,住院,25~64,宜蘭縣,9,458,10002
2021,33,住院,25~64,新竹縣,9,427,10004
2021,33,住院,25~64,苗栗縣,7,236,10005
2021,33,住院,25~64,彰化縣,34,1273,10007
2021,33,住院,25~64,南投縣,1,150,10008
2021,33,住院,25~64,雲林縣,3,277,10009
2021,33,住院,25~64,嘉義縣,3,429,10010
2021,33,住院,25~64,屏東縣,10,411,10013
2021,33,住院,25~64,台東縣,3,82,10014
2021,33,住院,25~64,花蓮縣,8,440,10015
2021,33,住院,25~64,澎湖縣,0,17,10016
2021,33,住院,25~64,基隆市,2,176,10017
2021,33,住院,25~64,新竹市,2,286,10018
2021,33,住院,25~64,嘉義市,1,300,10020
2021,33,住院,25~64,台北市,30,2906,63000
2021,33,住院,25~64,高雄市,7,1783,64000
2021,33,住院,25~64,新北市,41,1711,65000
2021,33,住院,25~64,台中市,36,3608,66000
2021,33,住院,25~64,台南市,17,1059,67000
2021,33,住院,25~64,桃園市,25,1627,68000
2021,33,住院,3~6,宜蘭縣,1,11,10002
2021,33,住院,3~6,新竹縣,0,3,10004
2021,33,住院,3~6,苗栗縣,1,5,10005
2021,33,住院,3~6,彰化縣,0,24,10007
2021,33,住院,3~6,南投縣,0,1,10008
2021,33,住院,3~6,雲林縣,0,2,10009
2021,33,住院,3~6,嘉義縣,0,4,10010
2021,33,住院,3~6,屏東縣,5,11,10013
2021,33,住院,3~6,花蓮縣,0,4,10015
2021,33,住院,3~6,基隆市,0,3,10017
2021,33,住院,3~6,新竹市,0,7,10018
2021,33,住院,3~6,嘉義市,0,2,10020
2021,33,住院,3~6,台北市,0,53,63000
2021,33,住院,3~6,高雄市,0,26,64000
2021,33,住院,3~6,新北市,0,22,65000
2021,33,住院,3~6,台中市,3,70,66000
2021,33,住院,3~6,台南市,0,6,67000
2021,33,住院,3~6,桃園市,1,28,68000
2021,33,住院,65+,連江縣,1,1,09007
2021,33,住院,65+,金門縣,1,29,09020
2021,33,住院,65+,宜蘭縣,13,303,10002
2021,33,住院,65+,新竹縣,21,240,10004
2021,33,住院,65+,苗栗縣,17,220,10005
2021,33,住院,65+,彰化縣,117,1056,10007
2021,33,住院,65+,南投縣,29,147,10008
2021,33,住院,65+,雲林縣,17,246,10009
2021,33,住院,65+,嘉義縣,8,377,10010
2021,33,住院,65+,屏東縣,22,377,10013
2021,33,住院,65+,台東縣,4,52,10014
2021,33,住院,65+,花蓮縣,8,320,10015
2021,33,住院,65+,澎湖縣,0,9,10016
2021,33,住院,65+,基隆市,7,168,10017
2021,33,住院,65+,新竹市,11,147,10018
2021,33,住院,65+,嘉義市,8,246,10020
2021,33,住院,65+,台北市,90,2225,63000
2021,33,住院,65+,高雄市,29,948,64000
2021,33,住院,65+,新北市,148,1367,65000
2021,33,住院,65+,台中市,136,2072,66000
2021,33,住院,65+,台南市,58,740,67000
2021,33,住院,65+,桃園市,64,913,68000
2021,33,住院,7~12,金門縣,0,1,09020
2021,33,住院,7~12,宜蘭縣,0,8,10002
2021,33,住院,7~12,新竹縣,0,6,10004
2021,33,住院,7~12,苗栗縣,0,3,10005
2021,33,住院,7~12,彰化縣,0,28,10007
2021,33,住院,7~12,南投縣,1,6,10008
2021,33,住院,7~12,雲林縣,0,4,10009
2021,33,住院,7~12,嘉義縣,0,9,10010
2021,33,住院,7~12,屏東縣,0,10,10013
2021,33,住院,7~12,台東縣,0,1,10014
2021,33,住院,7~12,花蓮縣,0,10,10015
2021,33,住院,7~12,澎湖縣,0,1,10016
2021,33,住院,7~12,基隆市,0,1,10017
2021,33,住院,7~12,新竹市,0,8,10018
2021,33,住院,7~12,嘉義市,0,2,10020
2021,33,住院,7~12,台北市,0,122,63000
2021,33,住院,7~12,高雄市,0,25,64000
2021,33,住院,7~12,新北市,0,29,65000
2021,33,住院,7~12,台中市,2,105,66000
2021,33,住院,7~12,台南市,0,8,67000
2021,33,住院,7~12,桃園市,0,37,68000
2021,33,門診,0~2,連江縣,0,20,09007
2021,33,門診,0~2,金門縣,0,264,09020
2021,33,門診,0~2,宜蘭縣,11,806,10002
2021,33,門診,0~2,新竹縣,2,1261,10004
2021,33,門診,0~2,苗栗縣,2,949,10005
2021,33,門診,0~2,彰化縣,8,2962,10007
2021,33,門診,0~2,南投縣,6,1141,10008
2021,33,門診,0~2,雲林縣,11,1244,10009
2021,33,門診,0~2,嘉義縣,6,497,10010
2021,33,門診,0~2,屏東縣,5,1533,10013
2021,33,門診,0~2,台東縣,7,336,10014
2021,33,門診,0~2,花蓮縣,6,596,10015
2021,33,門診,0~2,澎湖縣,0,222,10016
2021,33,門診,0~2,基隆市,2,521,10017
2021,33,門診,0~2,新竹市,7,1424,10018
2021,33,門診,0~2,嘉義市,0,805,10020
2021,33,門診,0~2,台北市,13,4720,63000
2021,33,門診,0~2,高雄市,16,5478,64000
2021,33,門診,0~2,新北市,17,7587,65000
2021,33,門診,0~2,台中市,43,7279,66000
2021,33,門診,0~2,台南市,16,3762,67000
2021,33,門診,0~2,桃園市,27,4516,68000
2021,33,門診,13~15,連江縣,0,13,09007
2021,33,門診,13~15,金門縣,0,303,09020
2021,33,門診,13~15,宜蘭縣,0,671,10002
2021,33,門診,13~15,新竹縣,1,1152,10004
2021,33,門診,13~15,苗栗縣,0,742,10005
2021,33,門診,13~15,彰化縣,7,2575,10007
2021,33,門診,13~15,南投縣,0,827,10008
2021,33,門診,13~15,雲林縣,0,1177,10009
2021,33,門診,13~15,嘉義縣,1,478,10010
2021,33,門診,13~15,屏東縣,1,1328,10013
2021,33,門診,13~15,台東縣,1,300,10014
2021,33,門診,13~15,花蓮縣,1,590,10015
2021,33,門診,13~15,澎湖縣,0,315,10016
2021,33,門診,13~15,基隆市,0,523,10017
2021,33,門診,13~15,新竹市,3,1376,10018
2021,33,門診,13~15,嘉義市,0,965,10020
2021,33,門診,13~15,台北市,10,6146,63000
2021,33,門診,13~15,高雄市,2,5528,64000
2021,33,門診,13~15,新北市,5,8100,65000
2021,33,門診,13~15,台中市,9,6060,66000
2021,33,門診,13~15,台南市,5,3295,67000
2021,33,門診,13~15,桃園市,4,4217,68000
2021,33,門診,16~18,連江縣,0,21,09007
2021,33,門診,16~18,金門縣,0,268,09020
2021,33,門診,16~18,宜蘭縣,0,746,10002
2021,33,門診,16~18,新竹縣,0,1050,10004
2021,33,門診,16~18,苗栗縣,0,888,10005
2021,33,門診,16~18,彰化縣,8,3047,10007
2021,33,門診,16~18,南投縣,3,1013,10008
2021,33,門診,16~18,雲林縣,0,1412,10009
2021,33,門診,16~18,嘉義縣,0,654,10010
2021,33,門診,16~18,屏東縣,0,1610,10013
2021,33,門診,16~18,台東縣,0,392,10014
2021,33,門診,16~18,花蓮縣,0,628,10015
2021,33,門診,16~18,澎湖縣,0,302,10016
2021,33,門診,16~18,基隆市,2,654,10017
2021,33,門診,16~18,新竹市,5,1346,10018
2021,33,門診,16~18,嘉義市,1,1158,10020
2021,33,門診,16~18,台北市,12,5886,63000
2021,33,門診,16~18,高雄市,9,6023,64000
2021,33,門診,16~18,新北市,8,7866,65000
2021,33,門診,16~18,台中市,8,6752,66000
2021,33,門診,16~18,台南市,4,3704,67000
2021,33,門診,16~18,桃園市,1,4096,68000
2021,33,門診,19~24,連江縣,0,97,09007
2021,33,門診,19~24,金門縣,0,779,09020
2021,33,門診,19~24,宜蘭縣,3,2156,10002
2021,33,門診,19~24,新竹縣,0,2946,10004
2021,33,門診,19~24,苗栗縣,1,2295,10005
2021,33,門診,19~24,彰化縣,13,7804,10007
2021,33,門診,19~24,南投縣,0,2477,10008
2021,33,門診,19~24,雲林縣,3,3965,10009
2021,33,門診,19~24,嘉義縣,1,1798,10010
2021,33,門診,19~24,屏東縣,3,4400,10013
2021,33,門診,19~24,台東縣,0,1033,10014
2021,33,門診,19~24,花蓮縣,2,2068,10015
2021,33,門診,19~24,澎湖縣,0,865,10016
2021,33,門診,19~24,基隆市,0,1806,10017
2021,33,門診,19~24,新竹市,5,3719,10018
2021,33,門診,19~24,嘉義市,0,3279,10020
2021,33,門診,19~24,台北市,50,18663,63000
2021,33,門診,19~24,高雄市,10,19671,64000
2021,33,門診,19~24,新北市,14,23681,65000
2021,33,門診,19~24,台中市,41,24149,66000
2021,33,門診,19~24,台南市,17,12033,67000
2021,33,門診,19~24,桃園市,5,12812,68000
2021,33,門診,25~64,連江縣,1,970,09007
2021,33,門診,25~64,金門縣,4,7987,09020
2021,33,門診,25~64,宜蘭縣,124,31408,10002
2021,33,門診,25~64,新竹縣,54,36759,10004
2021,33,門診,25~64,苗栗縣,52,34117,10005
2021,33,門診,25~64,彰化縣,220,101305,10007
2021,33,門診,25~64,南投縣,59,36925,10008
2021,33,門診,25~64,雲林縣,96,52764,10009
2021,33,門診,25~64,嘉義縣,31,24583,10010
2021,33,門診,25~64,屏東縣,92,62200,10013
2021,33,門診,25~64,台東縣,31,15961,10014
2021,33,門診,25~64,花蓮縣,85,27790,10015
2021,33,門診,25~64,澎湖縣,8,12103,10016
2021,33,門診,25~64,基隆市,48,25184,10017
2021,33,門診,25~64,新竹市,105,42562,10018
2021,33,門診,25~64,嘉義市,65,38600,10020
2021,33,門診,25~64,台北市,1044,254623,63000
2021,33,門診,25~64,高雄市,237,255737,64000
2021,33,門診,25~64,新北市,576,296762,65000
2021,33,門診,25~64,台中市,741,277989,66000
2021,33,門診,25~64,台南市,328,162482,67000
2021,33,門診,25~64,桃園市,152,155468,68000
2021,33,門診,3~6,連江縣,0,11,09007
2021,33,門診,3~6,金門縣,0,409,09020
2021,33,門診,3~6,宜蘭縣,17,1146,10002
2021,33,門診,3~6,新竹縣,8,1752,10004
2021,33,門診,3~6,苗栗縣,7,1396,10005
2021,33,門診,3~6,彰化縣,35,4162,10007
2021,33,門診,3~6,南投縣,7,1393,10008
2021,33,門診,3~6,雲林縣,13,1864,10009
2021,33,門診,3~6,嘉義縣,2,759,10010
2021,33,門診,3~6,屏東縣,13,1987,10013
2021,33,門診,3~6,台東縣,4,441,10014
2021,33,門診,3~6,花蓮縣,3,891,10015
2021,33,門診,3~6,澎湖縣,0,347,10016
2021,33,門診,3~6,基隆市,8,707,10017
2021,33,門診,3~6,新竹市,9,2160,10018
2021,33,門診,3~6,嘉義市,1,1403,10020
2021,33,門診,3~6,台北市,29,7501,63000
2021,33,門診,3~6,高雄市,46,8650,64000
2021,33,門診,3~6,新北市,39,11778,65000
2021,33,門診,3~6,台中市,77,11572,66000
2021,33,門診,3~6,台南市,42,5847,67000
2021,33,門診,3~6,桃園市,39,6453,68000
2021,33,門診,65+,連江縣,4,407,09007
2021,33,門診,65+,金門縣,3,4611,09020
2021,33,門診,65+,宜蘭縣,178,24919,10002
2021,33,門診,65+,新竹縣,60,16166,10004
2021,33,門診,65+,苗栗縣,122,23138,10005
2021,33,門診,65+,彰化縣,321,64537,10007
2021,33,門診,65+,南投縣,181,29000,10008
2021,33,門診,65+,雲林縣,172,39491,10009
2021,33,門診,65+,嘉義縣,53,22582,10010
2021,33,門診,65+,屏東縣,207,50008,10013
2021,33,門診,65+,台東縣,44,12015,10014
2021,33,門診,65+,花蓮縣,143,20679,10015
2021,33,門診,65+,澎湖縣,18,9128,10016
2021,33,門診,65+,基隆市,57,16416,10017
2021,33,門診,65+,新竹市,129,18765,10018
2021,33,門診,65+,嘉義市,125,23386,10020
2021,33,門診,65+,台北市,937,165612,63000
2021,33,門診,65+,高雄市,349,155728,64000
2021,33,門診,65+,新北市,731,147185,65000
2021,33,門診,65+,台中市,659,139617,66000
2021,33,門診,65+,台南市,415,96892,67000
2021,33,門診,65+,桃園市,228,65481,68000
2021,33,門診,7~12,連江縣,0,42,09007
2021,33,門診,7~12,金門縣,0,641,09020
2021,33,門診,7~12,宜蘭縣,13,1500,10002
2021,33,門診,7~12,新竹縣,6,2394,10004
2021,33,門診,7~12,苗栗縣,0,1419,10005
2021,33,門診,7~12,彰化縣,26,5640,10007
2021,33,門診,7~12,南投縣,2,1947,10008
2021,33,門診,7~12,雲林縣,9,2405,10009
2021,33,門診,7~12,嘉義縣,1,1025,10010
2021,33,門診,7~12,屏東縣,3,2770,10013
2021,33,門診,7~12,台東縣,4,620,10014
2021,33,門診,7~12,花蓮縣,5,1140,10015
2021,33,門診,7~12,澎湖縣,0,561,10016
2021,33,門診,7~12,基隆市,8,1106,10017
2021,33,門診,7~12,新竹市,13,3513,10018
2021,33,門診,7~12,嘉義市,0,2057,10020
2021,33,門診,7~12,台北市,37,13624,63000
2021,33,門診,7~12,高雄市,39,12025,64000
2021,33,門診,7~12,新北市,19,18246,65000
2021,33,門診,7~12,台中市,62,15161,66000
2021,33,門診,7~12,台南市,17,8013,67000
2021,33,門診,7~12,桃園市,21,9248,68000
2021,33,門診,不詳,彰化縣,0,1,10007
2021,33,門診,不詳,新竹市,0,1,10018
2021,33,門診,不詳,台北市,0,2,63000
2021,33,門診,不詳,新北市,0,2,65000
2021,34,住院,0~2,金門縣,0,2,09020
2021,34,住院,0~2,宜蘭縣,0,14,10002
2021,34,住院,0~2,新竹縣,0,5,10004
2021,34,住院,0~2,苗栗縣,0,8,10005
2021,34,住院,0~2,彰化縣,1,40,10007
2021,34,住院,0~2,南投縣,0,9,10008
2021,34,住院,0~2,雲林縣,0,1,10009
2021,34,住院,0~2,嘉義縣,0,4,10010
2021,34,住院,0~2,屏東縣,3,18,10013
2021,34,住院,0~2,花蓮縣,0,10,10015
2021,34,住院,0~2,基隆市,3,4,10017
2021,34,住院,0~2,新竹市,0,12,10018
2021,34,住院,0~2,台北市,0,67,63000
2021,34,住院,0~2,高雄市,2,30,64000
