年,週,就診類別,年齡別,縣市,疱疹性咽峽炎健保就診人次,健保就診總人次,縣市別代碼
2023,06,門診,3~6,嘉義市,12,3693,10020
2023,06,門診,3~6,台北市,26,17169,63000
2023,06,門診,3~6,高雄市,30,24479,64000
2023,06,門診,3~6,新北市,69,35678,65000
2023,06,門診,3~6,台中市,67,31238,66000
2023,06,門診,3~6,台南市,23,16964,67000
2023,06,門診,3~6,桃園市,48,21872,68000
2023,06,門診,65+,連江縣,0,295,09007
2023,06,門診,65+,金門縣,0,4869,09020
2023,06,門診,65+,宜蘭縣,0,29179,10002
2023,06,門診,65+,新竹縣,0,20978,10004
2023,06,門診,65+,苗栗縣,1,28800,10005
2023,06,門診,65+,彰化縣,1,77938,10007
2023,06,門診,65+,南投縣,0,33530,10008
2023,06,門診,65+,雲林縣,0,45965,10009
2023,06,門診,65+,嘉義縣,0,25687,10010
2023,06,門診,65+,屏東縣,2,58896,10013
2023,06,門診,65+,台東縣,0,13627,10014
2023,06,門診,65+,花蓮縣,0,24065,10015
2023,06,門診,65+,澎湖縣,0,9699,10016
2023,06,門診,65+,基隆市,0,19413,10017
2023,06,門診,65+,新竹市,1,24606,10018
2023,06,門診,65+,嘉義市,1,29315,10020
2023,06,門診,65+,台北市,2,218794,63000
2023,06,門診,65+,高雄市,4,186775,64000
2023,06,門診,65+,新北市,1,203299,65000
2023,06,門診,65+,台中市,10,172485,66000
2023,06,門診,65+,台南市,4,115235,67000
2023,06,門診,65+,桃園市,1,84540,68000
2023,06,門診,7~12,連江縣,0,37,09007
2023,06,門診,7~12,金門縣,2,774,09020
2023,06,門診,7~12,宜蘭縣,1,3282,10002
2023,06,門診,7~12,新竹縣,1,5551,10004
2023,06,門診,7~12,苗栗縣,1,3892,10005
2023,06,門診,7~12,彰化縣,9,11377,10007
2023,06,門診,7~12,南投縣,4,4447,10008
2023,06,門診,7~12,雲林縣,2,5143,10009
2023,06,門診,7~12,嘉義縣,3,2273,10010
2023,06,門診,7~12,屏東縣,5,5947,10013
2023,06,門診,7~12,台東縣,1,1224,10014
2023,06,門診,7~12,花蓮縣,4,2224,10015
2023,06,門診,7~12,澎湖縣,0,701,10016
2023,06,門診,7~12,基隆市,2,2558,10017
2023,06,門診,7~12,新竹市,2,6289,10018
2023,06,門診,7~12,嘉義市,2,3751,10020
2023,06,門診,7~12,台北市,8,23459,63000
2023,06,門診,7~12,高雄市,12,23499,64000
2023,06,門診,7~12,新北市,16,45008,65000
2023,06,門診,7~12,台中市,13,32794,66000
2023,06,門診,7~12,台南市,4,15752,67000
2023,06,門診,7~12,桃園市,22,21005,68000
2023,06,門診,不詳,台中市,0,1,66000
2023,07,住院,0~2,金門縣,1,3,09020
2023,07,住院,0~2,宜蘭縣,0,31,10002
2023,07,住院,0~2,新竹縣,0,8,10004
2023,07,住院,0~2,苗栗縣,0,7,10005
2023,07,住院,0~2,彰化縣,2,59,10007
2023,07,住院,0~2,南投縣,0,5,10008
2023,07,住院,0~2,雲林縣,0,11,10009
2023,07,住院,0~2,嘉義縣,0,11,10010
2023,07,住院,0~2,屏東縣,1,23,10013
2023,07,住院,0~2,台東縣,0,5,10014
2023,07,住院,0~2,花蓮縣,0,18,10015
2023,07,住院,0~2,基隆市,0,14,10017
2023,07,住院,0~2,新竹市,0,14,10018
2023,07,住院,0~2,嘉義市,0,9,10020
2023,07,住院,0~2,台北市,0,87,63000
2023,07,住院,0~2,高雄市,0,47,64000
2023,07,住院,0~2,新北市,2,72,65000
2023,07,住院,0~2,台中市,0,89,66000
2023,07,住院,0~2,台南市,0,18,67000
2023,07,住院,0~2,桃園市,1,90,68000
2023,07,住院,13~15,宜蘭縣,0,6,10002
2023,07,住院,13~15,新竹縣,0,1,10004
2023,07,住院,13~15,苗栗縣,0,1,10005
2023,07,住院,13~15,彰化縣,0,11,10007
2023,07,住院,13~15,南投縣,0,4,10008
2023,07,住院,13~15,雲林縣,0,5,10009
2023,07,住院,13~15,嘉義縣,0,6,10010
2023,07,住院,13~15,屏東縣,0,7,10013
2023,07,住院,13~15,台東縣,0,2,10014
2023,07,住院,13~15,花蓮縣,0,2,10015
2023,07,住院,13~15,基隆市,0,3,10017
2023,07,住院,13~15,新竹市,0,1,10018
2023,07,住院,13~15,嘉義市,0,2,10020
2023,07,住院,13~15,台北市,0,84,63000
2023,07,住院,13~15,高雄市,0,12,64000
2023,07,住院,13~15,新北市,0,17,65000
2023,07,住院,13~15,台中市,0,43,66000
2023,07,住院,13~15,台南市,0,5,67000
2023,07,住院,13~15,桃園市,0,33,68000
2023,07,住院,16~18,宜蘭縣,0,17,10002
2023,07,住院,16~18,新竹縣,0,6,10004
2023,07,住院,16~18,苗栗縣,0,5,10005
2023,07,住院,16~18,彰化縣,0,19,10007
2023,07,住院,16~18,南投縣,0,4,10008
2023,07,住院,16~18,雲林縣,0,6,10009
2023,07,住院,16~18,嘉義縣,0,4,10010
2023,07,住院,16~18,屏東縣,0,6,10013
2023,07,住院,16~18,台東縣,0,2,10014
2023,07,住院,16~18,花蓮縣,0,8,10015
2023,07,住院,16~18,基隆市,0,1,10017
2023,07,住院,16~18,新竹市,0,1,10018
2023,07,住院,16~18,嘉義市,0,5,10020
2023,07,住院,16~18,台北市,0,60,63000
2023,07,住院,16~18,高雄市,0,24,64000
2023,07,住院,16~18,新北市,0,35,65000
2023,07,住院,16~18,台中市,0,47,66000
2023,07,住院,16~18,台南市,0,6,67000
2023,07,住院,16~18,桃園市,0,33,68000
2023,07,住院,19~24,宜蘭縣,0,24,10002
2023,07,住院,19~24,新竹縣,0,29,10004
2023,07,住院,19~24,苗栗縣,0,11,10005
2023,07,住院,19~24,彰化縣,0,84,10007
2023,07,住院,19~24,南投縣,0,10,10008
2023,07,住院,19~24,雲林縣,0,31,10009
2023,07,住院,19~24,嘉義縣,0,12,10010
2023,07,住院,19~24,屏東縣,0,31,10013
2023,07,住院,19~24,台東縣,0,5,10014
2023,07,住院,19~24,花蓮縣,0,25,10015
2023,07,住院,19~24,澎湖縣,0,1,10016
2023,07,住院,19~24,基隆市,0,10,10017
2023,07,住院,19~24,新竹市,0,19,10018
2023,07,住院,19~24,嘉義市,0,20,10020
2023,07,住院,19~24,台北市,0,159,63000
2023,07,住院,19~24,高雄市,0,109,64000
2023,07,住院,19~24,新北市,0,86,65000
2023,07,住院,19~24,台中市,0,174,66000
2023,07,住院,19~24,台南市,0,30,67000
2023,07,住院,19~24,桃園市,0,114,68000
2023,07,住院,25~64,連江縣,0,1,09007
2023,07,住院,25~64,金門縣,0,34,09020
2023,07,住院,25~64,宜蘭縣,0,427,10002
2023,07,住院,25~64,新竹縣,0,593,10004
2023,07,住院,25~64,苗栗縣,0,196,10005
2023,07,住院,25~64,彰化縣,0,1324,10007
2023,07,住院,25~64,南投縣,0,178,10008
2023,07,住院,25~64,雲林縣,0,526,10009
2023,07,住院,25~64,嘉義縣,0,447,10010
2023,07,住院,25~64,屏東縣,0,377,10013
2023,07,住院,25~64,台東縣,0,66,10014
2023,07,住院,25~64,花蓮縣,0,438,10015
2023,07,住院,25~64,澎湖縣,0,22,10016
2023,07,住院,25~64,基隆市,0,282,10017
2023,07,住院,25~64,新竹市,0,535,10018
2023,07,住院,25~64,嘉義市,0,404,10020
2023,07,住院,25~64,台北市,0,4930,63000
2023,07,住院,25~64,高雄市,0,2010,64000
2023,07,住院,25~64,新北市,0,1797,65000
2023,07,住院,25~64,台中市,0,3482,66000
2023,07,住院,25~64,台南市,0,1229,67000
2023,07,住院,25~64,桃園市,0,2158,68000
2023,07,住院,3~6,金門縣,0,1,09020
2023,07,住院,3~6,宜蘭縣,1,41,10002
2023,07,住院,3~6,新竹縣,0,13,10004
2023,07,住院,3~6,苗栗縣,0,5,10005
2023,07,住院,3~6,彰化縣,0,67,10007
2023,07,住院,3~6,南投縣,0,8,10008
2023,07,住院,3~6,雲林縣,0,7,10009
2023,07,住院,3~6,嘉義縣,0,24,10010
2023,07,住院,3~6,屏東縣,3,34,10013
2023,07,住院,3~6,台東縣,0,2,10014
2023,07,住院,3~6,花蓮縣,0,20,10015
2023,07,住院,3~6,基隆市,0,12,10017
2023,07,住院,3~6,新竹市,0,20,10018
2023,07,住院,3~6,嘉義市,0,5,10020
2023,07,住院,3~6,台北市,1,171,63000
2023,07,住院,3~6,高雄市,0,47,64000
2023,07,住院,3~6,新北市,1,75,65000
2023,07,住院,3~6,台中市,2,123,66000
2023,07,住院,3~6,台南市,0,9,67000
2023,07,住院,3~6,桃園市,0,85,68000
2023,07,住院,65+,連江縣,0,1,09007
2023,07,住院,65+,金門縣,0,43,09020
2023,07,住院,65+,宜蘭縣,0,360,10002
2023,07,住院,65+,新竹縣,0,354,10004
2023,07,住院,65+,苗栗縣,0,207,10005
2023,07,住院,65+,彰化縣,0,1296,10007
2023,07,住院,65+,南投縣,0,150,10008
2023,07,住院,65+,雲林縣,0,561,10009
2023,07,住院,65+,嘉義縣,0,590,10010
2023,07,住院,65+,屏東縣,0,371,10013
2023,07,住院,65+,台東縣,0,52,10014
2023,07,住院,65+,花蓮縣,0,418,10015
2023,07,住院,65+,澎湖縣,0,17,10016
2023,07,住院,65+,基隆市,0,332,10017
2023,07,住院,65+,新竹市,0,374,10018
2023,07,住院,65+,嘉義市,0,337,10020
2023,07,住院,65+,台北市,0,4078,63000
2023,07,住院,65+,高雄市,0,1464,64000
2023,07,住院,65+,新北市,0,1892,65000
2023,07,住院,65+,台中市,0,2321,66000
2023,07,住院,65+,台南市,0,974,67000
2023,07,住院,65+,桃園市,0,1643,68000
2023,07,住院,7~12,宜蘭縣,0,11,10002
2023,07,住院,7~12,新竹縣,0,9,10004
2023,07,住院,7~12,苗栗縣,0,5,10005
2023,07,住院,7~12,彰化縣,0,38,10007
2023,07,住院,7~12,南投縣,0,9,10008
2023,07,住院,7~12,雲林縣,0,9,10009
2023,07,住院,7~12,嘉義縣,1,8,10010
2023,07,住院,7~12,屏東縣,0,13,10013
2023,07,住院,7~12,台東縣,0,2,10014
2023,07,住院,7~12,花蓮縣,0,11,10015
2023,07,住院,7~12,澎湖縣,0,1,10016
2023,07,住院,7~12,基隆市,0,7,10017
2023,07,住院,7~12,新竹市,0,13,10018
2023,07,住院,7~12,嘉義市,0,3,10020
2023,07,住院,7~12,台北市,0,163,63000
2023,07,住院,7~12,高雄市,0,42,64000
2023,07,住院,7~12,新北市,0,30,65000
2023,07,住院,7~12,台中市,0,70,66000
2023,07,住院,7~12,台南市,0,14,67000
2023,07,住院,7~12,桃園市,0,52,68000
2023,07,門診,0~2,連江縣,0,22,09007
2023,07,門診,0~2,金門縣,3,334,09020
2023,07,門診,0~2,宜蘭縣,6,1529,10002
2023,07,門診,0~2,新竹縣,8,2730,10004
2023,07,門診,0~2,苗栗縣,2,1766,10005
2023,07,門診,0~2,彰化縣,12,5363,10007
2023,07,門診,0~2,南投縣,6,1656,10008
2023,07,門診,0~2,雲林縣,3,2005,10009
2023,07,門診,0~2,嘉義縣,2,815,10010
2023,07,門診,0~2,屏東縣,12,2821,10013
2023,07,門診,0~2,台東縣,1,621,10014
2023,07,門診,0~2,花蓮縣,0,1188,10015
2023,07,門診,0~2,澎湖縣,0,281,10016
2023,07,門診,0~2,基隆市,5,1110,10017
2023,07,門診,0~2,新竹市,9,2952,10018
2023,07,門診,0~2,嘉義市,2,1486,10020
2023,07,門診,0~2,台北市,48,8212,63000
2023,07,門診,0~2,高雄市,34,10014,64000
2023,07,門診,0~2,新北市,83,16008,65000
2023,07,門診,0~2,台中市,70,13430,66000
2023,07,門診,0~2,台南市,25,6768,67000
2023,07,門診,0~2,桃園市,34,9043,68000
2023,07,門診,13~15,連江縣,0,23,09007
2023,07,門診,13~15,金門縣,0,294,09020
2023,07,門診,13~15,宜蘭縣,0,1106,10002
2023,07,門診,13~15,新竹縣,0,1574,10004
2023,07,門診,13~15,苗栗縣,0,1252,10005
2023,07,門診,13~15,彰化縣,2,3448,10007
2023,07,門診,13~15,南投縣,1,1173,10008
2023,07,門診,13~15,雲林縣,0,1657,10009
2023,07,門診,13~15,嘉義縣,0,716,10010
2023,07,門診,13~15,屏東縣,2,2041,10013
2023,07,門診,13~15,台東縣,0,508,10014
2023,07,門診,13~15,花蓮縣,1,809,10015
2023,07,門診,13~15,澎湖縣,0,293,10016
2023,07,門診,13~15,基隆市,0,745,10017
2023,07,門診,13~15,新竹市,0,1584,10018
2023,07,門診,13~15,嘉義市,0,1087,10020
2023,07,門診,13~15,台北市,0,6297,63000
2023,07,門診,13~15,高雄市,0,6383,64000
2023,07,門診,13~15,新北市,3,11056,65000
2023,07,門診,13~15,台中市,2,7975,66000
2023,07,門診,13~15,台南市,0,4311,67000
2023,07,門診,13~15,桃園市,0,6516,68000
2023,07,門診,16~18,連江縣,0,21,09007
2023,07,門診,16~18,金門縣,0,302,09020
2023,07,門診,16~18,宜蘭縣,0,1127,10002
2023,07,門診,16~18,新竹縣,0,1478,10004
2023,07,門診,16~18,苗栗縣,0,1262,10005
2023,07,門診,16~18,彰化縣,0,3572,10007
2023,07,門診,16~18,南投縣,1,1092,10008
2023,07,門診,16~18,雲林縣,0,1902,10009
2023,07,門診,16~18,嘉義縣,0,863,10010
2023,07,門診,16~18,屏東縣,0,2083,10013
2023,07,門診,16~18,台東縣,0,495,10014
2023,07,門診,16~18,花蓮縣,0,889,10015
2023,07,門診,16~18,澎湖縣,0,312,10016
2023,07,門診,16~18,基隆市,0,910,10017
2023,07,門診,16~18,新竹市,0,1565,10018
2023,07,門診,16~18,嘉義市,0,1426,10020
2023,07,門診,16~18,台北市,0,6712,63000
2023,07,門診,16~18,高雄市,3,8024,64000
2023,07,門診,16~18,新北市,6,11590,65000
2023,07,門診,16~18,台中市,1,8579,66000
2023,07,門診,16~18,台南市,0,5036,67000
2023,07,門診,16~18,桃園市,2,6224,68000
2023,07,門診,19~24,連江縣,0,79,09007
2023,07,門診,19~24,金門縣,0,801,09020
2023,07,門診,19~24,宜蘭縣,0,2490,10002
2023,07,門診,19~24,新竹縣,0,3226,10004
2023,07,門診,19~24,苗栗縣,0,2674,10005
2023,07,門診,19~24,彰化縣,2,8188,10007
2023,07,門診,19~24,南投縣,0,2476,10008
2023,07,門診,19~24,雲林縣,0,4463,10009
2023,07,門診,19~24,嘉義縣,0,2427,10010
2023,07,門診,19~24,屏東縣,0,5046,10013
2023,07,門診,19~24,台東縣,0,1077,10014
2023,07,門診,19~24,花蓮縣,0,2663,10015
2023,07,門診,19~24,澎湖縣,0,790,10016
2023,07,門診,19~24,基隆市,1,2233,10017
2023,07,門診,19~24,新竹市,0,4536,10018
2023,07,門診,19~24,嘉義市,1,3394,10020
2023,07,門診,19~24,台北市,1,22416,63000
2023,07,門診,19~24,高雄市,3,23463,64000
2023,07,門診,19~24,新北市,5,29702,65000
2023,07,門診,19~24,台中市,8,30189,66000
2023,07,門診,19~24,台南市,0,13890,67000
2023,07,門診,19~24,桃園市,2,15661,68000
2023,07,門診,25~64,連江縣,0,634,09007
2023,07,門診,25~64,金門縣,0,7784,09020
2023,07,門診,25~64,宜蘭縣,2,38179,10002
2023,07,門診,25~64,新竹縣,3,50581,10004
2023,07,門診,25~64,苗栗縣,3,44528,10005
2023,07,門診,25~64,彰化縣,8,120823,10007
2023,07,門診,25~64,南投縣,1,43081,10008
2023,07,門診,25~64,雲林縣,1,61744,10009
2023,07,門診,25~64,嘉義縣,0,30181,10010
2023,07,門診,25~64,屏東縣,3,72772,10013
2023,07,門診,25~64,台東縣,0,18228,10014
2023,07,門診,25~64,花蓮縣,0,33660,10015
2023,07,門診,25~64,澎湖縣,0,12699,10016
2023,07,門診,25~64,基隆市,5,31294,10017
2023,07,門診,25~64,新竹市,1,58344,10018
2023,07,門診,25~64,嘉義市,1,44668,10020
2023,07,門診,25~64,台北市,12,325177,63000
2023,07,門診,25~64,高雄市,15,318000,64000
2023,07,門診,25~64,新北市,26,401964,65000
2023,07,門診,25~64,台中市,34,342424,66000
2023,07,門診,25~64,台南市,8,194914,67000
2023,07,門診,25~64,桃園市,7,207312,68000
2023,07,門診,3~6,連江縣,0,34,09007
2023,07,門診,3~6,金門縣,9,597,09020
2023,07,門診,3~6,宜蘭縣,8,3765,10002
2023,07,門診,3~6,新竹縣,17,6127,10004
2023,07,門診,3~6,苗栗縣,12,5149,10005
2023,07,門診,3~6,彰化縣,31,13420,10007
2023,07,門診,3~6,南投縣,12,4465,10008
2023,07,門診,3~6,雲林縣,13,6177,10009
2023,07,門診,3~6,嘉義縣,8,2429,10010
2023,07,門診,3~6,屏東縣,23,7530,10013
2023,07,門診,3~6,台東縣,0,1412,10014
2023,07,門診,3~6,花蓮縣,3,2672,10015
2023,07,門診,3~6,澎湖縣,2,722,10016
2023,07,門診,3~6,基隆市,3,2617,10017
2023,07,門診,3~6,新竹市,8,6197,10018
2023,07,門診,3~6,嘉義市,6,3673,10020
2023,07,門診,3~6,台北市,41,18214,63000
2023,07,門診,3~6,高雄市,43,26425,64000
2023,07,門診,3~6,新北市,106,38914,65000
2023,07,門診,3~6,台中市,130,33935,66000
2023,07,門診,3~6,台南市,42,17953,67000
2023,07,門診,3~6,桃園市,60,24578,68000
2023,07,門診,65+,連江縣,0,349,09007
2023,07,門診,65+,金門縣,0,5168,09020
2023,07,門診,65+,宜蘭縣,0,29728,10002
2023,07,門診,65+,新竹縣,0,21078,10004
2023,07,門診,65+,苗栗縣,0,29307,10005
2023,07,門診,65+,彰化縣,3,78710,10007
2023,07,門診,65+,南投縣,0,33748,10008
2023,07,門診,65+,雲林縣,0,45734,10009
2023,07,門診,65+,嘉義縣,1,25861,10010
2023,07,門診,65+,屏東縣,2,59053,10013
2023,07,門診,65+,台東縣,0,14364,10014
2023,07,門診,65+,花蓮縣,0,25109,10015
2023,07,門診,65+,澎湖縣,0,9944,10016
2023,07,門診,65+,基隆市,0,19740,10017
2023,07,門診,65+,新竹市,0,25212,10018
2023,07,門診,65+,嘉義市,0,28719,10020
2023,07,門診,65+,台北市,0,230176,63000
2023,07,門診,65+,高雄市,7,200381,64000
2023,07,門診,65+,新北市,1,206796,65000
2023,07,門診,65+,台中市,7,173374,66000
2023,07,門診,65+,台南市,1,115099,67000
2023,07,門診,65+,桃園市,0,84935,68000
2023,07,門診,7~12,連江縣,0,54,09007
2023,07,門診,7~12,金門縣,2,696,09020
2023,07,門診,7~12,宜蘭縣,1,2965,10002
2023,07,門診,7~12,新竹縣,7,5241,10004
2023,07,門診,7~12,苗栗縣,2,3681,10005
2023,07,門診,7~12,彰化縣,7,9798,10007
2023,07,門診,7~12,南投縣,0,3475,10008
2023,07,門診,7~12,雲林縣,1,4625,10009
2023,07,門診,7~12,嘉義縣,1,2003,10010
2023,07,門診,7~12,屏東縣,5,5422,10013
2023,07,門診,7~12,台東縣,0,1235,10014
2023,07,門診,7~12,花蓮縣,1,2104,10015
2023,07,門診,7~12,澎湖縣,0,730,10016
2023,07,門診,7~12,基隆市,1,2129,10017
2023,07,門診,7~12,新竹市,3,5014,10018
2023,07,門診,7~12,嘉義市,2,2895,10020
2023,07,門診,7~12,台北市,8,18020,63000
2023,07,門診,7~12,高雄市,16,21899,64000
2023,07,門診,7~12,新北市,16,34199,65000
2023,07,門診,7~12,台中市,17,25705,66000
2023,07,門診,7~12,台南市,11,14293,67000
2023,07,門診,7~12,桃園市,15,18948,68000
2023,07,門診,不詳,台北市,0,4,63000
2023,07,門診,不詳,高雄市,0,1,64000
2023,07,門診,不詳,新北市,0,1,65000
2023,07,門診,不詳,台中市,0,1,66000
2023,08,住院,0~2,金門縣,1,3,09020
2023,08,住院,0~2,宜蘭縣,2,29,10002
2023,08,住院,0~2,新竹縣,0,9,10004
2023,08,住院,0~2,苗栗縣,0,6,10005
2023,08,住院,0~2,彰化縣,1,59,10007
2023,08,住院,0~2,南投縣,0,4,10008
2023,08,住院,0~2,雲林縣,0,7,10009
2023,08,住院,0~2,嘉義縣,0,13,10010
2023,08,住院,0~2,屏東縣,0,34,10013
2023,08,住院,0~2,台東縣,0,4,10014
2023,08,住院,0~2,花蓮縣,0,13,10015
2023,08,住院,0~2,基隆市,0,16,10017
2023,08,住院,0~2,新竹市,0,14,10018
2023,08,住院,0~2,嘉義市,0,8,10020
2023,08,住院,0~2,台北市,0,115,63000
2023,08,住院,0~2,高雄市,0,54,64000
2023,08,住院,0~2,新北市,2,75,65000
2023,08,住院,0~2,台中市,1,94,66000
2023,08,住院,0~2,台南市,0,10,67000
2023,08,住院,0~2,桃園市,0,83,68000
2023,08,住院,13~15,宜蘭縣,0,3,10002
2023,08,住院,13~15,新竹縣,0,1,10004
2023,08,住院,13~15,苗栗縣,0,1,10005
2023,08,住院,13~15,彰化縣,0,9,10007
2023,08,住院,13~15,南投縣,0,3,10008
2023,08,住院,13~15,雲林縣,0,7,10009
2023,08,住院,13~15,嘉義縣,0,3,10010
2023,08,住院,13~15,屏東縣,0,6,10013
2023,08,住院,13~15,台東縣,0,2,10014
2023,08,住院,13~15,花蓮縣,0,4,10015
2023,08,住院,13~15,基隆市,0,2,10017
2023,08,住院,13~15,新竹市,0,4,10018
2023,08,住院,13~15,嘉義市,0,4,10020
2023,08,住院,13~15,台北市,0,47,63000
2023,08,住院,13~15,高雄市,0,18,64000
2023,08,住院,13~15,新北市,0,18,65000
2023,08,住院,13~15,台中市,0,46,66000
2023,08,住院,13~15,台南市,0,2,67000
2023,08,住院,13~15,桃園市,0,18,68000
2023,08,住院,16~18,金門縣,0,1,09020
2023,08,住院,16~18,宜蘭縣,0,7,10002
2023,08,住院,16~18,新竹縣,0,9,10004
2023,08,住院,16~18,苗栗縣,0,8,10005
2023,08,住院,16~18,彰化縣,0,26,10007
2023,08,住院,16~18,南投縣,0,3,10008
2023,08,住院,16~18,雲林縣,0,2,10009
2023,08,住院,16~18,嘉義縣,0,3,10010
2023,08,住院,16~18,屏東縣,0,5,10013
2023,08,住院,16~18,花蓮縣,0,5,10015
2023,08,住院,16~18,基隆市,0,2,10017
2023,08,住院,16~18,新竹市,0,12,10018
2023,08,住院,16~18,嘉義市,0,3,10020
2023,08,住院,16~18,台北市,0,73,63000
2023,08,住院,16~18,高雄市,0,47,64000
2023,08,住院,16~18,新北市,0,24,65000
2023,08,住院,16~18,台中市,0,47,66000
2023,08,住院,16~18,台南市,0,11,67000
2023,08,住院,16~18,桃園市,0,38,68000
2023,08,住院,19~24,金門縣,0,3,09020
2023,08,住院,19~24,宜蘭縣,0,19,10002
2023,08,住院,19~24,新竹縣,0,17,10004
2023,08,住院,19~24,苗栗縣,0,18,10005
2023,08,住院,19~24,彰化縣,0,62,10007
2023,08,住院,19~24,南投縣,0,6,10008
2023,08,住院,19~24,雲林縣,0,30,10009
2023,08,住院,19~24,嘉義縣,0,20,10010
2023,08,住院,19~24,屏東縣,0,24,10013
2023,08,住院,19~24,台東縣,0,6,10014
2023,08,住院,19~24,花蓮縣,0,25,10015
2023,08,住院,19~24,基隆市,0,16,10017
2023,08,住院,19~24,新竹市,0,30,10018
2023,08,住院,19~24,嘉義市,0,21,10020
2023,08,住院,19~24,台北市,0,185,63000
2023,08,住院,19~24,高雄市,0,111,64000
2023,08,住院,19~24,新北市,0,66,65000
2023,08,住院,19~24,台中市,0,169,66000
2023,08,住院,19~24,台南市,0,31,67000
2023,08,住院,19~24,桃園市,0,112,68000
2023,08,住院,25~64,金門縣,0,37,09020
2023,08,住院,25~64,宜蘭縣,0,473,10002
2023,08,住院,25~64,新竹縣,0,600,10004
2023,08,住院,25~64,苗栗縣,0,198,10005
2023,08,住院,25~64,彰化縣,0,1331,10007
2023,08,住院,25~64,南投縣,0,138,10008
2023,08,住院,25~64,雲林縣,0,542,10009
2023,08,住院,25~64,嘉義縣,0,522,10010
2023,08,住院,25~64,屏東縣,0,428,10013
2023,08,住院,25~64,台東縣,0,72,10014
2023,08,住院,25~64,花蓮縣,0,469,10015
2023,08,住院,25~64,澎湖縣,0,28,10016
2023,08,住院,25~64,基隆市,0,301,10017
2023,08,住院,25~64,新竹市,0,607,10018
2023,08,住院,25~64,嘉義市,0,417,10020
2023,08,住院,25~64,台北市,0,4957,63000
2023,08,住院,25~64,高雄市,0,2242,64000
2023,08,住院,25~64,新北市,0,1981,65000
2023,08,住院,25~64,台中市,0,3708,66000
2023,08,住院,25~64,台南市,0,1245,67000
2023,08,住院,25~64,桃園市,0,2345,68000
2023,08,住院,3~6,金門縣,0,1,09020
2023,08,住院,3~6,宜蘭縣,4,45,10002
2023,08,住院,3~6,新竹縣,0,15,10004
2023,08,住院,3~6,苗栗縣,0,14,10005
2023,08,住院,3~6,彰化縣,0,78,10007
2023,08,住院,3~6,南投縣,0,19,10008
2023,08,住院,3~6,雲林縣,0,7,10009
2023,08,住院,3~6,嘉義縣,1,12,10010
2023,08,住院,3~6,屏東縣,2,40,10013
2023,08,住院,3~6,台東縣,0,8,10014
2023,08,住院,3~6,花蓮縣,0,17,10015
2023,08,住院,3~6,基隆市,0,16,10017
2023,08,住院,3~6,新竹市,1,19,10018
2023,08,住院,3~6,嘉義市,0,5,10020
2023,08,住院,3~6,台北市,0,119,63000
2023,08,住院,3~6,高雄市,0,56,64000
2023,08,住院,3~6,新北市,0,60,65000
2023,08,住院,3~6,台中市,0,121,66000
2023,08,住院,3~6,台南市,0,12,67000
2023,08,住院,3~6,桃園市,0,70,68000
2023,08,住院,65+,連江縣,0,1,09007
2023,08,住院,65+,金門縣,0,43,09020
2023,08,住院,65+,宜蘭縣,0,366,10002
2023,08,住院,65+,新竹縣,0,347,10004
2023,08,住院,65+,苗栗縣,0,184,10005
2023,08,住院,65+,彰化縣,0,1265,10007
2023,08,住院,65+,南投縣,0,153,10008
2023,08,住院,65+,雲林縣,0,521,10009
2023,08,住院,65+,嘉義縣,0,558,10010
2023,08,住院,65+,屏東縣,0,372,10013
2023,08,住院,65+,台東縣,0,55,10014
2023,08,住院,65+,花蓮縣,0,429,10015
2023,08,住院,65+,澎湖縣,0,25,10016
2023,08,住院,65+,基隆市,0,331,10017
2023,08,住院,65+,新竹市,0,387,10018
2023,08,住院,65+,嘉義市,0,333,10020
2023,08,住院,65+,台北市,0,3992,63000
2023,08,住院,65+,高雄市,0,1667,64000
2023,08,住院,65+,新北市,0,1852,65000
2023,08,住院,65+,台中市,0,2188,66000
2023,08,住院,65+,台南市,0,989,67000
2023,08,住院,65+,桃園市,0,1533,68000
2023,08,住院,7~12,金門縣,0,2,09020
2023,08,住院,7~12,宜蘭縣,1,17,10002
2023,08,住院,7~12,新竹縣,0,8,10004
2023,08,住院,7~12,苗栗縣,0,5,10005
2023,08,住院,7~12,彰化縣,0,32,10007
2023,08,住院,7~12,南投縣,0,4,10008
2023,08,住院,7~12,雲林縣,0,9,10009
2023,08,住院,7~12,嘉義縣,0,13,10010
2023,08,住院,7~12,屏東縣,0,23,10013
2023,08,住院,7~12,台東縣,0,2,10014
2023,08,住院,7~12,花蓮縣,0,12,10015
2023,08,住院,7~12,基隆市,0,10,10017
2023,08,住院,7~12,新竹市,0,16,10018
2023,08,住院,7~12,嘉義市,0,1,10020
2023,08,住院,7~12,台北市,0,152,63000
2023,08,住院,7~12,高雄市,0,50,64000
2023,08,住院,7~12,新北市,0,32,65000
2023,08,住院,7~12,台中市,0,85,66000
2023,08,住院,7~12,台南市,0,13,67000
2023,08,住院,7~12,桃園市,0,52,68000
2023,08,門診,0~2,連江縣,1,32,09007
2023,08,門診,0~2,金門縣,3,351,09020
2023,08,門診,0~2,宜蘭縣,10,1790,10002
2023,08,門診,0~2,新竹縣,10,2885,10004
2023,08,門診,0~2,苗栗縣,0,1880,10005
2023,08,門診,0~2,彰化縣,19,5653,10007
2023,08,門診,0~2,南投縣,10,1939,10008
2023,08,門診,0~2,雲林縣,6,2305,10009
